position,srx,status,r2_file,timestamp,error
2/2,SRX19886039,success,annotation_pipeline_20260508_115128/SRX19886039_clustered.h5ad,2026-05-08 11:52:56,
1/2,ERX11662369,success,annotation_pipeline_20260508_115128/ERX11662369_clustered.h5ad,2026-05-08 11:52:59,
