position,srx,status,r2_file,timestamp,error
1/801,ERX11662371,success,designated_clustering_1/ERX11662371_clustered.h5ad,2026-05-18 16:26:39,
3/801,ERX11662373,success,designated_clustering_1/ERX11662373_clustered.h5ad,2026-05-18 16:26:46,
2/801,SRX19233503,success,designated_clustering_1/SRX19233503_clustered.h5ad,2026-05-18 16:27:02,
4/801,ERX11662385,success,designated_clustering_1/ERX11662385_clustered.h5ad,2026-05-18 16:27:36,
13/801,ERX8831394,success,designated_clustering_1/ERX8831394_clustered.h5ad,2026-05-18 16:28:02,
8/801,ERX11662370,success,designated_clustering_1/ERX11662370_clustered.h5ad,2026-05-18 16:29:14,
15/801,SRX20098024,success,designated_clustering_1/SRX20098024_clustered.h5ad,2026-05-18 16:29:43,
9/801,ERX11662369,success,designated_clustering_1/ERX11662369_clustered.h5ad,2026-05-18 16:30:43,
16/801,SRX22613097,success,designated_clustering_1/SRX22613097_clustered.h5ad,2026-05-18 16:30:44,
17/801,SRX19233504,success,designated_clustering_1/SRX19233504_clustered.h5ad,2026-05-18 16:31:31,
19/801,ERX11662375,success,designated_clustering_1/ERX11662375_clustered.h5ad,2026-05-18 16:33:32,
5/801,ERX11662357,success,designated_clustering_1/ERX11662357_clustered.h5ad,2026-05-18 16:33:35,
14/801,ERX8831397,success,designated_clustering_1/ERX8831397_clustered.h5ad,2026-05-18 16:34:11,
21/801,ERX11662384,success,designated_clustering_1/ERX11662384_clustered.h5ad,2026-05-18 16:34:51,
22/801,ERX11662361,success,designated_clustering_1/ERX11662361_clustered.h5ad,2026-05-18 16:36:02,
23/801,SRX22613099,success,designated_clustering_1/SRX22613099_clustered.h5ad,2026-05-18 16:36:16,
24/801,SRX22613094,success,designated_clustering_1/SRX22613094_clustered.h5ad,2026-05-18 16:37:14,
26/801,ERX11662382,success,designated_clustering_1/ERX11662382_clustered.h5ad,2026-05-18 16:37:29,
25/801,SRX22613095,success,designated_clustering_1/SRX22613095_clustered.h5ad,2026-05-18 16:38:00,
6/801,ERX11662360,success,designated_clustering_1/ERX11662360_clustered.h5ad,2026-05-18 16:39:06,
20/801,ERX11662381,success,designated_clustering_1/ERX11662381_clustered.h5ad,2026-05-18 16:39:12,
29/801,SRX22613098,success,designated_clustering_1/SRX22613098_clustered.h5ad,2026-05-18 16:39:48,
10/801,ERX11662367,success,designated_clustering_1/ERX11662367_clustered.h5ad,2026-05-18 16:40:56,
31/801,ERX8831396,success,designated_clustering_1/ERX8831396_clustered.h5ad,2026-05-18 16:41:52,
18/801,ERX11662376,success,designated_clustering_1/ERX11662376_clustered.h5ad,2026-05-18 16:42:44,
33/801,SRX10327362,success,designated_clustering_1/SRX10327362_clustered.h5ad,2026-05-18 16:43:19,
32/801,SRX19192164,success,designated_clustering_1/SRX19192164_clustered.h5ad,2026-05-18 16:44:57,
30/801,ERX11662338,success,designated_clustering_1/ERX11662338_clustered.h5ad,2026-05-18 16:45:08,
36/801,ERX11876760,success,designated_clustering_1/ERX11876760_clustered.h5ad,2026-05-18 16:45:12,
35/801,ERX11876750,success,designated_clustering_1/ERX11876750_clustered.h5ad,2026-05-18 16:45:56,
38/801,ERX11876767,success,designated_clustering_1/ERX11876767_clustered.h5ad,2026-05-18 16:46:00,
37/801,ERX11876763,success,designated_clustering_1/ERX11876763_clustered.h5ad,2026-05-18 16:46:02,
11/801,ERX11662377,success,designated_clustering_1/ERX11662377_clustered.h5ad,2026-05-18 16:46:36,
12/801,ERX11662378,success,designated_clustering_1/ERX11662378_clustered.h5ad,2026-05-18 16:46:49,
34/801,SRX26771412,success,designated_clustering_1/SRX26771412_clustered.h5ad,2026-05-18 16:47:21,
42/801,ERX11876753,success,designated_clustering_1/ERX11876753_clustered.h5ad,2026-05-18 16:47:42,
7/801,ERX11662364,success,designated_clustering_1/ERX11662364_clustered.h5ad,2026-05-18 16:48:02,
40/801,ERX11876755,success,designated_clustering_1/ERX11876755_clustered.h5ad,2026-05-18 16:48:05,
41/801,ERX11876754,success,designated_clustering_1/ERX11876754_clustered.h5ad,2026-05-18 16:48:23,
44/801,ERX11876768,success,designated_clustering_1/ERX11876768_clustered.h5ad,2026-05-18 16:48:31,
47/801,ERX11876765,success,designated_clustering_1/ERX11876765_clustered.h5ad,2026-05-18 16:48:59,
39/801,SRX18248070,success,designated_clustering_1/SRX18248070_clustered.h5ad,2026-05-18 16:49:19,
27/801,ERX11662366,success,designated_clustering_1/ERX11662366_clustered.h5ad,2026-05-18 16:49:25,
43/801,ERX11876769,success,designated_clustering_1/ERX11876769_clustered.h5ad,2026-05-18 16:49:42,
50/801,SRX22996343,success,designated_clustering_1/SRX22996343_clustered.h5ad,2026-05-18 16:49:57,
46/801,ERX11876751,success,designated_clustering_1/ERX11876751_clustered.h5ad,2026-05-18 16:50:03,
49/801,ERX11876770,success,designated_clustering_1/ERX11876770_clustered.h5ad,2026-05-18 16:50:04,
45/801,ERX11876758,success,designated_clustering_1/ERX11876758_clustered.h5ad,2026-05-18 16:50:06,
48/801,SRX26487574,success,designated_clustering_1/SRX26487574_clustered.h5ad,2026-05-18 16:50:38,
53/801,SRX22996385,success,designated_clustering_1/SRX22996385_clustered.h5ad,2026-05-18 16:50:43,
56/801,SRX22996310,success,designated_clustering_1/SRX22996310_clustered.h5ad,2026-05-18 16:50:59,
55/801,SRX22996351,success,designated_clustering_1/SRX22996351_clustered.h5ad,2026-05-18 16:51:08,
57/801,SRX25038166,success,designated_clustering_1/SRX25038166_clustered.h5ad,2026-05-18 16:51:35,
59/801,SRX22996360,success,designated_clustering_1/SRX22996360_clustered.h5ad,2026-05-18 16:51:50,
52/801,ERX11876748,success,designated_clustering_1/ERX11876748_clustered.h5ad,2026-05-18 16:51:55,
51/801,SRX20407496,success,designated_clustering_1/SRX20407496_clustered.h5ad,2026-05-18 16:51:57,
62/801,SRX22996331,success,designated_clustering_1/SRX22996331_clustered.h5ad,2026-05-18 16:52:07,
54/801,SRX24313469,success,designated_clustering_1/SRX24313469_clustered.h5ad,2026-05-18 16:52:19,
63/801,SRX22996320,success,designated_clustering_1/SRX22996320_clustered.h5ad,2026-05-18 16:52:35,
64/801,SRX22996346,success,designated_clustering_1/SRX22996346_clustered.h5ad,2026-05-18 16:52:50,
65/801,SRX22996348,success,designated_clustering_1/SRX22996348_clustered.h5ad,2026-05-18 16:52:50,
60/801,SRX26487567,success,designated_clustering_1/SRX26487567_clustered.h5ad,2026-05-18 16:53:28,
67/801,SRX22996378,success,designated_clustering_1/SRX22996378_clustered.h5ad,2026-05-18 16:53:30,
66/801,SRX22996356,success,designated_clustering_1/SRX22996356_clustered.h5ad,2026-05-18 16:53:40,
68/801,SRX22996323,success,designated_clustering_1/SRX22996323_clustered.h5ad,2026-05-18 16:53:43,
69/801,SRX22996333,success,designated_clustering_1/SRX22996333_clustered.h5ad,2026-05-18 16:53:54,
76/801,SRX22146401,failed,,2026-05-18 16:53:56,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
58/801,SRX27313889,success,designated_clustering_1/SRX27313889_clustered.h5ad,2026-05-18 16:54:08,
70/801,SRX22996328,success,designated_clustering_1/SRX22996328_clustered.h5ad,2026-05-18 16:54:14,
61/801,SRX26487572,success,designated_clustering_1/SRX26487572_clustered.h5ad,2026-05-18 16:54:19,
72/801,SRX22996322,success,designated_clustering_1/SRX22996322_clustered.h5ad,2026-05-18 16:54:27,
73/801,SRX24732577,success,designated_clustering_1/SRX24732577_clustered.h5ad,2026-05-18 16:54:28,
71/801,SRX22996369,success,designated_clustering_1/SRX22996369_clustered.h5ad,2026-05-18 16:54:58,
74/801,SRX10425169,success,designated_clustering_1/SRX10425169_clustered.h5ad,2026-05-18 16:55:15,
80/801,SRX22996382,success,designated_clustering_1/SRX22996382_clustered.h5ad,2026-05-18 16:55:29,
81/801,SRX22159982,success,designated_clustering_1/SRX22159982_clustered.h5ad,2026-05-18 16:55:31,
82/801,SRX22996352,success,designated_clustering_1/SRX22996352_clustered.h5ad,2026-05-18 16:55:33,
78/801,SRX20221194,success,designated_clustering_1/SRX20221194_clustered.h5ad,2026-05-18 16:56:00,
83/801,SRX22996373,success,designated_clustering_1/SRX22996373_clustered.h5ad,2026-05-18 16:56:00,
75/801,SRX22996392,success,designated_clustering_1/SRX22996392_clustered.h5ad,2026-05-18 16:56:02,
84/801,SRX19844830,success,designated_clustering_1/SRX19844830_clustered.h5ad,2026-05-18 16:56:04,
86/801,SRX22996309,success,designated_clustering_1/SRX22996309_clustered.h5ad,2026-05-18 16:56:25,
91/801,SRX19844849,success,designated_clustering_1/SRX19844849_clustered.h5ad,2026-05-18 16:56:42,
28/801,ERX11662359,success,designated_clustering_1/ERX11662359_clustered.h5ad,2026-05-18 16:56:45,
94/801,SRX19704124,failed,,2026-05-18 16:56:47,InsufficientCellsError: 51 cells remaining after filtering (threshold: 500)
85/801,SRX17689201,success,designated_clustering_1/SRX17689201_clustered.h5ad,2026-05-18 16:56:50,
87/801,SRX22996384,success,designated_clustering_1/SRX22996384_clustered.h5ad,2026-05-18 16:57:00,
79/801,SRX21460097,success,designated_clustering_1/SRX21460097_clustered.h5ad,2026-05-18 16:57:04,
90/801,SRX19886043,success,designated_clustering_1/SRX19886043_clustered.h5ad,2026-05-18 16:57:07,
88/801,SRX19727430,success,designated_clustering_1/SRX19727430_clustered.h5ad,2026-05-18 16:57:16,
77/801,SRX21460119,success,designated_clustering_1/SRX21460119_clustered.h5ad,2026-05-18 16:57:32,
92/801,SRX18248067,success,designated_clustering_1/SRX18248067_clustered.h5ad,2026-05-18 16:57:35,
98/801,SRX22996341,success,designated_clustering_1/SRX22996341_clustered.h5ad,2026-05-18 16:57:52,
97/801,SRX22996312,success,designated_clustering_1/SRX22996312_clustered.h5ad,2026-05-18 16:57:57,
89/801,ERX11876757,success,designated_clustering_1/ERX11876757_clustered.h5ad,2026-05-18 16:58:02,
96/801,SRX19886028,success,designated_clustering_1/SRX19886028_clustered.h5ad,2026-05-18 16:58:06,
93/801,SRX19886032,success,designated_clustering_1/SRX19886032_clustered.h5ad,2026-05-18 16:58:07,
99/801,SRX22996316,success,designated_clustering_1/SRX22996316_clustered.h5ad,2026-05-18 16:58:40,
101/801,SRX19844834,success,designated_clustering_1/SRX19844834_clustered.h5ad,2026-05-18 16:58:41,
103/801,SRX19844831,success,designated_clustering_1/SRX19844831_clustered.h5ad,2026-05-18 16:58:53,
95/801,SRX23231247,success,designated_clustering_1/SRX23231247_clustered.h5ad,2026-05-18 16:59:01,
105/801,SRX22996388,success,designated_clustering_1/SRX22996388_clustered.h5ad,2026-05-18 16:59:03,
106/801,SRX17689199,success,designated_clustering_1/SRX17689199_clustered.h5ad,2026-05-18 16:59:04,
102/801,SRX25038163,success,designated_clustering_1/SRX25038163_clustered.h5ad,2026-05-18 16:59:05,
107/801,SRX19704151,success,designated_clustering_1/SRX19704151_clustered.h5ad,2026-05-18 16:59:23,
110/801,SRX22996339,success,designated_clustering_1/SRX22996339_clustered.h5ad,2026-05-18 16:59:39,
104/801,SRX19704161,success,designated_clustering_1/SRX19704161_clustered.h5ad,2026-05-18 16:59:55,
109/801,SRX19704122,success,designated_clustering_1/SRX19704122_clustered.h5ad,2026-05-18 16:59:55,
108/801,SRX22996374,success,designated_clustering_1/SRX22996374_clustered.h5ad,2026-05-18 16:59:57,
114/801,SRX19704126,success,designated_clustering_1/SRX19704126_clustered.h5ad,2026-05-18 17:00:04,
111/801,SRX19886030,success,designated_clustering_1/SRX19886030_clustered.h5ad,2026-05-18 17:00:10,
100/801,SRX25319036,success,designated_clustering_1/SRX25319036_clustered.h5ad,2026-05-18 17:00:28,
112/801,SRX22996383,success,designated_clustering_1/SRX22996383_clustered.h5ad,2026-05-18 17:00:29,
115/801,ERX11876764,success,designated_clustering_1/ERX11876764_clustered.h5ad,2026-05-18 17:00:31,
113/801,SRX22996334,success,designated_clustering_1/SRX22996334_clustered.h5ad,2026-05-18 17:00:44,
117/801,SRX17689198,success,designated_clustering_1/SRX17689198_clustered.h5ad,2026-05-18 17:00:54,
118/801,SRX17689200,success,designated_clustering_1/SRX17689200_clustered.h5ad,2026-05-18 17:01:02,
121/801,SRX17689203,success,designated_clustering_1/SRX17689203_clustered.h5ad,2026-05-18 17:01:08,
120/801,SRX17689204,success,designated_clustering_1/SRX17689204_clustered.h5ad,2026-05-18 17:01:10,
122/801,SRX17689205,success,designated_clustering_1/SRX17689205_clustered.h5ad,2026-05-18 17:01:19,
119/801,SRX17689197,success,designated_clustering_1/SRX17689197_clustered.h5ad,2026-05-18 17:01:30,
126/801,SRX22834774,success,designated_clustering_1/SRX22834774_clustered.h5ad,2026-05-18 17:01:38,
123/801,SRX17689210,success,designated_clustering_1/SRX17689210_clustered.h5ad,2026-05-18 17:01:41,
127/801,SRX19727427,success,designated_clustering_1/SRX19727427_clustered.h5ad,2026-05-18 17:01:47,
116/801,SRX19704198,success,designated_clustering_1/SRX19704198_clustered.h5ad,2026-05-18 17:02:20,
128/801,SRX22226502,success,designated_clustering_1/SRX22226502_clustered.h5ad,2026-05-18 17:02:22,
124/801,SRX17664572,success,designated_clustering_1/SRX17664572_clustered.h5ad,2026-05-18 17:02:25,
130/801,SRX22996325,success,designated_clustering_1/SRX22996325_clustered.h5ad,2026-05-18 17:02:25,
138/801,SRX17941758,failed,,2026-05-18 17:02:27,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
125/801,SRX23619806,success,designated_clustering_1/SRX23619806_clustered.h5ad,2026-05-18 17:02:31,
129/801,SRX22996344,success,designated_clustering_1/SRX22996344_clustered.h5ad,2026-05-18 17:02:36,
134/801,SRX17896694,success,designated_clustering_1/SRX17896694_clustered.h5ad,2026-05-18 17:02:38,
131/801,SRX23619807,success,designated_clustering_1/SRX23619807_clustered.h5ad,2026-05-18 17:02:58,
135/801,SRX17689209,success,designated_clustering_1/SRX17689209_clustered.h5ad,2026-05-18 17:03:02,
142/801,SRX24073315,success,designated_clustering_1/SRX24073315_clustered.h5ad,2026-05-18 17:03:20,
136/801,SRX17896691,success,designated_clustering_1/SRX17896691_clustered.h5ad,2026-05-18 17:03:31,
133/801,SRX23838225,success,designated_clustering_1/SRX23838225_clustered.h5ad,2026-05-18 17:03:36,
132/801,SRX23619809,success,designated_clustering_1/SRX23619809_clustered.h5ad,2026-05-18 17:03:37,
143/801,SRX24073303,success,designated_clustering_1/SRX24073303_clustered.h5ad,2026-05-18 17:03:52,
137/801,SRX16217005,success,designated_clustering_1/SRX16217005_clustered.h5ad,2026-05-18 17:04:41,
146/801,SRX24073324,success,designated_clustering_1/SRX24073324_clustered.h5ad,2026-05-18 17:04:48,
147/801,SRX24073304,success,designated_clustering_1/SRX24073304_clustered.h5ad,2026-05-18 17:04:58,
145/801,SRX24073302,success,designated_clustering_1/SRX24073302_clustered.h5ad,2026-05-18 17:05:25,
141/801,SRX12868714,success,designated_clustering_1/SRX12868714_clustered.h5ad,2026-05-18 17:06:00,
151/801,SRX24073325,success,designated_clustering_1/SRX24073325_clustered.h5ad,2026-05-18 17:06:12,
144/801,SRX14891764,success,designated_clustering_1/SRX14891764_clustered.h5ad,2026-05-18 17:06:28,
139/801,SRX16217016,success,designated_clustering_1/SRX16217016_clustered.h5ad,2026-05-18 17:06:40,
150/801,SRX24073314,success,designated_clustering_1/SRX24073314_clustered.h5ad,2026-05-18 17:06:47,
148/801,SRX14891759,success,designated_clustering_1/SRX14891759_clustered.h5ad,2026-05-18 17:07:18,
152/801,SRX15263316,success,designated_clustering_1/SRX15263316_clustered.h5ad,2026-05-18 17:07:19,
154/801,SRX24073318,success,designated_clustering_1/SRX24073318_clustered.h5ad,2026-05-18 17:07:38,
153/801,SRX24073312,success,designated_clustering_1/SRX24073312_clustered.h5ad,2026-05-18 17:07:42,
160/801,SRX24073307,success,designated_clustering_1/SRX24073307_clustered.h5ad,2026-05-18 17:08:21,
156/801,SRX24073319,success,designated_clustering_1/SRX24073319_clustered.h5ad,2026-05-18 17:08:31,
164/801,SRX18248068,success,designated_clustering_1/SRX18248068_clustered.h5ad,2026-05-18 17:09:54,
158/801,SRX16217004,success,designated_clustering_1/SRX16217004_clustered.h5ad,2026-05-18 17:11:03,
159/801,SRX16217013,success,designated_clustering_1/SRX16217013_clustered.h5ad,2026-05-18 17:11:22,
155/801,SRX16217017,success,designated_clustering_1/SRX16217017_clustered.h5ad,2026-05-18 17:11:28,
157/801,SRX16217006,success,designated_clustering_1/SRX16217006_clustered.h5ad,2026-05-18 17:11:34,
161/801,SRX14891761,success,designated_clustering_1/SRX14891761_clustered.h5ad,2026-05-18 17:12:02,
149/801,SRX17150750,success,designated_clustering_1/SRX17150750_clustered.h5ad,2026-05-18 17:12:02,
140/801,SRX16217009,success,designated_clustering_1/SRX16217009_clustered.h5ad,2026-05-18 17:12:02,
169/801,SRX15263318,success,designated_clustering_1/SRX15263318_clustered.h5ad,2026-05-18 17:12:52,
165/801,SRX18248066,success,designated_clustering_1/SRX18248066_clustered.h5ad,2026-05-18 17:12:58,
162/801,SRX17150749,success,designated_clustering_1/SRX17150749_clustered.h5ad,2026-05-18 17:13:41,
171/801,SRX14891765,success,designated_clustering_1/SRX14891765_clustered.h5ad,2026-05-18 17:15:05,
166/801,SRX18248065,success,designated_clustering_1/SRX18248065_clustered.h5ad,2026-05-18 17:15:43,
163/801,SRX16217015,success,designated_clustering_1/SRX16217015_clustered.h5ad,2026-05-18 17:15:52,
170/801,SRX18248063,success,designated_clustering_1/SRX18248063_clustered.h5ad,2026-05-18 17:15:55,
167/801,SRX18248062,success,designated_clustering_1/SRX18248062_clustered.h5ad,2026-05-18 17:16:23,
174/801,SRX15263315,success,designated_clustering_1/SRX15263315_clustered.h5ad,2026-05-18 17:16:28,
177/801,SRX17035589,success,designated_clustering_1/SRX17035589_clustered.h5ad,2026-05-18 17:16:39,
175/801,SRX12868715,success,designated_clustering_1/SRX12868715_clustered.h5ad,2026-05-18 17:16:47,
179/801,ERX4409913,success,designated_clustering_1/ERX4409913_clustered.h5ad,2026-05-18 17:16:58,
173/801,SRX14891767,success,designated_clustering_1/SRX14891767_clustered.h5ad,2026-05-18 17:17:02,
172/801,SRX16217002,success,designated_clustering_1/SRX16217002_clustered.h5ad,2026-05-18 17:17:16,
176/801,SRX12868717,success,designated_clustering_1/SRX12868717_clustered.h5ad,2026-05-18 17:19:17,
180/801,SRX16217012,success,designated_clustering_1/SRX16217012_clustered.h5ad,2026-05-18 17:19:51,
186/801,SRX12868721,success,designated_clustering_1/SRX12868721_clustered.h5ad,2026-05-18 17:20:30,
183/801,SRX16217007,success,designated_clustering_1/SRX16217007_clustered.h5ad,2026-05-18 17:20:32,
182/801,SRX16217003,success,designated_clustering_1/SRX16217003_clustered.h5ad,2026-05-18 17:20:56,
187/801,SRX15263317,success,designated_clustering_1/SRX15263317_clustered.h5ad,2026-05-18 17:21:23,
184/801,SRX16217010,success,designated_clustering_1/SRX16217010_clustered.h5ad,2026-05-18 17:21:42,
181/801,SRX14891769,success,designated_clustering_1/SRX14891769_clustered.h5ad,2026-05-18 17:21:52,
168/801,SRX18248064,success,designated_clustering_1/SRX18248064_clustered.h5ad,2026-05-18 17:21:56,
185/801,SRX12868713,success,designated_clustering_1/SRX12868713_clustered.h5ad,2026-05-18 17:22:02,
188/801,SRX12868712,success,designated_clustering_1/SRX12868712_clustered.h5ad,2026-05-18 17:22:08,
193/801,SRX19215444,success,designated_clustering_1/SRX19215444_clustered.h5ad,2026-05-18 17:22:31,
191/801,SRX12868719,success,designated_clustering_1/SRX12868719_clustered.h5ad,2026-05-18 17:22:58,
194/801,SRX19264641,success,designated_clustering_1/SRX19264641_clustered.h5ad,2026-05-18 17:23:16,
197/801,SRX19704149,success,designated_clustering_1/SRX19704149_clustered.h5ad,2026-05-18 17:23:28,
195/801,SRX19704127,success,designated_clustering_1/SRX19704127_clustered.h5ad,2026-05-18 17:23:28,
196/801,SRX19704147,success,designated_clustering_1/SRX19704147_clustered.h5ad,2026-05-18 17:23:35,
199/801,SRX19704128,success,designated_clustering_1/SRX19704128_clustered.h5ad,2026-05-18 17:23:55,
178/801,SRX17137139,success,designated_clustering_1/SRX17137139_clustered.h5ad,2026-05-18 17:24:01,
190/801,SRX14891760,success,designated_clustering_1/SRX14891760_clustered.h5ad,2026-05-18 17:24:01,
198/801,SRX19704169,success,designated_clustering_1/SRX19704169_clustered.h5ad,2026-05-18 17:24:43,
204/801,SRX19704166,success,designated_clustering_1/SRX19704166_clustered.h5ad,2026-05-18 17:24:46,
192/801,SRX14891762,success,designated_clustering_1/SRX14891762_clustered.h5ad,2026-05-18 17:24:46,
200/801,SRX19704148,success,designated_clustering_1/SRX19704148_clustered.h5ad,2026-05-18 17:24:52,
205/801,SRX19730968,success,designated_clustering_1/SRX19730968_clustered.h5ad,2026-05-18 17:24:54,
211/801,SRX19730933,success,designated_clustering_1/SRX19730933_clustered.h5ad,2026-05-18 17:26:34,
207/801,SRX19704165,success,designated_clustering_1/SRX19704165_clustered.h5ad,2026-05-18 17:26:34,
201/801,SRX19704188,success,designated_clustering_1/SRX19704188_clustered.h5ad,2026-05-18 17:26:41,
206/801,SRX19704139,success,designated_clustering_1/SRX19704139_clustered.h5ad,2026-05-18 17:27:14,
208/801,SRX19704156,success,designated_clustering_1/SRX19704156_clustered.h5ad,2026-05-18 17:27:44,
209/801,SRX19704157,success,designated_clustering_1/SRX19704157_clustered.h5ad,2026-05-18 17:28:10,
214/801,SRX19704197,success,designated_clustering_1/SRX19704197_clustered.h5ad,2026-05-18 17:28:21,
213/801,SRX19704160,success,designated_clustering_1/SRX19704160_clustered.h5ad,2026-05-18 17:28:36,
210/801,SRX19704170,success,designated_clustering_1/SRX19704170_clustered.h5ad,2026-05-18 17:28:43,
217/801,SRX19727434,success,designated_clustering_1/SRX19727434_clustered.h5ad,2026-05-18 17:29:02,
202/801,SRX19704159,success,designated_clustering_1/SRX19704159_clustered.h5ad,2026-05-18 17:29:38,
219/801,SRX19727435,success,designated_clustering_1/SRX19727435_clustered.h5ad,2026-05-18 17:29:38,
216/801,SRX19727425,success,designated_clustering_1/SRX19727425_clustered.h5ad,2026-05-18 17:29:58,
203/801,SRX19704164,success,designated_clustering_1/SRX19704164_clustered.h5ad,2026-05-18 17:30:02,
218/801,SRX19727429,success,designated_clustering_1/SRX19727429_clustered.h5ad,2026-05-18 17:30:18,
215/801,SRX19704162,success,designated_clustering_1/SRX19704162_clustered.h5ad,2026-05-18 17:30:19,
223/801,SRX19727431,success,designated_clustering_1/SRX19727431_clustered.h5ad,2026-05-18 17:30:28,
212/801,SRX19704142,success,designated_clustering_1/SRX19704142_clustered.h5ad,2026-05-18 17:30:36,
225/801,SRX19727428,success,designated_clustering_1/SRX19727428_clustered.h5ad,2026-05-18 17:31:11,
229/801,SRX19844846,success,designated_clustering_1/SRX19844846_clustered.h5ad,2026-05-18 17:31:17,
220/801,SRX19730934,success,designated_clustering_1/SRX19730934_clustered.h5ad,2026-05-18 17:31:22,
230/801,SRX19844825,success,designated_clustering_1/SRX19844825_clustered.h5ad,2026-05-18 17:32:01,
221/801,SRX19704196,success,designated_clustering_1/SRX19704196_clustered.h5ad,2026-05-18 17:32:02,
231/801,SRX19844838,success,designated_clustering_1/SRX19844838_clustered.h5ad,2026-05-18 17:32:34,
222/801,SRX19704179,success,designated_clustering_1/SRX19704179_clustered.h5ad,2026-05-18 17:32:51,
232/801,SRX19844819,success,designated_clustering_1/SRX19844819_clustered.h5ad,2026-05-18 17:32:58,
226/801,SRX19704171,success,designated_clustering_1/SRX19704171_clustered.h5ad,2026-05-18 17:33:00,
233/801,SRX19844818,success,designated_clustering_1/SRX19844818_clustered.h5ad,2026-05-18 17:33:24,
227/801,SRX19704186,success,designated_clustering_1/SRX19704186_clustered.h5ad,2026-05-18 17:33:38,
239/801,SRX19844835,success,designated_clustering_1/SRX19844835_clustered.h5ad,2026-05-18 17:34:17,
235/801,SRX19844832,success,designated_clustering_1/SRX19844832_clustered.h5ad,2026-05-18 17:34:38,
224/801,SRX19704180,success,designated_clustering_1/SRX19704180_clustered.h5ad,2026-05-18 17:34:53,
238/801,SRX19844837,success,designated_clustering_1/SRX19844837_clustered.h5ad,2026-05-18 17:35:05,
240/801,SRX19844836,success,designated_clustering_1/SRX19844836_clustered.h5ad,2026-05-18 17:35:07,
243/801,SRX19886046,success,designated_clustering_1/SRX19886046_clustered.h5ad,2026-05-18 17:35:54,
234/801,SRX19844821,success,designated_clustering_1/SRX19844821_clustered.h5ad,2026-05-18 17:36:26,
246/801,SRX19844848,success,designated_clustering_1/SRX19844848_clustered.h5ad,2026-05-18 17:36:39,
228/801,SRX19704181,success,designated_clustering_1/SRX19704181_clustered.h5ad,2026-05-18 17:36:39,
236/801,SRX14891756,success,designated_clustering_1/SRX14891756_clustered.h5ad,2026-05-18 17:36:40,
245/801,SRX19886027,success,designated_clustering_1/SRX19886027_clustered.h5ad,2026-05-18 17:36:43,
242/801,SRX19844822,success,designated_clustering_1/SRX19844822_clustered.h5ad,2026-05-18 17:37:13,
241/801,SRX19844823,success,designated_clustering_1/SRX19844823_clustered.h5ad,2026-05-18 17:37:13,
250/801,SRX19886031,success,designated_clustering_1/SRX19886031_clustered.h5ad,2026-05-18 17:37:53,
244/801,SRX19886045,success,designated_clustering_1/SRX19886045_clustered.h5ad,2026-05-18 17:38:22,
251/801,SRX19886040,success,designated_clustering_1/SRX19886040_clustered.h5ad,2026-05-18 17:38:37,
252/801,SRX19886029,success,designated_clustering_1/SRX19886029_clustered.h5ad,2026-05-18 17:38:49,
253/801,SRX19886042,success,designated_clustering_1/SRX19886042_clustered.h5ad,2026-05-18 17:39:29,
248/801,SRX19886023,success,designated_clustering_1/SRX19886023_clustered.h5ad,2026-05-18 17:39:47,
249/801,SRX19886022,success,designated_clustering_1/SRX19886022_clustered.h5ad,2026-05-18 17:39:54,
237/801,SRX19836244,success,designated_clustering_1/SRX19836244_clustered.h5ad,2026-05-18 17:39:57,
247/801,SRX19844828,success,designated_clustering_1/SRX19844828_clustered.h5ad,2026-05-18 17:39:57,
254/801,SRX19886039,success,designated_clustering_1/SRX19886039_clustered.h5ad,2026-05-18 17:40:13,
255/801,SRX19886037,success,designated_clustering_1/SRX19886037_clustered.h5ad,2026-05-18 17:40:32,
259/801,SRX19844824,success,designated_clustering_1/SRX19844824_clustered.h5ad,2026-05-18 17:40:33,
257/801,SRX19886050,success,designated_clustering_1/SRX19886050_clustered.h5ad,2026-05-18 17:40:37,
260/801,SRX19886049,success,designated_clustering_1/SRX19886049_clustered.h5ad,2026-05-18 17:40:43,
256/801,SRX19886035,success,designated_clustering_1/SRX19886035_clustered.h5ad,2026-05-18 17:40:56,
261/801,SRX19704152,success,designated_clustering_1/SRX19704152_clustered.h5ad,2026-05-18 17:41:40,
258/801,SRX19886034,success,designated_clustering_1/SRX19886034_clustered.h5ad,2026-05-18 17:41:46,
268/801,SRX19727432,success,designated_clustering_1/SRX19727432_clustered.h5ad,2026-05-18 17:41:51,
189/801,SRX18965979,success,designated_clustering_1/SRX18965979_clustered.h5ad,2026-05-18 17:41:54,
267/801,SRX19727433,success,designated_clustering_1/SRX19727433_clustered.h5ad,2026-05-18 17:42:01,
269/801,SRX19727426,success,designated_clustering_1/SRX19727426_clustered.h5ad,2026-05-18 17:42:33,
266/801,SRX19704193,success,designated_clustering_1/SRX19704193_clustered.h5ad,2026-05-18 17:42:50,
263/801,SRX20407493,success,designated_clustering_1/SRX20407493_clustered.h5ad,2026-05-18 17:42:57,
265/801,SRX20407499,success,designated_clustering_1/SRX20407499_clustered.h5ad,2026-05-18 17:43:17,
262/801,SRX20407494,success,designated_clustering_1/SRX20407494_clustered.h5ad,2026-05-18 17:43:45,
