position,srx,status,r2_file,timestamp,error
732/801,SRX9276315,success,designated_clustering_1/SRX9276315_clustered.h5ad,2026-05-18 20:13:57,
738/801,SRX9276316,success,designated_clustering_1/SRX9276316_clustered.h5ad,2026-05-18 20:14:04,
735/801,SRX9276318,success,designated_clustering_1/SRX9276318_clustered.h5ad,2026-05-18 20:14:12,
745/801,SRX28768647,failed,,2026-05-18 20:14:14,InsufficientCellsError: 476 cells remaining after filtering (threshold: 500)
741/801,SRX8349966,success,designated_clustering_1/SRX8349966_clustered.h5ad,2026-05-18 20:14:22,
740/801,SRX8349959,success,designated_clustering_1/SRX8349959_clustered.h5ad,2026-05-18 20:14:23,
742/801,SRX8349956,success,designated_clustering_1/SRX8349956_clustered.h5ad,2026-05-18 20:14:23,
737/801,SRX9246192,success,designated_clustering_1/SRX9246192_clustered.h5ad,2026-05-18 20:14:23,
744/801,SRX29072177,success,designated_clustering_1/SRX29072177_clustered.h5ad,2026-05-18 20:15:35,
751/801,SRX27465304,failed,,2026-05-18 20:15:37,InsufficientCellsError: 38 cells remaining after filtering (threshold: 500)
752/801,SRX27465368,failed,,2026-05-18 20:15:39,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
749/801,SRX29072179,success,designated_clustering_1/SRX29072179_clustered.h5ad,2026-05-18 20:15:56,
753/801,SRX28768400,success,designated_clustering_1/SRX28768400_clustered.h5ad,2026-05-18 20:16:19,
730/801,SRX9296012,success,designated_clustering_1/SRX9296012_clustered.h5ad,2026-05-18 20:16:22,
747/801,SRX29072176,success,designated_clustering_1/SRX29072176_clustered.h5ad,2026-05-18 20:16:23,
754/801,SRX27465288,success,designated_clustering_1/SRX27465288_clustered.h5ad,2026-05-18 20:16:39,
757/801,SRX28768666,success,designated_clustering_1/SRX28768666_clustered.h5ad,2026-05-18 20:16:55,
759/801,SRX28769201,failed,,2026-05-18 20:16:57,InsufficientCellsError: 25 cells remaining after filtering (threshold: 500)
760/801,SRX28769193,failed,,2026-05-18 20:16:59,InsufficientCellsError: 453 cells remaining after filtering (threshold: 500)
755/801,SRX27465233,success,designated_clustering_1/SRX27465233_clustered.h5ad,2026-05-18 20:17:02,
743/801,SRX29072180,success,designated_clustering_1/SRX29072180_clustered.h5ad,2026-05-18 20:17:04,
756/801,SRX27465283,success,designated_clustering_1/SRX27465283_clustered.h5ad,2026-05-18 20:17:05,
748/801,SRX8370854,success,designated_clustering_1/SRX8370854_clustered.h5ad,2026-05-18 20:17:18,
746/801,SRX29072175,success,designated_clustering_1/SRX29072175_clustered.h5ad,2026-05-18 20:17:20,
750/801,SRX29072178,success,designated_clustering_1/SRX29072178_clustered.h5ad,2026-05-18 20:17:47,
765/801,SRX8349961,success,designated_clustering_1/SRX8349961_clustered.h5ad,2026-05-18 20:18:00,
762/801,SRX9276326,success,designated_clustering_1/SRX9276326_clustered.h5ad,2026-05-18 20:18:18,
766/801,SRX8349958,success,designated_clustering_1/SRX8349958_clustered.h5ad,2026-05-18 20:18:40,
763/801,SRX9276332,success,designated_clustering_1/SRX9276332_clustered.h5ad,2026-05-18 20:18:41,
764/801,SRX9276325,success,designated_clustering_1/SRX9276325_clustered.h5ad,2026-05-18 20:18:48,
761/801,SRX9276320,success,designated_clustering_1/SRX9276320_clustered.h5ad,2026-05-18 20:18:52,
758/801,SRX28769081,success,designated_clustering_1/SRX28769081_clustered.h5ad,2026-05-18 20:19:03,
769/801,SRX8370856,success,designated_clustering_1/SRX8370856_clustered.h5ad,2026-05-18 20:19:55,
768/801,SRX8370855,success,designated_clustering_1/SRX8370855_clustered.h5ad,2026-05-18 20:20:30,
770/801,SRX8370861,success,designated_clustering_1/SRX8370861_clustered.h5ad,2026-05-18 20:20:47,
773/801,SRX8370860,success,designated_clustering_1/SRX8370860_clustered.h5ad,2026-05-18 20:20:51,
771/801,SRX8370857,success,designated_clustering_1/SRX8370857_clustered.h5ad,2026-05-18 20:21:05,
767/801,SRX8353571,success,designated_clustering_1/SRX8353571_clustered.h5ad,2026-05-18 20:21:05,
776/801,SRX7692419,success,designated_clustering_1/SRX7692419_clustered.h5ad,2026-05-18 20:21:28,
774/801,SRX8353568,success,designated_clustering_1/SRX8353568_clustered.h5ad,2026-05-18 20:21:54,
772/801,SRX8370858,success,designated_clustering_1/SRX8370858_clustered.h5ad,2026-05-18 20:22:36,
777/801,SRX6812462,success,designated_clustering_1/SRX6812462_clustered.h5ad,2026-05-18 20:23:01,
775/801,SRX8370852,success,designated_clustering_1/SRX8370852_clustered.h5ad,2026-05-18 20:23:07,
778/801,SRX6812459,success,designated_clustering_1/SRX6812459_clustered.h5ad,2026-05-18 20:23:12,
780/801,SRX29130822,success,designated_clustering_1/SRX29130822_clustered.h5ad,2026-05-18 20:23:12,
786/801,SRX28769129,failed,,2026-05-18 20:23:14,InsufficientCellsError: 277 cells remaining after filtering (threshold: 500)
781/801,SRX29130825,success,designated_clustering_1/SRX29130825_clustered.h5ad,2026-05-18 20:23:25,
779/801,SRX29130823,success,designated_clustering_1/SRX29130823_clustered.h5ad,2026-05-18 20:23:52,
739/801,SRX9296018,success,designated_clustering_1/SRX9296018_clustered.h5ad,2026-05-18 20:23:58,
782/801,SRX29130834,success,designated_clustering_1/SRX29130834_clustered.h5ad,2026-05-18 20:24:07,
785/801,SRX6726367,success,designated_clustering_1/SRX6726367_clustered.h5ad,2026-05-18 20:24:11,
788/801,SRX6726385,success,designated_clustering_1/SRX6726385_clustered.h5ad,2026-05-18 20:24:23,
787/801,SRX6726368,success,designated_clustering_1/SRX6726368_clustered.h5ad,2026-05-18 20:24:25,
792/801,SRX6726395,success,designated_clustering_1/SRX6726395_clustered.h5ad,2026-05-18 20:25:02,
793/801,SRX6726380,success,designated_clustering_1/SRX6726380_clustered.h5ad,2026-05-18 20:25:07,
795/801,SRX6726383,success,designated_clustering_1/SRX6726383_clustered.h5ad,2026-05-18 20:25:09,
790/801,SRX6726386,success,designated_clustering_1/SRX6726386_clustered.h5ad,2026-05-18 20:25:10,
794/801,SRX6726379,success,designated_clustering_1/SRX6726379_clustered.h5ad,2026-05-18 20:25:38,
791/801,SRX6726378,success,designated_clustering_1/SRX6726378_clustered.h5ad,2026-05-18 20:26:21,
799/801,SRX6726397,success,designated_clustering_1/SRX6726397_clustered.h5ad,2026-05-18 20:26:28,
789/801,SRX6726382,success,designated_clustering_1/SRX6726382_clustered.h5ad,2026-05-18 20:26:38,
798/801,SRX6726390,success,designated_clustering_1/SRX6726390_clustered.h5ad,2026-05-18 20:26:51,
797/801,SRX6726398,success,designated_clustering_1/SRX6726398_clustered.h5ad,2026-05-18 20:26:51,
801/801,SRX6726389,success,designated_clustering_1/SRX6726389_clustered.h5ad,2026-05-18 20:27:02,
783/801,SRX6726375,success,designated_clustering_1/SRX6726375_clustered.h5ad,2026-05-18 20:27:07,
718/801,SRX10100448,success,designated_clustering_1/SRX10100448_clustered.h5ad,2026-05-18 20:27:13,
800/801,SRX6726394,success,designated_clustering_1/SRX6726394_clustered.h5ad,2026-05-18 20:28:47,
796/801,SRX6726387,success,designated_clustering_1/SRX6726387_clustered.h5ad,2026-05-18 20:29:05,
784/801,SRX19352021,success,designated_clustering_1/SRX19352021_clustered.h5ad,2026-05-18 21:05:58,
