accession,r2Key,status,reason,studyAccession
SRX23331465,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23331465.h5ad,success,,PRJNA1066790
SRX24028444,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24028444.h5ad,success,,PRJNA1090971
SRX24028453,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24028453.h5ad,success,,PRJNA1090971
SRX25261768,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25261768.h5ad,skip,too_few_cells,
SRX25261712,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25261712.h5ad,success,,PRJNA1133168
SRX25261735,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25261735.h5ad,success,,PRJNA1133168
SRX24028450,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24028450.h5ad,success,,PRJNA1090971
SRX24028459,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24028459.h5ad,success,,PRJNA1090971
SRX24028456,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24028456.h5ad,success,,PRJNA1090971
SRX24732576,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24732576.h5ad,success,,PRJNA1117768
SRX26213237,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX26213237.h5ad,skip,too_few_cells,
SRX25363539,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25363539.h5ad,success,,PRJNA1136930
SRX26517110,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX26517110.h5ad,skip,excessive_cell_dropout,
SRX26517112,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX26517112.h5ad,skip,excessive_cell_dropout,
SRX26213238,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX26213238.h5ad,skip,too_few_cells,
SRX10425170,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10425170.h5ad,success,,PRJNA716656
SRX8372491,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX8372491.h5ad,success,,PRJNA634159
SRX8372495,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX8372495.h5ad,success,,PRJNA634159
SRX8372496,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX8372496.h5ad,success,,PRJNA634159
SRX8372494,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX8372494.h5ad,success,,PRJNA634159
SRX9927818,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9927818.h5ad,success,,PRJNA694436
SRX9474643,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9474643.h5ad,success,,PRJNA677825
SRX9127142,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127142.h5ad,success,,PRJNA663601
SRX9670790,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9670790.h5ad,success,,PRJNA684305
SRX9768484,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9768484.h5ad,skip,too_few_cells,
SRX9768488,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9768488.h5ad,success,,PRJNA689219
SRX9474644,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9474644.h5ad,success,,PRJNA677825
SRX9127138,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127138.h5ad,success,,PRJNA663601
SRX9495612,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9495612.h5ad,skip,too_few_cells,
SRX9495616,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9495616.h5ad,success,,PRJNA677962
SRX9430527,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9430527.h5ad,success,,PRJNA674516
SRX10048380,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048380.h5ad,success,,PRJNA669824
SRX9670791,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9670791.h5ad,success,,PRJNA684305
SRX9127143,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127143.h5ad,success,,PRJNA663601
SRX9718439,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9718439.h5ad,success,,PRJNA687221
SRX9127133,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127133.h5ad,success,,PRJNA663601
SRX10048381,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048381.h5ad,success,,PRJNA669824
SRX9127135,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127135.h5ad,success,,PRJNA663601
SRX10048393,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048393.h5ad,success,,PRJNA669824
SRX9768481,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9768481.h5ad,skip,too_few_cells,
SRX10100447,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10100447.h5ad,success,,PRJNA701930
SRX9863287,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9863287.h5ad,success,,PRJNA692726
SRX9768485,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9768485.h5ad,success,,PRJNA689219
SRX10048388,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048388.h5ad,success,,PRJNA669824
SRX10048395,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048395.h5ad,success,,PRJNA669824
SRX10075291,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10075291.h5ad,success,,PRJNA701396
SRX9461573,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9461573.h5ad,success,,PRJNA675538
SRX10048396,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048396.h5ad,success,,PRJNA669824
SRX10100446,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10100446.h5ad,success,,PRJNA701930
SRX9127139,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127139.h5ad,success,,PRJNA663601
SRX10048379,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048379.h5ad,success,,PRJNA669824
SRX10008476,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10008476.h5ad,success,,PRJNA699012
SRX9768483,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9768483.h5ad,skip,too_few_cells,
SRX9127134,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127134.h5ad,success,,PRJNA663601
SRX10048375,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048375.h5ad,success,,PRJNA669824
SRX10100445,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10100445.h5ad,success,,PRJNA701930
SRX9474645,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9474645.h5ad,success,,PRJNA677825
SRX10048384,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048384.h5ad,success,,PRJNA669824
SRX9849883,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9849883.h5ad,success,,PRJNA692173
SRX9127140,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127140.h5ad,success,,PRJNA663601
SRX10048373,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048373.h5ad,success,,PRJNA669824
SRX10048377,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048377.h5ad,success,,PRJNA669824
SRX9461575,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9461575.h5ad,success,,PRJNA675538
SRX9495614,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9495614.h5ad,skip,too_few_cells,
SRX9127136,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127136.h5ad,success,,PRJNA663601
SRX9670792,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9670792.h5ad,success,,PRJNA684305
SRX10075292,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10075292.h5ad,skip,too_few_cells,
SRX10048391,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048391.h5ad,success,,PRJNA669824
SRX9768487,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9768487.h5ad,skip,too_few_cells,
SRX10048376,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048376.h5ad,success,,PRJNA669824
SRX9127144,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127144.h5ad,success,,PRJNA663601
SRX9495610,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9495610.h5ad,skip,too_few_cells,
SRX9127141,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127141.h5ad,success,,PRJNA663601
SRX10048385,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048385.h5ad,success,,PRJNA669824
SRX27113453,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113453.h5ad,success,,PRJNA1172658
SRX27113469,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113469.h5ad,success,,PRJNA1172658
SRX27113470,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113470.h5ad,success,,PRJNA1172658
SRX27113473,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113473.h5ad,success,,PRJNA1172658
SRX27113459,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113459.h5ad,success,,PRJNA1172658
SRX27113451,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113451.h5ad,success,,PRJNA1172658
SRX27113465,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113465.h5ad,success,,PRJNA1172658
SRX27113457,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113457.h5ad,success,,PRJNA1172658
SRX27113475,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113475.h5ad,success,,PRJNA1172658
SRX27113449,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113449.h5ad,success,,PRJNA1172658
SRX27113462,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113462.h5ad,success,,PRJNA1172658
SRX27113460,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113460.h5ad,success,,PRJNA1172658
SRX27113476,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113476.h5ad,success,,PRJNA1172658
SRX27113467,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113467.h5ad,success,,PRJNA1172658
SRX27113455,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113455.h5ad,success,,PRJNA1172658
SRX27995674,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27995674.h5ad,success,,PRJNA1202516
SRX27113463,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113463.h5ad,success,,PRJNA1172658
SRX9816697,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9816697.h5ad,success,,PRJNA691041
SRX9816696,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9816696.h5ad,success,,PRJNA691041
SRX10048390,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048390.h5ad,success,,PRJNA669824
SRX9849885,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9849885.h5ad,success,,PRJNA692173
SRX10048397,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048397.h5ad,success,,PRJNA669824
SRX9461574,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9461574.h5ad,success,,PRJNA675538
SRX10048389,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048389.h5ad,success,,PRJNA669824
SRX9058158,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058158.h5ad,success,,PRJNA661032
SRX9058160,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058160.h5ad,skip,excessive_cell_dropout,
SRX9078406,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9078406.h5ad,success,,PRJNA661567
SRX9276327,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276327.h5ad,success,,PRJNA668609
SRX9276336,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276336.h5ad,success,,PRJNA668609
SRX9058157,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058157.h5ad,success,,PRJNA661032
SRX9058187,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058187.h5ad,success,,PRJNA661032
SRX9246202,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246202.h5ad,success,,PRJNA667491
SRX8953167,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX8953167.h5ad,success,,PRJNA657422
SRX9058165,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058165.h5ad,success,,PRJNA661032
SRX9276321,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276321.h5ad,success,,PRJNA668609
SRX9246191,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246191.h5ad,success,,PRJNA667491
SRX9296016,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9296016.h5ad,skip,too_few_cells,
SRX9246190,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246190.h5ad,success,,PRJNA667491
SRX9246200,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246200.h5ad,success,,PRJNA667491
SRX9246197,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246197.h5ad,success,,PRJNA667491
SRX9276294,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276294.h5ad,success,,PRJNA668609
SRX9246203,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246203.h5ad,success,,PRJNA667491
SRX9246199,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246199.h5ad,success,,PRJNA667491
SRX9058155,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058155.h5ad,success,,PRJNA661032
SRX9246204,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246204.h5ad,success,,PRJNA667491
SRX9276324,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276324.h5ad,success,,PRJNA668609
SRX9276300,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276300.h5ad,success,,PRJNA668609
SRX9058162,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058162.h5ad,success,,PRJNA661032
SRX9276299,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276299.h5ad,success,,PRJNA668609
SRX9276314,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276314.h5ad,success,,PRJNA668609
SRX9058167,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058167.h5ad,success,,PRJNA661032
SRX9276308,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276308.h5ad,success,,PRJNA668609
SRX9058170,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058170.h5ad,success,,PRJNA661032
SRX9058154,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058154.h5ad,success,,PRJNA661032
SRX9058143,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058143.h5ad,success,,PRJNA661032
SRX9276319,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276319.h5ad,success,,PRJNA668609
SRX9058150,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058150.h5ad,success,,PRJNA661032
SRX9276334,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276334.h5ad,success,,PRJNA668609
SRX9058184,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058184.h5ad,success,,PRJNA661032
SRX9276306,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276306.h5ad,success,,PRJNA668609
SRX9276295,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276295.h5ad,success,,PRJNA668609
SRX9062366,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9062366.h5ad,success,,PRJNA661081
SRX9246189,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246189.h5ad,success,,PRJNA667491
SRX9296013,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9296013.h5ad,success,,PRJNA669984
SRX9246195,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246195.h5ad,success,,PRJNA667491
SRX9276333,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276333.h5ad,success,,PRJNA668609
SRX9058161,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058161.h5ad,success,,PRJNA661032
SRX9276292,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276292.h5ad,success,,PRJNA668609
SRX9276304,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276304.h5ad,success,,PRJNA668609
SRX9276293,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276293.h5ad,success,,PRJNA668609
SRX9246194,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246194.h5ad,success,,PRJNA667491
SRX9246206,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246206.h5ad,success,,PRJNA667491
SRX9276335,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276335.h5ad,success,,PRJNA668609
SRX9078404,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9078404.h5ad,success,,PRJNA661567
SRX9276301,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276301.h5ad,success,,PRJNA668609
SRX9058151,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058151.h5ad,success,,PRJNA661032
SRX9246207,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246207.h5ad,success,,PRJNA667491
SRX9058152,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058152.h5ad,success,,PRJNA661032
SRX9058153,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058153.h5ad,success,,PRJNA661032
SRX9062365,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9062365.h5ad,success,,PRJNA661081
SRX9058141,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058141.h5ad,success,,PRJNA661032
SRX9058186,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058186.h5ad,success,,PRJNA661032
SRX9058156,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058156.h5ad,success,,PRJNA661032
SRX9058168,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058168.h5ad,success,,PRJNA661032
SRX9246208,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246208.h5ad,success,,PRJNA667491
SRX9276289,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276289.h5ad,success,,PRJNA668609
SRX9058149,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058149.h5ad,success,,PRJNA661032
SRX9078405,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9078405.h5ad,success,,PRJNA661567
SRX9062363,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9062363.h5ad,success,,PRJNA661081
SRX9058189,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058189.h5ad,success,,PRJNA661032
SRX9058166,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058166.h5ad,success,,PRJNA661032
SRX8953166,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX8953166.h5ad,success,,PRJNA657422
SRX9276291,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276291.h5ad,success,,PRJNA668609
SRX9246201,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246201.h5ad,success,,PRJNA667491
SRX9276302,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276302.h5ad,success,,PRJNA668609
SRX9276303,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276303.h5ad,success,,PRJNA668609
SRX9863288,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9863288.h5ad,success,,PRJNA692726
SRX10100448,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10100448.h5ad,success,,PRJNA701930
SRX27113477,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113477.h5ad,success,,PRJNA1172658
SRX9246193,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246193.h5ad,success,,PRJNA667491
