position,srx,status,gs_uri,r2_key,md5,timestamp,error
1/1048,SRX19162061,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162061.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162061.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
2/1048,SRX19162060,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162060.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162060.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
3/1048,SRX19162058,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162058.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162058.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
4/1048,SRX19162062,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162062.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162062.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
5/1048,SRX19162064,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162064.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162064.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
6/1048,SRX19162063,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162063.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162063.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
7/1048,SRX19233502,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19233502.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19233502.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
8/1048,ERX11662380,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/ERX11662380.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/ERX11662380.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
9/1048,SRX19780691,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19780691.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19780691.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
10/1048,SRX19780690,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19780690.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19780690.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
11/1048,SRX19780688,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19780688.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19780688.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
12/1048,SRX19780694,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19780694.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19780694.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
13/1048,SRX19162057,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162057.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162057.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
14/1048,SRX18965987,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX18965987.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX18965987.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
15/1048,SRX23886062,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23886062.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23886062.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
16/1048,SRX23886064,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23886064.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23886064.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
17/1048,SRX23886065,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23886065.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23886065.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
18/1048,SRX23886063,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23886063.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23886063.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
19/1048,SRX23886061,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23886061.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23886061.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
20/1048,SRX23886066,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23886066.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23886066.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
21/1048,SRX23907174,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23907174.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23907174.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
22/1048,ERX11876766,failed,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/ERX11876766.h5ad,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/ERX11876766.h5ad,,2026-07-30 14:53:14,OSError: Project was not passed and could not be determined from the environment.
