position,srx,status,input_r2_file,output_r2_file,run_id,local_csv,timestamp,duration_seconds,error
63/116,SRX23724123,success,cytetype_pipeline_20260522_175813/SRX23724123_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX23724123_cyteonto.csv,run-85f2bb50-4b6f-41c7-be90-7985706b231a,output/cyteonto_pipeline/20260526_121155/results/SRX23724123_cyteonto.csv,2026-05-26 14:20:02,130.31,
64/116,SRX23802728,success,cytetype_pipeline_20260522_175813/SRX23802728_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX23802728_cyteonto.csv,run-33b95e23-32a9-41bb-933a-c66f2b4c7af3,output/cyteonto_pipeline/20260526_121155/results/SRX23802728_cyteonto.csv,2026-05-26 14:22:43,161.19,
65/116,SRX23802731,success,cytetype_pipeline_20260522_175813/SRX23802731_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX23802731_cyteonto.csv,run-b46d2633-5f07-472e-bd46-f9078242c29f,output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv,2026-05-26 14:25:46,183.06,
66/116,SRX24732576,success,cytetype_pipeline_20260522_175813/SRX24732576_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX24732576_cyteonto.csv,run-8b0875be-ae32-428c-99de-9e30daafd393,output/cyteonto_pipeline/20260526_121155/results/SRX24732576_cyteonto.csv,2026-05-26 14:27:51,124.96,
67/116,SRX24732577,success,cytetype_pipeline_20260522_175813/SRX24732577_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX24732577_cyteonto.csv,run-a8a56c2c-7e8d-443c-ab05-897cab583bcc,output/cyteonto_pipeline/20260526_121155/results/SRX24732577_cyteonto.csv,2026-05-26 14:29:55,123.90,
68/116,SRX24841614,success,cytetype_pipeline_20260522_175813/SRX24841614_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX24841614_cyteonto.csv,run-6808dfe2-5373-4a79-a8f3-eb677806e3b4,output/cyteonto_pipeline/20260526_121155/results/SRX24841614_cyteonto.csv,2026-05-26 14:32:16,141.16,
69/116,SRX24841616,success,cytetype_pipeline_20260522_175813/SRX24841616_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX24841616_cyteonto.csv,run-25d054ed-71b7-4523-aaa7-bf33fc37410f,output/cyteonto_pipeline/20260526_121155/results/SRX24841616_cyteonto.csv,2026-05-26 14:34:26,129.59,
70/116,SRX24841617,success,cytetype_pipeline_20260522_175813/SRX24841617_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX24841617_cyteonto.csv,run-c7eb0dca-c129-42e5-9998-28c625de9f97,output/cyteonto_pipeline/20260526_121155/results/SRX24841617_cyteonto.csv,2026-05-26 14:36:35,129.56,
71/116,SRX24841619,success,cytetype_pipeline_20260522_175813/SRX24841619_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX24841619_cyteonto.csv,run-7328dede-c123-4247-b372-09a6aaf69053,output/cyteonto_pipeline/20260526_121155/results/SRX24841619_cyteonto.csv,2026-05-26 14:38:32,116.60,
72/116,SRX25038162,success,cytetype_pipeline_20260522_175813/SRX25038162_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX25038162_cyteonto.csv,run-c972d473-aba8-4698-a1b9-bb57eef729d9,output/cyteonto_pipeline/20260526_121155/results/SRX25038162_cyteonto.csv,2026-05-26 14:40:39,127.36,
73/116,SRX25038164,success,cytetype_pipeline_20260522_175813/SRX25038164_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX25038164_cyteonto.csv,run-34f802b3-4fe0-4fbf-ae12-dbdca2018867,output/cyteonto_pipeline/20260526_121155/results/SRX25038164_cyteonto.csv,2026-05-26 14:42:45,125.54,
74/116,SRX25038165,success,cytetype_pipeline_20260522_175813/SRX25038165_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX25038165_cyteonto.csv,run-d8057a19-5940-47d4-8ebd-68ac7caeca88,output/cyteonto_pipeline/20260526_121155/results/SRX25038165_cyteonto.csv,2026-05-26 14:44:51,126.08,
75/116,SRX25038166,success,cytetype_pipeline_20260522_175813/SRX25038166_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX25038166_cyteonto.csv,run-11a53414-9ada-4ae4-9e22-91bfc6a5a557,output/cyteonto_pipeline/20260526_121155/results/SRX25038166_cyteonto.csv,2026-05-26 14:46:45,114.67,
76/116,SRX25038170,success,cytetype_pipeline_20260522_175813/SRX25038170_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX25038170_cyteonto.csv,run-1dc18ed1-b83b-4a6f-aac9-47b19221a8fc,output/cyteonto_pipeline/20260526_121155/results/SRX25038170_cyteonto.csv,2026-05-26 14:48:53,127.56,
77/116,SRX25038171,success,cytetype_pipeline_20260522_175813/SRX25038171_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX25038171_cyteonto.csv,run-1ea52231-1834-48d9-9491-0fa9a242b972,output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv,2026-05-26 14:51:03,129.86,
78/116,SRX25038172,success,cytetype_pipeline_20260522_175813/SRX25038172_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX25038172_cyteonto.csv,run-4c74e258-b83e-44ab-ae67-ba23bff22772,output/cyteonto_pipeline/20260526_121155/results/SRX25038172_cyteonto.csv,2026-05-26 14:53:10,126.79,
79/116,SRX27113463,success,cytetype_pipeline_20260522_175813/SRX27113463_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX27113463_cyteonto.csv,run-b7fed47d-82ec-46f2-ba2d-28fb0d249cce,output/cyteonto_pipeline/20260526_121155/results/SRX27113463_cyteonto.csv,2026-05-26 14:55:25,135.24,
80/116,SRX27291574,success,cytetype_pipeline_20260522_175813/SRX27291574_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX27291574_cyteonto.csv,run-6ced0fc5-5a99-4449-93ae-1733a8aff5d8,output/cyteonto_pipeline/20260526_121155/results/SRX27291574_cyteonto.csv,2026-05-26 14:57:35,129.71,
81/116,SRX27291612,success,cytetype_pipeline_20260522_175813/SRX27291612_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX27291612_cyteonto.csv,run-9bb78e98-aed6-4964-a53f-9d8f9695cf85,output/cyteonto_pipeline/20260526_121155/results/SRX27291612_cyteonto.csv,2026-05-26 15:00:16,161.55,
82/116,SRX27291623,success,cytetype_pipeline_20260522_175813/SRX27291623_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX27291623_cyteonto.csv,run-eb2c6ab8-c427-4296-88f3-74bd8833acc4,output/cyteonto_pipeline/20260526_121155/results/SRX27291623_cyteonto.csv,2026-05-26 15:03:23,186.48,
83/116,SRX6726382,success,cytetype_pipeline_20260522_175813/SRX6726382_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX6726382_cyteonto.csv,run-4850379a-c2e8-4166-9fcb-b2abed434d99,output/cyteonto_pipeline/20260526_121155/results/SRX6726382_cyteonto.csv,2026-05-26 15:05:35,132.08,
84/116,SRX6726383,success,cytetype_pipeline_20260522_175813/SRX6726383_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX6726383_cyteonto.csv,run-5d595f31-7bd0-44b9-929b-f33c6171ceb2,output/cyteonto_pipeline/20260526_121155/results/SRX6726383_cyteonto.csv,2026-05-26 15:07:27,112.22,
85/116,SRX6812462,success,cytetype_pipeline_20260522_175813/SRX6812462_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX6812462_cyteonto.csv,run-cd11b947-162f-41aa-8ce8-45203f59998a,output/cyteonto_pipeline/20260526_121155/results/SRX6812462_cyteonto.csv,2026-05-26 15:09:37,130.32,
86/116,SRX8349956,success,cytetype_pipeline_20260522_175813/SRX8349956_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX8349956_cyteonto.csv,run-5d9b3fd3-0f52-40ab-9bd0-b068cab3757f,output/cyteonto_pipeline/20260526_121155/results/SRX8349956_cyteonto.csv,2026-05-26 15:11:29,111.83,
87/116,SRX8349958,success,cytetype_pipeline_20260522_175813/SRX8349958_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX8349958_cyteonto.csv,run-1063b05f-6890-4d44-b0ab-83c638f9b111,output/cyteonto_pipeline/20260526_121155/results/SRX8349958_cyteonto.csv,2026-05-26 15:13:23,114.31,
88/116,SRX8349959,success,cytetype_pipeline_20260522_175813/SRX8349959_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX8349959_cyteonto.csv,run-ad9d2508-6c4a-49f2-97c8-afd75a4b06e2,output/cyteonto_pipeline/20260526_121155/results/SRX8349959_cyteonto.csv,2026-05-26 15:15:16,113.05,
89/116,SRX8349961,success,cytetype_pipeline_20260522_175813/SRX8349961_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX8349961_cyteonto.csv,run-60152ff0-533d-4aea-8a06-f71ae9f06e26,output/cyteonto_pipeline/20260526_121155/results/SRX8349961_cyteonto.csv,2026-05-26 15:16:59,102.68,
90/116,SRX8349966,success,cytetype_pipeline_20260522_175813/SRX8349966_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX8349966_cyteonto.csv,run-54c1af11-6f09-4c8d-bfda-38524e796fd7,output/cyteonto_pipeline/20260526_121155/results/SRX8349966_cyteonto.csv,2026-05-26 15:19:55,175.89,
91/116,SRX8353568,success,cytetype_pipeline_20260522_175813/SRX8353568_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX8353568_cyteonto.csv,run-362feb0c-c2bf-4aa3-a2be-a7c817ca5914,output/cyteonto_pipeline/20260526_121155/results/SRX8353568_cyteonto.csv,2026-05-26 15:23:10,195.09,
92/116,SRX9246197,success,cytetype_pipeline_20260522_175813/SRX9246197_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX9246197_cyteonto.csv,run-f16ada69-d18d-4e47-988b-8bf5765b2e60,output/cyteonto_pipeline/20260526_121155/results/SRX9246197_cyteonto.csv,2026-05-26 15:25:29,138.53,
93/116,SRX9246199,success,cytetype_pipeline_20260522_175813/SRX9246199_annotated.h5ad,cyteonto_pipeline_20260526_112224/SRX9246199_cyteonto.csv,run-1bb4e5aa-8501-4267-b6b3-2c985d613cca,output/cyteonto_pipeline/20260526_121155/results/SRX9246199_cyteonto.csv,2026-05-26 15:28:25,176.83,
