srx,"CD4-positive, alpha-beta T cell",natural killer cell,B cell,"CD8-positive, alpha-beta T cell",intermediate monocyte,classical monocyte,monocyte,macrophage,,basophil,lung multiciliated epithelial cell,plasma cell,pulmonary alveolar type 2 cell,club cell,respiratory tract goblet cell,pulmonary alveolar type 1 cell,capillary endothelial cell,endothelial cell of lymphatic vessel,basal cell,neutrophil,adventitial cell,endothelial cell of artery,vein endothelial cell,alveolar adventitial fibroblast,mature NK T cell,bronchial smooth muscle cell,pericyte,sebocyte,melanocyte,T cell,smooth muscle cell,endothelial cell,fibroblast,mast cell,erythrocyte,"naive thymus-derived CD4-positive, alpha-beta T cell",hematopoietic precursor cell,non-classical monocyte,platelet
ERX11662377,0.9037933368129701,1.8160851714062094,1.2469357680016244,0.93904314024284,1.0591908896496904,1.5183377332652621,,0.5019151289825201,1.3792686584364753,4.372463387112923,4.56752745397088,3.0636304320339636,3.2984019711433223,3.08319821903858,2.9013939457800144,4.244147548833937,1.346353798845503,,2.0132419549584304,,,2.830289163347785,,,1.3438902922816927,,,,,,,,,,,,,,
ERX11876771,4.770183809169538,,2.0000903218512613,5.188856817452688,,,,,,,,3.10467101507757,4.230722471276145,4.485806215379651,2.378436173216338,,2.027398331740404,2.029210105236271,1.905863713327213,,0.9315198842091071,1.7649086239978673,2.2684336560842686,1.9446391005849992,,2.436500615574234,3.4339312418859342,,,,,,,,,,,,
ERX11876769,,,2.555273865757681,,,,,4.276245849254172,0.4301354750194409,,,,,,3.7468395641540537,,,,3.471370616127599,,2.248983097601657,,4.25305313111849,3.994653294471794,,0.18158196343545524,0.3274066828931952,,,,,,,,,,,,
ERX8831394,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX11662378,0.42567680429951776,,0.5958304079097766,0.06615567958035075,1.943972682699648,0.9986927918614135,,1.8944874423131273,0.5215926476468721,6.856183757702752,1.8351550228135887,1.0498899058806674,1.911390247409826,,1.9027925158018002,,1.0356820347173465,0.49139220004768586,1.84176834937122,,0.9232571466237488,,1.5808587284802604,,0.8093773329650507,,,,,,,,,,,,,,
ERX11876772,,,2.71409144590077,,,,,,0.9133500675610994,,,2.7516276720841226,,,,,4.067115924104485,7.125770671836075,2.5742979390549827,,0.42772369282079886,3.2407408312051085,3.3076016807760524,2.685672305230304,,1.5212258600452653,2.482409521552628,,,,,,,,,,,,
SRX10048376,1.9435692318541344,,0.8501587087372369,,3.936376405689159,,,1.9499554270618569,,6.361490072266785,3.350778333585921,1.392854609866821,3.284995106754187,3.4572882036140387,2.4690518123719065,3.9644673447824177,3.052166183334185,5.99248781580034,2.1531129213784204,,3.5763431351232686,3.9448228604400297,2.7451933038979974,2.592107319142649,,4.2406750314967345,2.0798366092559175,,,,,,,,,,,,
SRX10008476,,,,,,,,,,,,4.371057330033413,,,,,,,0.03564299446758996,,0.0036314007927687954,,,,,0.17660394571845558,,,,,,,,,,,,,
ERX8831397,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX8831395,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX8831396,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
SRX10048393,2.594186550761401,,0.6778196129494007,,,,,2.1432315470063217,,,3.6748467772488205,0.744931319123712,,,,2.5033834803798336,3.7961521008058474,,,,1.861592248679951,,3.659883422057346,1.861592248679951,,,4.103504320227699,,,,,,,,,,,,
SRX10048375,2.480258502545245,5.37851162325373,0.2731273496847053,4.409328876574489,3.266699345235892,4.860835561331585,4.900912196492832,0.9171741228855577,1.1618239079151973,6.891733135798934,2.4578598861283734,1.0793950905900505,,,2.411267597816591,,2.6133911421138896,2.596358770924112,,,1.4912429134491527,3.624196523043125,2.4275471825469057,1.1471757973961796,,1.3067781357362263,1.1328429758153244,,,,,,,,,,,,
