position,srx,status,r2_file,timestamp,error
376/801,SRX13061245,success,clustered_20260509/SRX13061245_clustered.h5ad,2026-05-09 23:05:49,
381/801,SRX12285822,success,clustered_20260509/SRX12285822_clustered.h5ad,2026-05-09 23:06:16,
377/801,SRX11515852,success,clustered_20260509/SRX11515852_clustered.h5ad,2026-05-09 23:06:17,
382/801,SRX11438989,success,clustered_20260509/SRX11438989_clustered.h5ad,2026-05-09 23:06:19,
374/801,SRX11143423,success,clustered_20260509/SRX11143423_clustered.h5ad,2026-05-09 23:06:41,
361/801,SRX26487562,success,clustered_20260509/SRX26487562_clustered.h5ad,2026-05-09 23:06:45,
391/801,SRX11515828,failed,,2026-05-09 23:06:47,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
392/801,SRX11438984,success,clustered_20260509/SRX11438984_clustered.h5ad,2026-05-09 23:08:13,
383/801,SRX13198728,success,clustered_20260509/SRX13198728_clustered.h5ad,2026-05-09 23:08:53,
388/801,SRX13198730,success,clustered_20260509/SRX13198730_clustered.h5ad,2026-05-09 23:09:30,
384/801,SRX13198725,success,clustered_20260509/SRX13198725_clustered.h5ad,2026-05-09 23:09:45,
394/801,SRX11987904,success,clustered_20260509/SRX11987904_clustered.h5ad,2026-05-09 23:10:04,
395/801,SRX11438987,success,clustered_20260509/SRX11438987_clustered.h5ad,2026-05-09 23:10:22,
393/801,SRX13325103,success,clustered_20260509/SRX13325103_clustered.h5ad,2026-05-09 23:11:02,
396/801,SRX10984882,success,clustered_20260509/SRX10984882_clustered.h5ad,2026-05-09 23:11:05,
397/801,SRX11987903,success,clustered_20260509/SRX11987903_clustered.h5ad,2026-05-09 23:11:17,
398/801,SRX11438992,success,clustered_20260509/SRX11438992_clustered.h5ad,2026-05-09 23:11:27,
385/801,SRX13198724,success,clustered_20260509/SRX13198724_clustered.h5ad,2026-05-09 23:12:00,
386/801,SRX13198727,success,clustered_20260509/SRX13198727_clustered.h5ad,2026-05-09 23:12:03,
389/801,SRX13198732,success,clustered_20260509/SRX13198732_clustered.h5ad,2026-05-09 23:12:04,
387/801,SRX13198726,success,clustered_20260509/SRX13198726_clustered.h5ad,2026-05-09 23:12:27,
400/801,SRX14098302,success,clustered_20260509/SRX14098302_clustered.h5ad,2026-05-09 23:12:30,
405/801,SRX14589432,success,clustered_20260509/SRX14589432_clustered.h5ad,2026-05-09 23:12:31,
403/801,SRX11987896,success,clustered_20260509/SRX11987896_clustered.h5ad,2026-05-09 23:12:43,
406/801,SRX11987900,success,clustered_20260509/SRX11987900_clustered.h5ad,2026-05-09 23:13:03,
407/801,SRX14495312,success,clustered_20260509/SRX14495312_clustered.h5ad,2026-05-09 23:13:20,
390/801,SRX13198729,success,clustered_20260509/SRX13198729_clustered.h5ad,2026-05-09 23:14:02,
349/801,SRX25318272,success,clustered_20260509/SRX25318272_clustered.h5ad,2026-05-09 23:14:13,
409/801,SRX14589431,success,clustered_20260509/SRX14589431_clustered.h5ad,2026-05-09 23:14:27,
408/801,SRX14589433,success,clustered_20260509/SRX14589433_clustered.h5ad,2026-05-09 23:14:31,
411/801,SRX14767854,success,clustered_20260509/SRX14767854_clustered.h5ad,2026-05-09 23:14:55,
410/801,SRX14767855,success,clustered_20260509/SRX14767855_clustered.h5ad,2026-05-09 23:15:01,
404/801,SRX14098306,success,clustered_20260509/SRX14098306_clustered.h5ad,2026-05-09 23:15:14,
415/801,SRX14767851,success,clustered_20260509/SRX14767851_clustered.h5ad,2026-05-09 23:15:31,
419/801,SRX15390221,failed,,2026-05-09 23:15:33,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
416/801,SRX11987915,success,clustered_20260509/SRX11987915_clustered.h5ad,2026-05-09 23:15:48,
418/801,SRX11438991,success,clustered_20260509/SRX11438991_clustered.h5ad,2026-05-09 23:16:33,
422/801,SRX15390539,failed,,2026-05-09 23:16:36,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
414/801,SRX14767852,success,clustered_20260509/SRX14767852_clustered.h5ad,2026-05-09 23:16:37,
401/801,SRX14098301,success,clustered_20260509/SRX14098301_clustered.h5ad,2026-05-09 23:16:44,
425/801,SRX11515822,failed,,2026-05-09 23:16:46,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
412/801,SRX14767853,success,clustered_20260509/SRX14767853_clustered.h5ad,2026-05-09 23:16:56,
402/801,SRX14098303,success,clustered_20260509/SRX14098303_clustered.h5ad,2026-05-09 23:17:03,
421/801,SRX11438990,success,clustered_20260509/SRX11438990_clustered.h5ad,2026-05-09 23:17:26,
420/801,SRX11143425,success,clustered_20260509/SRX11143425_clustered.h5ad,2026-05-09 23:17:26,
429/801,SRX16217045,failed,,2026-05-09 23:17:28,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
430/801,SRX16217035,failed,,2026-05-09 23:17:28,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
431/801,SRX16217037,failed,,2026-05-09 23:17:29,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
432/801,SRX16217040,failed,,2026-05-09 23:17:30,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
413/801,SRX14767848,success,clustered_20260509/SRX14767848_clustered.h5ad,2026-05-09 23:17:31,
433/801,SRX16217048,failed,,2026-05-09 23:17:31,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
434/801,SRX16217033,failed,,2026-05-09 23:17:31,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
435/801,SRX16217047,failed,,2026-05-09 23:17:32,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
417/801,SRX11143424,success,clustered_20260509/SRX11143424_clustered.h5ad,2026-05-09 23:17:57,
424/801,SRX10335835,success,clustered_20260509/SRX10335835_clustered.h5ad,2026-05-09 23:18:00,
436/801,SRX22613096,success,clustered_20260509/SRX22613096_clustered.h5ad,2026-05-09 23:18:25,
428/801,SRX10152685,success,clustered_20260509/SRX10152685_clustered.h5ad,2026-05-09 23:18:27,
399/801,SRX11143428,success,clustered_20260509/SRX11143428_clustered.h5ad,2026-05-09 23:18:48,
423/801,SRX11143427,success,clustered_20260509/SRX11143427_clustered.h5ad,2026-05-09 23:19:05,
426/801,SRX11143429,success,clustered_20260509/SRX11143429_clustered.h5ad,2026-05-09 23:19:27,
427/801,SRX11515843,success,clustered_20260509/SRX11515843_clustered.h5ad,2026-05-09 23:19:41,
444/801,ERX11876756,success,clustered_20260509/ERX11876756_clustered.h5ad,2026-05-09 23:21:44,
445/801,ERX11876771,success,clustered_20260509/ERX11876771_clustered.h5ad,2026-05-09 23:22:18,
446/801,SRX25038170,success,clustered_20260509/SRX25038170_clustered.h5ad,2026-05-09 23:22:26,
443/801,ERX8831395,success,clustered_20260509/ERX8831395_clustered.h5ad,2026-05-09 23:22:42,
449/801,SRX22996389,success,clustered_20260509/SRX22996389_clustered.h5ad,2026-05-09 23:24:51,
448/801,SRX21808831,success,clustered_20260509/SRX21808831_clustered.h5ad,2026-05-09 23:26:42,
450/801,SRX19836245,success,clustered_20260509/SRX19836245_clustered.h5ad,2026-05-09 23:26:50,
447/801,SRX20407498,success,clustered_20260509/SRX20407498_clustered.h5ad,2026-05-09 23:27:23,
451/801,SRX19730935,success,clustered_20260509/SRX19730935_clustered.h5ad,2026-05-09 23:28:05,
453/801,SRX22996366,success,clustered_20260509/SRX22996366_clustered.h5ad,2026-05-09 23:28:21,
455/801,SRX19704150,success,clustered_20260509/SRX19704150_clustered.h5ad,2026-05-09 23:29:02,
456/801,SRX19836243,success,clustered_20260509/SRX19836243_clustered.h5ad,2026-05-09 23:29:31,
454/801,SRX22996335,success,clustered_20260509/SRX22996335_clustered.h5ad,2026-05-09 23:30:05,
452/801,SRX19886033,success,clustered_20260509/SRX19886033_clustered.h5ad,2026-05-09 23:30:09,
460/801,SRX26487580,success,clustered_20260509/SRX26487580_clustered.h5ad,2026-05-09 23:31:40,
459/801,SRX19844839,success,clustered_20260509/SRX19844839_clustered.h5ad,2026-05-09 23:32:10,
439/801,ERX11662363,success,clustered_20260509/ERX11662363_clustered.h5ad,2026-05-09 23:32:20,
458/801,ERX11876772,success,clustered_20260509/ERX11876772_clustered.h5ad,2026-05-09 23:32:42,
461/801,SRX17689208,success,clustered_20260509/SRX17689208_clustered.h5ad,2026-05-09 23:33:11,
463/801,SRX16757156,success,clustered_20260509/SRX16757156_clustered.h5ad,2026-05-09 23:33:43,
464/801,SRX12366723,success,clustered_20260509/SRX12366723_clustered.h5ad,2026-05-09 23:34:16,
457/801,SRX19704187,success,clustered_20260509/SRX19704187_clustered.h5ad,2026-05-09 23:34:18,
462/801,SRX25038168,success,clustered_20260509/SRX25038168_clustered.h5ad,2026-05-09 23:34:44,
437/801,ERX11662356,success,clustered_20260509/ERX11662356_clustered.h5ad,2026-05-09 23:35:43,
438/801,ERX11662358,success,clustered_20260509/ERX11662358_clustered.h5ad,2026-05-09 23:36:02,
470/801,SRX19727436,success,clustered_20260509/SRX19727436_clustered.h5ad,2026-05-09 23:36:25,
465/801,SRX16757157,success,clustered_20260509/SRX16757157_clustered.h5ad,2026-05-09 23:36:43,
466/801,SRX18248069,success,clustered_20260509/SRX18248069_clustered.h5ad,2026-05-09 23:36:52,
468/801,SRX16217008,success,clustered_20260509/SRX16217008_clustered.h5ad,2026-05-09 23:38:27,
473/801,SRX19320094,success,clustered_20260509/SRX19320094_clustered.h5ad,2026-05-09 23:38:31,
476/801,SRX19704131,failed,,2026-05-09 23:38:34,"ValueError: Found array with 0 sample(s) (shape=(0, 9439)) while a minimum of 1 is required."
472/801,SRX19162066,success,clustered_20260509/SRX19162066_clustered.h5ad,2026-05-09 23:38:52,
469/801,SRX19704158,success,clustered_20260509/SRX19704158_clustered.h5ad,2026-05-09 23:39:35,
478/801,SRX19886047,success,clustered_20260509/SRX19886047_clustered.h5ad,2026-05-09 23:39:50,
471/801,SRX14891763,success,clustered_20260509/SRX14891763_clustered.h5ad,2026-05-09 23:39:59,
474/801,SRX19844820,success,clustered_20260509/SRX19844820_clustered.h5ad,2026-05-09 23:40:17,
441/801,ERX11662362,success,clustered_20260509/ERX11662362_clustered.h5ad,2026-05-09 23:40:26,
479/801,SRX19886025,success,clustered_20260509/SRX19886025_clustered.h5ad,2026-05-09 23:40:37,
477/801,SRX19886044,success,clustered_20260509/SRX19886044_clustered.h5ad,2026-05-09 23:40:53,
485/801,SRX22130034,failed,,2026-05-09 23:40:55,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
480/801,SRX21311407,success,clustered_20260509/SRX21311407_clustered.h5ad,2026-05-09 23:41:13,
487/801,SRX22226504,success,clustered_20260509/SRX22226504_clustered.h5ad,2026-05-09 23:42:15,
467/801,SRX16217014,success,clustered_20260509/SRX16217014_clustered.h5ad,2026-05-09 23:42:15,
475/801,SRX19844833,success,clustered_20260509/SRX19844833_clustered.h5ad,2026-05-09 23:42:22,
486/801,SRX22226505,success,clustered_20260509/SRX22226505_clustered.h5ad,2026-05-09 23:42:33,
440/801,ERX11662365,success,clustered_20260509/ERX11662365_clustered.h5ad,2026-05-09 23:42:49,
488/801,SRX22996314,success,clustered_20260509/SRX22996314_clustered.h5ad,2026-05-09 23:43:14,
484/801,SRX21897873,success,clustered_20260509/SRX21897873_clustered.h5ad,2026-05-09 23:43:25,
481/801,SRX21808832,success,clustered_20260509/SRX21808832_clustered.h5ad,2026-05-09 23:43:40,
491/801,SRX22996390,success,clustered_20260509/SRX22996390_clustered.h5ad,2026-05-09 23:43:41,
492/801,SRX22996350,success,clustered_20260509/SRX22996350_clustered.h5ad,2026-05-09 23:43:43,
490/801,SRX22996379,success,clustered_20260509/SRX22996379_clustered.h5ad,2026-05-09 23:43:43,
482/801,SRX21808829,success,clustered_20260509/SRX21808829_clustered.h5ad,2026-05-09 23:43:54,
483/801,SRX21808830,success,clustered_20260509/SRX21808830_clustered.h5ad,2026-05-09 23:43:55,
493/801,SRX23395186,success,clustered_20260509/SRX23395186_clustered.h5ad,2026-05-09 23:44:29,
498/801,SRX22996329,success,clustered_20260509/SRX22996329_clustered.h5ad,2026-05-09 23:44:42,
497/801,SRX22996396,success,clustered_20260509/SRX22996396_clustered.h5ad,2026-05-09 23:44:44,
496/801,SRX22996377,success,clustered_20260509/SRX22996377_clustered.h5ad,2026-05-09 23:44:55,
494/801,SRX22996336,success,clustered_20260509/SRX22996336_clustered.h5ad,2026-05-09 23:45:04,
500/801,SRX25038172,success,clustered_20260509/SRX25038172_clustered.h5ad,2026-05-09 23:45:16,
489/801,SRX23331462,success,clustered_20260509/SRX23331462_clustered.h5ad,2026-05-09 23:45:17,
495/801,SRX23395190,success,clustered_20260509/SRX23395190_clustered.h5ad,2026-05-09 23:45:31,
505/801,SRX27291605,success,clustered_20260509/SRX27291605_clustered.h5ad,2026-05-09 23:46:28,
501/801,SRX26735837,success,clustered_20260509/SRX26735837_clustered.h5ad,2026-05-09 23:46:39,
499/801,SRX24841616,success,clustered_20260509/SRX24841616_clustered.h5ad,2026-05-09 23:46:44,
504/801,SRX27291592,success,clustered_20260509/SRX27291592_clustered.h5ad,2026-05-09 23:47:00,
442/801,ERX11662383,success,clustered_20260509/ERX11662383_clustered.h5ad,2026-05-09 23:47:25,
503/801,SRX27291594,success,clustered_20260509/SRX27291594_clustered.h5ad,2026-05-09 23:47:32,
511/801,SRX27291620,success,clustered_20260509/SRX27291620_clustered.h5ad,2026-05-09 23:48:26,
509/801,SRX27291598,success,clustered_20260509/SRX27291598_clustered.h5ad,2026-05-09 23:48:37,
508/801,SRX27291607,success,clustered_20260509/SRX27291607_clustered.h5ad,2026-05-09 23:48:49,
506/801,SRX27291600,success,clustered_20260509/SRX27291600_clustered.h5ad,2026-05-09 23:49:01,
510/801,SRX27291590,success,clustered_20260509/SRX27291590_clustered.h5ad,2026-05-09 23:49:13,
513/801,SRX27291616,success,clustered_20260509/SRX27291616_clustered.h5ad,2026-05-09 23:49:59,
520/801,SRX27208867,failed,,2026-05-09 23:50:01,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
514/801,SRX27291609,success,clustered_20260509/SRX27291609_clustered.h5ad,2026-05-09 23:50:22,
522/801,SRX27208873,failed,,2026-05-09 23:50:24,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
521/801,SRX27208869,success,clustered_20260509/SRX27208869_clustered.h5ad,2026-05-09 23:50:26,
523/801,SRX27208878,failed,,2026-05-09 23:50:26,InsufficientCellsError: 65 cells remaining after filtering (threshold: 500)
524/801,SRX27208876,failed,,2026-05-09 23:50:28,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
525/801,SRX27208872,failed,,2026-05-09 23:50:28,InsufficientCellsError: 354 cells remaining after filtering (threshold: 500)
507/801,SRX27291570,success,clustered_20260509/SRX27291570_clustered.h5ad,2026-05-09 23:50:39,
515/801,SRX27291603,success,clustered_20260509/SRX27291603_clustered.h5ad,2026-05-09 23:51:18,
502/801,SRX27291571,success,clustered_20260509/SRX27291571_clustered.h5ad,2026-05-09 23:51:19,
516/801,SRX27291614,success,clustered_20260509/SRX27291614_clustered.h5ad,2026-05-09 23:51:21,
528/801,SRX10327364,success,clustered_20260509/SRX10327364_clustered.h5ad,2026-05-09 23:51:47,
527/801,SRX27208868,success,clustered_20260509/SRX27208868_clustered.h5ad,2026-05-09 23:52:16,
519/801,SRX27291595,success,clustered_20260509/SRX27291595_clustered.h5ad,2026-05-09 23:53:34,
531/801,SRX27291560,success,clustered_20260509/SRX27291560_clustered.h5ad,2026-05-09 23:53:47,
530/801,SRX27291559,success,clustered_20260509/SRX27291559_clustered.h5ad,2026-05-09 23:54:54,
517/801,SRX27291613,success,clustered_20260509/SRX27291613_clustered.h5ad,2026-05-09 23:55:08,
532/801,SRX27291565,success,clustered_20260509/SRX27291565_clustered.h5ad,2026-05-09 23:55:12,
533/801,SRX27291568,success,clustered_20260509/SRX27291568_clustered.h5ad,2026-05-09 23:55:24,
529/801,SRX27291551,success,clustered_20260509/SRX27291551_clustered.h5ad,2026-05-09 23:55:51,
534/801,SRX27291569,success,clustered_20260509/SRX27291569_clustered.h5ad,2026-05-09 23:55:53,
539/801,SRX27291580,success,clustered_20260509/SRX27291580_clustered.h5ad,2026-05-09 23:56:16,
537/801,SRX27291572,success,clustered_20260509/SRX27291572_clustered.h5ad,2026-05-09 23:56:41,
541/801,SRX27291578,success,clustered_20260509/SRX27291578_clustered.h5ad,2026-05-09 23:57:09,
535/801,SRX27291562,success,clustered_20260509/SRX27291562_clustered.h5ad,2026-05-09 23:57:18,
542/801,SRX27291584,success,clustered_20260509/SRX27291584_clustered.h5ad,2026-05-09 23:57:33,
540/801,SRX27291567,success,clustered_20260509/SRX27291567_clustered.h5ad,2026-05-09 23:58:00,
538/801,SRX27291564,success,clustered_20260509/SRX27291564_clustered.h5ad,2026-05-09 23:58:01,
536/801,SRX27291574,success,clustered_20260509/SRX27291574_clustered.h5ad,2026-05-09 23:58:05,
526/801,SRX27208877,success,clustered_20260509/SRX27208877_clustered.h5ad,2026-05-09 23:58:12,
546/801,SRX27291599,success,clustered_20260509/SRX27291599_clustered.h5ad,2026-05-09 23:58:35,
518/801,SRX27291587,success,clustered_20260509/SRX27291587_clustered.h5ad,2026-05-09 23:58:58,
547/801,SRX27291589,success,clustered_20260509/SRX27291589_clustered.h5ad,2026-05-09 23:59:03,
543/801,SRX27291582,success,clustered_20260509/SRX27291582_clustered.h5ad,2026-05-09 23:59:20,
545/801,SRX27291558,success,clustered_20260509/SRX27291558_clustered.h5ad,2026-05-10 00:00:04,
554/801,SRX27358285,success,clustered_20260509/SRX27358285_clustered.h5ad,2026-05-10 00:00:07,
544/801,SRX27291588,success,clustered_20260509/SRX27291588_clustered.h5ad,2026-05-10 00:00:13,
553/801,SRX10327365,success,clustered_20260509/SRX10327365_clustered.h5ad,2026-05-10 00:00:32,
550/801,SRX27291623,success,clustered_20260509/SRX27291623_clustered.h5ad,2026-05-10 00:00:33,
558/801,SRX23724124,success,clustered_20260509/SRX23724124_clustered.h5ad,2026-05-10 00:01:24,
559/801,SRX23724103,success,clustered_20260509/SRX23724103_clustered.h5ad,2026-05-10 00:01:43,
552/801,SRX27291611,success,clustered_20260509/SRX27291611_clustered.h5ad,2026-05-10 00:01:57,
549/801,SRX27291621,success,clustered_20260509/SRX27291621_clustered.h5ad,2026-05-10 00:02:34,
560/801,SRX23724088,success,clustered_20260509/SRX23724088_clustered.h5ad,2026-05-10 00:03:33,
561/801,SRX23724122,success,clustered_20260509/SRX23724122_clustered.h5ad,2026-05-10 00:03:38,
555/801,SRX23724110,success,clustered_20260509/SRX23724110_clustered.h5ad,2026-05-10 00:03:38,
556/801,SRX23724101,success,clustered_20260509/SRX23724101_clustered.h5ad,2026-05-10 00:03:48,
557/801,SRX23724094,success,clustered_20260509/SRX23724094_clustered.h5ad,2026-05-10 00:03:51,
567/801,SRX22996340,success,clustered_20260509/SRX22996340_clustered.h5ad,2026-05-10 00:04:42,
548/801,SRX27291624,success,clustered_20260509/SRX27291624_clustered.h5ad,2026-05-10 00:04:43,
563/801,SRX23724123,success,clustered_20260509/SRX23724123_clustered.h5ad,2026-05-10 00:04:51,
562/801,SRX23724100,success,clustered_20260509/SRX23724100_clustered.h5ad,2026-05-10 00:05:08,
568/801,SRX24841619,success,clustered_20260509/SRX24841619_clustered.h5ad,2026-05-10 00:05:20,
565/801,SRX23724081,success,clustered_20260509/SRX23724081_clustered.h5ad,2026-05-10 00:06:47,
551/801,SRX27291612,success,clustered_20260509/SRX27291612_clustered.h5ad,2026-05-10 00:06:50,
572/801,SRX23724090,success,clustered_20260509/SRX23724090_clustered.h5ad,2026-05-10 00:06:52,
569/801,SRX23724098,success,clustered_20260509/SRX23724098_clustered.h5ad,2026-05-10 00:07:57,
575/801,SRX23724109,success,clustered_20260509/SRX23724109_clustered.h5ad,2026-05-10 00:09:46,
564/801,SRX23724125,success,clustered_20260509/SRX23724125_clustered.h5ad,2026-05-10 00:09:51,
574/801,SRX23724096,success,clustered_20260509/SRX23724096_clustered.h5ad,2026-05-10 00:11:02,
579/801,SRX22996317,success,clustered_20260509/SRX22996317_clustered.h5ad,2026-05-10 00:11:07,
580/801,SRX27995731,success,clustered_20260509/SRX27995731_clustered.h5ad,2026-05-10 00:11:56,
571/801,SRX23802736,success,clustered_20260509/SRX23802736_clustered.h5ad,2026-05-10 00:12:29,
581/801,SRX17412842,success,clustered_20260509/SRX17412842_clustered.h5ad,2026-05-10 00:12:32,
573/801,SRX23724082,success,clustered_20260509/SRX23724082_clustered.h5ad,2026-05-10 00:13:20,
566/801,SRX23724107,success,clustered_20260509/SRX23724107_clustered.h5ad,2026-05-10 00:14:07,
582/801,SRX17412811,success,clustered_20260509/SRX17412811_clustered.h5ad,2026-05-10 00:14:15,
584/801,SRX17412831,success,clustered_20260509/SRX17412831_clustered.h5ad,2026-05-10 00:14:18,
585/801,SRX17412814,success,clustered_20260509/SRX17412814_clustered.h5ad,2026-05-10 00:14:18,
576/801,SRX23724121,success,clustered_20260509/SRX23724121_clustered.h5ad,2026-05-10 00:14:43,
570/801,SRX23802731,success,clustered_20260509/SRX23802731_clustered.h5ad,2026-05-10 00:14:48,
586/801,SRX17412844,success,clustered_20260509/SRX17412844_clustered.h5ad,2026-05-10 00:15:18,
589/801,SRX17412832,success,clustered_20260509/SRX17412832_clustered.h5ad,2026-05-10 00:15:40,
587/801,SRX17412830,success,clustered_20260509/SRX17412830_clustered.h5ad,2026-05-10 00:15:46,
588/801,SRX17412805,success,clustered_20260509/SRX17412805_clustered.h5ad,2026-05-10 00:15:50,
590/801,SRX17412786,success,clustered_20260509/SRX17412786_clustered.h5ad,2026-05-10 00:15:50,
583/801,SRX17412807,success,clustered_20260509/SRX17412807_clustered.h5ad,2026-05-10 00:15:52,
577/801,SRX23802728,success,clustered_20260509/SRX23802728_clustered.h5ad,2026-05-10 00:16:04,
592/801,SRX17412812,success,clustered_20260509/SRX17412812_clustered.h5ad,2026-05-10 00:16:08,
599/801,SRX17412802,success,clustered_20260509/SRX17412802_clustered.h5ad,2026-05-10 00:16:38,
594/801,SRX17412817,success,clustered_20260509/SRX17412817_clustered.h5ad,2026-05-10 00:16:52,
596/801,SRX17412820,success,clustered_20260509/SRX17412820_clustered.h5ad,2026-05-10 00:17:02,
598/801,SRX17412823,success,clustered_20260509/SRX17412823_clustered.h5ad,2026-05-10 00:17:09,
593/801,SRX17412828,success,clustered_20260509/SRX17412828_clustered.h5ad,2026-05-10 00:17:21,
597/801,SRX17412851,success,clustered_20260509/SRX17412851_clustered.h5ad,2026-05-10 00:17:23,
595/801,SRX17412843,success,clustered_20260509/SRX17412843_clustered.h5ad,2026-05-10 00:17:29,
600/801,SRX17412792,success,clustered_20260509/SRX17412792_clustered.h5ad,2026-05-10 00:17:31,
591/801,SRX17412835,success,clustered_20260509/SRX17412835_clustered.h5ad,2026-05-10 00:17:34,
603/801,SRX17412849,success,clustered_20260509/SRX17412849_clustered.h5ad,2026-05-10 00:17:38,
601/801,SRX17412841,success,clustered_20260509/SRX17412841_clustered.h5ad,2026-05-10 00:18:15,
604/801,SRX17412825,success,clustered_20260509/SRX17412825_clustered.h5ad,2026-05-10 00:18:24,
512/801,SRX27291563,success,clustered_20260509/SRX27291563_clustered.h5ad,2026-05-10 00:18:30,
605/801,SRX17412816,success,clustered_20260509/SRX17412816_clustered.h5ad,2026-05-10 00:18:30,
602/801,SRX17412808,success,clustered_20260509/SRX17412808_clustered.h5ad,2026-05-10 00:18:42,
607/801,SRX17412847,success,clustered_20260509/SRX17412847_clustered.h5ad,2026-05-10 00:18:44,
609/801,SRX17412845,success,clustered_20260509/SRX17412845_clustered.h5ad,2026-05-10 00:19:01,
606/801,SRX17412839,success,clustered_20260509/SRX17412839_clustered.h5ad,2026-05-10 00:19:10,
610/801,SRX23724111,success,clustered_20260509/SRX23724111_clustered.h5ad,2026-05-10 00:20:05,
614/801,SRX23724085,success,clustered_20260509/SRX23724085_clustered.h5ad,2026-05-10 00:20:12,
608/801,SRX17412836,success,clustered_20260509/SRX17412836_clustered.h5ad,2026-05-10 00:20:35,
612/801,SRX23724104,success,clustered_20260509/SRX23724104_clustered.h5ad,2026-05-10 00:21:00,
621/801,SRX17412822,failed,,2026-05-10 00:21:02,InsufficientCellsError: 74 cells remaining after filtering (threshold: 500)
618/801,ERX4409915,success,clustered_20260509/ERX4409915_clustered.h5ad,2026-05-10 00:21:09,
613/801,SRX23724105,success,clustered_20260509/SRX23724105_clustered.h5ad,2026-05-10 00:21:23,
619/801,SRX10327368,success,clustered_20260509/SRX10327368_clustered.h5ad,2026-05-10 00:21:24,
611/801,SRX23724106,success,clustered_20260509/SRX23724106_clustered.h5ad,2026-05-10 00:21:40,
617/801,SRX8008855,success,clustered_20260509/SRX8008855_clustered.h5ad,2026-05-10 00:21:55,
625/801,SRX17412833,success,clustered_20260509/SRX17412833_clustered.h5ad,2026-05-10 00:21:58,
623/801,SRX17412813,success,clustered_20260509/SRX17412813_clustered.h5ad,2026-05-10 00:22:11,
622/801,SRX17412848,success,clustered_20260509/SRX17412848_clustered.h5ad,2026-05-10 00:22:20,
626/801,SRX17412850,success,clustered_20260509/SRX17412850_clustered.h5ad,2026-05-10 00:23:03,
628/801,SRX17412806,success,clustered_20260509/SRX17412806_clustered.h5ad,2026-05-10 00:23:10,
627/801,SRX17412809,success,clustered_20260509/SRX17412809_clustered.h5ad,2026-05-10 00:23:12,
629/801,SRX17412821,success,clustered_20260509/SRX17412821_clustered.h5ad,2026-05-10 00:23:43,
624/801,SRX17412827,success,clustered_20260509/SRX17412827_clustered.h5ad,2026-05-10 00:23:48,
632/801,SRX17412815,success,clustered_20260509/SRX17412815_clustered.h5ad,2026-05-10 00:24:09,
631/801,SRX17412840,success,clustered_20260509/SRX17412840_clustered.h5ad,2026-05-10 00:24:19,
630/801,SRX17412834,success,clustered_20260509/SRX17412834_clustered.h5ad,2026-05-10 00:24:19,
634/801,SRX17412818,success,clustered_20260509/SRX17412818_clustered.h5ad,2026-05-10 00:24:28,
578/801,SRX23724091,success,clustered_20260509/SRX23724091_clustered.h5ad,2026-05-10 00:24:34,
635/801,SRX17412837,success,clustered_20260509/SRX17412837_clustered.h5ad,2026-05-10 00:24:57,
636/801,SRX17412846,success,clustered_20260509/SRX17412846_clustered.h5ad,2026-05-10 00:25:16,
633/801,SRX17412853,success,clustered_20260509/SRX17412853_clustered.h5ad,2026-05-10 00:25:22,
620/801,SRX12509396,success,clustered_20260509/SRX12509396_clustered.h5ad,2026-05-10 00:25:23,
644/801,SRX26517112,failed,,2026-05-10 00:25:26,InsufficientCellsError: 377 cells remaining after filtering (threshold: 500)
641/801,SRX19704117,success,clustered_20260509/SRX19704117_clustered.h5ad,2026-05-10 00:25:41,
643/801,SRX26517110,success,clustered_20260509/SRX26517110_clustered.h5ad,2026-05-10 00:25:51,
637/801,SRX17412829,success,clustered_20260509/SRX17412829_clustered.h5ad,2026-05-10 00:26:12,
640/801,SRX19704118,success,clustered_20260509/SRX19704118_clustered.h5ad,2026-05-10 00:26:18,
638/801,SRX17412824,success,clustered_20260509/SRX17412824_clustered.h5ad,2026-05-10 00:26:24,
642/801,SRX24732576,success,clustered_20260509/SRX24732576_clustered.h5ad,2026-05-10 00:26:32,
639/801,SRX17412854,success,clustered_20260509/SRX17412854_clustered.h5ad,2026-05-10 00:26:38,
