srx,"CD4-positive, alpha-beta T cell",natural killer cell,B cell,lung multiciliated epithelial cell,"CD8-positive, alpha-beta T cell",plasma cell,intermediate monocyte,pulmonary alveolar type 2 cell,club cell,pulmonary alveolar type 1 cell,capillary endothelial cell,respiratory tract goblet cell,endothelial cell of lymphatic vessel,classical monocyte,basophil,macrophage,basal cell,,endothelial cell of artery,bronchial smooth muscle cell,monocyte,vein endothelial cell,mature NK T cell,adventitial cell,pericyte,neutrophil,alveolar adventitial fibroblast,endothelial cell,smooth muscle cell,fibroblast,erythrocyte,mast cell,sebocyte,T cell,melanocyte,"naive thymus-derived CD4-positive, alpha-beta T cell",hematopoietic precursor cell,non-classical monocyte,platelet
SRX19704188,2.185288099555977,,1.293545295891537,0.7405159681426728,3.4654270382878023,0.9490380674260308,2.972980917914481,,3.7436379611817023,4.418519833499839,3.0584670711336877,2.75414642999761,6.15480364799351,3.3641461352910786,6.298076901521004,2.9963161915234493,3.240269527843753,,2.810012989942692,4.996818888623774,,3.582556965245762,3.539884289974011,4.28285273533057,5.097642155058904,,,,,,,,,,,,,,
SRX19730933,,,0.3699608619318137,,,4.0682750218162615,,,,,,0.24033984426079935,,,,0.1972694384821735,0.2017022353171332,,,0.26431793193510833,,,,0.1646347608588073,,,,,,,,,,,,,,,
SRX19704139,2.9487307945179544,,1.0601751919253921,4.7364804501957565,1.5228718446423657,0.515450815555854,4.35132823226256,1.5286418292602817,2.269750798961254,1.4704547612639725,1.1128656788809574,4.867013312997094,5.013528355979421,4.014628399719353,,2.892112215466617,4.1033897281103675,,1.8954036554658902,4.738977980363245,,,1.4594649319376338,3.520015475543832,3.4975918029605944,,4.621194178492987,,,,,,,,,,,,
SRX19704156,2.5887415158505918,4.1979533133190285,0.9555585220921168,2.969837252293226,3.4436956663198734,0.7546225952549839,2.7779105042648107,3.663289306925616,2.0338527649193754,3.50165458635679,2.737425848317745,1.835884703214142,6.663370491120776,3.0062062754765284,,2.2442321862981993,2.2596681161256393,1.1155239147247675,2.7539237122070164,5.172501490310353,,4.339864722800361,3.676437446108308,4.357874118742611,,,,,,,,,,,,,,,
SRX19704157,2.429801166884742,3.8711515726385732,0.9408091173215223,2.4816243325229,3.6025850562101187,0.37057527775970867,2.4628368634205513,4.368697171089671,1.6018303430854097,2.8225735727281993,3.136116860139193,1.5401671318598025,6.176801095327338,2.621391740629341,,1.3915066390511688,2.14789734787214,0.7098773993829035,2.644021978879833,,,2.0746187226780903,3.215389853064344,4.590098096118429,,,,,,,,,,,,,,,
SRX19704197,3.9930781740599084,,1.3098083027748115,5.17078385936996,,1.8029913186619735,1.0322062890063064,4.975774175351312,4.522706628164369,,,4.2962852821925015,6.721884661139209,1.136536205396909,5.994353436858859,0.6534100412318157,3.509961088764622,3.526968172398018,3.852327553553319,5.952778650299873,,4.346655180789739,,3.9519330268177364,,,4.818645488516992,,,,,,,,,,,,
SRX19704160,1.2214517214489728,1.708237718950964,1.1932773361043,3.178718942677368,1.5421858857416733,1.4001416528325412,2.8537186211694285,4.179346548725889,3.216817275271591,3.960216141836287,3.6908031310783973,2.618032496615802,,2.689467843975981,6.672430789166256,2.720213645990418,3.033919607218504,,3.9233012062650157,,,5.0506189930894445,1.647557574227702,6.238990241281796,,,,,,,,,,,,,,,
SRX19704170,1.373959998266959,,0.3845872000407676,4.945654175203116,,0.7206143795208925,2.0975022459694634,6.344080479741061,4.88343162278453,,1.1242368494000496,4.88343162278453,,2.507868867329197,6.177696006449698,0.6079702860241468,4.590265121775561,0.8261901317456105,4.954207424930392,6.38290313629511,,5.017231395583928,,5.598144198130113,6.275285791317041,,,,,,,,,,,,,,
SRX19727434,0.6186977314609924,2.436416323686504,0.6477304834276215,4.344845660050979,1.11229546567266,,,5.952079369374774,3.957208995625932,,,4.064820562941892,,3.5238644338137157,,3.0652579603766124,,,,,,,2.1631421761588343,,,,,,,,,,,,,,,,
SRX19704159,2.5003304449154204,,1.525393896683411,1.2865235358827836,,1.1504275388517842,3.451609357271111,,3.262667812711461,3.400906308202194,1.4148941181939179,2.096248543287477,4.110744984406727,4.076581773810042,,1.7730734549400102,2.602902143224189,1.395770919999217,2.7375562012179704,,,3.367419976175297,,4.195965045528017,,,,,,,,,,,,,,,
SRX19727435,0.5315468403389779,2.1274897351219155,0.7652875279582697,,0.7994811368637236,4.04491728091632,,,,,,,,3.0687750563093448,,3.6358937238375266,,,,,,,1.6766925298278845,,,,,,,,,,,,,,,,
SRX19704164,1.5708867889802463,,0.9279558442988366,1.2389180516515979,,0.7519790016616512,2.565973991074679,2.627768412695039,2.2688228769818948,2.3618156952806992,1.16775226314321,1.7230173694888704,,,,1.8050893501690806,2.266949357358331,0.9124427211167218,3.3844545047949186,,,4.748862651605052,,4.3808282695326675,,,,,,,,,,,,,,,
SRX19727425,0.915460151555297,2.4681898767866417,0.3309784885224413,,0.8124076734480625,2.1188417773072654,3.477927328231159,,,,,,,3.446807321762183,,3.9467681344320416,,,,,,,0.7602675673714078,,,,,,,,,,,,,,,,
SRX19727429,0.6365031311449741,2.705412326998957,0.7624005023522561,,0.9440741143786827,1.307052625978746,3.7492142287713857,,,,,,,3.8137403891646176,,4.150541615948865,,,,,,,1.1160763736031172,,,,,,,,,,,,,,,,
SRX19704162,1.9430234996119107,2.2144389850812565,0.8530795746178198,1.6227446250540951,2.1522616755200614,0.31349596992921697,2.7618243602258907,3.8077135071664596,2.974665310472409,3.4723602105321314,3.15297203023443,2.7680186053005134,,2.7444444939169483,,1.7779086805988387,2.217836483684152,1.7304349827036936,3.170206804132766,,,,1.4707940537161692,4.6981151847496285,,,,,,,,,,,,,,,
SRX19727431,1.5229169347809746,1.8470287434546855,0.3772777019951944,,0.7470239702072803,3.4518595001691286,2.474869138362765,,5.102685663974564,,,,,2.4733247978883415,,2.6095829532156416,,,,,,,1.4909810649605837,,,,,,,,,,,,,,,,
SRX19704142,1.8446564261855547,4.619383540577219,1.1935420738331397,0.9232433453391861,2.9962009900047013,0.6648353902971519,3.587246179176561,,4.731379880549739,5.748367831823473,2.9366519313870696,3.293421361538717,6.383297162650441,3.7842563098412954,,3.440916590045788,2.772475997299042,1.1094849321078835,3.301305969094915,,,,3.53451104621849,4.677371692799001,,,,,,,,,,,,,,,
SRX19727428,2.7962790550457868,3.517676759673251,0.3961788656647477,,3.1560866117684236,1.3876285269452107,0.7244858056938156,,4.632055262546946,,,4.996463179581603,,0.6567355784861009,,2.361909255993478,,,,,,,3.388767205692005,,,,,,,,,,,,,,,,
SRX19844846,1.2618654843379886,1.2132925107518324,0.27729384291122483,,0.7150235288773258,0.5535939734074993,2.6267113246667906,,,,2.6435811132251446,,,2.0275765228193534,,,,,,,,,1.002509275151265,,,,,,,,,,,,,,,,
SRX19730934,,,2.2244570486135253,,,0.415231073784577,,,,,,,,,,3.351553169794897,0.06980770935754707,,,0.02700317848007612,,,,0.041751181352617725,,,3.8857988018901377,,,,,,,,,,,,
SRX19844825,2.383222654556945,,1.0987950345577395,1.8785114014206392,,1.5345089667632175,2.6732102684309433,,3.105617232778117,,,2.2673807042553653,,2.9135067816690503,,1.910715872610546,2.895241974875049,,,,,5.866907978143167,,,,,,,,,,,,,,,,,
SRX19704196,1.3414692561322668,,0.149635260454436,3.4511057069288436,,0.23852152538781496,1.6872347469455495,,3.8469480551522364,,0.23501881785567122,3.1026311097961328,,2.053250198722129,8.050820388517886,0.13993709902388468,2.40224378233373,0.40314045525555875,5.60092777035424,,,,,,,,,,,,,,,,,,,,
SRX19844838,0.6963444485671058,,0.9108283964730349,3.0123072608000694,,0.3030427511944287,,,0.4807004836548277,0.4807004836548277,0.37654393144178955,0.42947982431368165,,1.2102684560896553,,0.3504957755764036,1.9302206490519582,,,,,,,,,,,,,,,,,,,,,,
SRX19704179,2.1600712816674013,4.802360012137212,1.2196086630368548,3.7877134485755852,3.917597052013398,0.5147243972740599,3.2928858393256664,1.7895216344767362,3.1517788728398735,2.650377672257712,1.5601274298572583,3.588698912713969,5.578638530328245,3.812745509285939,6.969959960633281,2.5800244208997047,1.680077982260928,0.5309990130810618,2.942838547783481,5.0085356153123834,,3.9775680807910594,3.832724655500576,3.942711188405427,5.492254108918918,,4.478965892853515,,,,,,,,,,,,
SRX19704171,1.1029165896545394,3.6430057193476135,0.15233041232740846,4.379763045090765,3.566360423067353,0.6329133732591187,1.7882016097056954,3.6563048756501915,,4.392075844916349,0.8330221513704745,,,2.0077317371769183,,1.6874793250515683,,0.3347834122113491,5.434104026575722,,3.3030168435991327,5.578287938454846,2.910327035225077,0.6907648323174332,,,,,,,,,,,,,,,
SRX19844818,1.8111160945485996,,0.8427218986538418,2.1692663045149594,,1.1975734265649207,1.8065466239523635,,4.353192308404213,,,2.7892338494784314,,2.5573842575732675,5.461252054261666,1.1180861715027264,3.79619205027626,1.4304957737136315,4.720001909381891,,,5.383249542260393,,,,,,,,,,,,,,,,,
SRX19844819,2.3673390439691167,,0.8056603836388607,4.366553446169043,,1.1694778615227415,1.242790284593865,4.218270237459175,4.4540287357415185,3.8971953873331096,2.868883120245058,4.586449909983535,,1.8497030811311148,,1.043796682669137,4.336708649733634,1.178120850140838,4.278031885339598,6.434798406939888,,4.173763805261121,,,4.983973561076448,,,,,,,,,,,,,,
SRX19704186,1.4925184657105615,3.397641172015503,0.7160785744194506,3.383240346853634,2.7696795956418234,0.7587064413408385,1.7392716424242534,4.1243583153549,3.5661332563395947,3.899881005604733,2.8089921092155885,3.311549299207716,5.615484842601062,2.4004505343974802,4.935836338737155,1.377243657103753,3.0994498812970557,1.2294036963212356,3.6597490664692462,,,4.120940489642958,2.201006697650295,5.409583711739116,5.0723653475963975,,,,,,,,,,,,,,
SRX19844835,3.066446846425407,,0.5235752108862461,5.45478725214703,,0.1720356769093777,1.180625223912481,,,,1.3319849466659628,3.735358976280164,,2.166782530064699,4.430314686020543,0.6893678029485331,3.562367917908055,,3.4067278657029267,,,3.4067278657029267,,6.130754404161635,6.130754404161635,,,,,,,,,,,,,,
SRX19844832,0.9258441911699278,2.8807862023501025,0.7932139869447784,5.845763465156803,1.5360932876823716,2.2853332745785235,2.66514658639989,6.166235242293252,,5.806281145595191,5.713390189997852,5.099599780646243,,2.6277797092212873,,3.3802270149484728,1.922655243701281,,,,,,1.9206308991531702,4.269498064342321,,,,,,,,,,,,,,,
SRX19704180,2.4792789534914084,,1.6219142066607186,0.5441834762740798,,0.8631383815545861,3.9042829523157008,4.605061128394612,3.220994226024729,3.2496076222105663,3.1354016564623226,2.237157254354125,4.943376619839286,4.019068872943846,,3.0836883570873286,2.408247896622199,0.7710300666829506,3.4583222085327496,,,4.67720209402053,,5.052361421515794,,,,,,,,,,,,,,,
SRX19844836,1.6568755506945922,,0.7529814231170674,3.2492954848402036,,2.040103338179545,1.2146908274809038,5.6131762683398145,4.324037812603156,,2.5817746727752944,3.595820407002152,,1.1088269121335044,,0.823005235818377,4.324037812603156,3.3877384270766817,4.928406194159196,7.122127731970213,,5.120874862746761,,,,,,,,,,,,,,,,,
SRX19844837,1.9074844135081328,,0.6737832935716634,2.4149686433963806,,1.1936557142038968,2.1403396182900423,4.255205826422436,3.9200641999156236,,1.2738835439799636,3.0038804690922034,,2.20908124684546,5.6250036376253885,1.174698940681693,4.10434680603408,1.3074266217934307,4.311175133325474,5.35623934220169,,4.553291527125497,,4.836982607190995,5.076009737502672,,,,,,,,,,,,,,
SRX19886046,,,1.9592819438628508,,,2.9381934960464084,,,,,,0.16771599960862663,,,,,0.48946909193314503,,,,,,,,,,,,,,,,,,,,,,
SRX19844821,0.3611918931508391,,0.37920681787965266,2.272129607729369,,0.8047525455730676,2.4629321441376164,5.633885492250276,4.521399719140894,,0.45844164615665084,4.2152292299196805,,2.899487627024072,5.68142018390054,0.37827511627553334,3.706066460247396,2.5012622485268214,6.064465771687813,7.2693337570457395,3.967648535524567,6.539401179028113,,4.983809911385219,5.626559643154354,6.5601138025411485,,,,,,,,,,,,,
SRX14891756,1.4298088462547618,,0.899356269352083,4.48910532937535,3.0341002162331034,0.7762095661012822,,2.3019197626303347,2.4089566088588126,,1.1434032283557893,1.736245995731818,,,1.473782356925315,3.7784632653939023,2.9597386977008187,1.643836254195449,,,,,,2.463894458213503,,,,,,,,,,,,,,,
SRX19844848,0.9704847309989275,3.187247295990793,0.7786901104588613,,1.5783037303466976,2.0134294998199387,3.091329768621107,,,,4.005242396902885,,,3.0857900347410143,,2.456593580045817,,,3.350372547954172,,,,1.8732238221067192,,,,,,,,,,,,,,,,
SRX19704181,2.6168827129197236,,1.3224500955062077,0.6872383599320286,,1.1189713416298461,4.3897766215137075,3.4118464426713353,3.5692833285672965,3.049811311679144,2.333373495197517,2.0067103818385186,3.5747840967006157,4.616205544928545,,2.8971295842484124,2.278320787493985,0.7264501178468585,3.032464121434181,,,3.5747840967006157,,5.2396273061956995,,,,,,,,,,,,,,,
SRX19886027,,,0.10388395860033504,,,,,,,,,,,,,,0.0020437699205258847,,,,,0.1147775757789664,,,,,,,,,,,,,,,,,
SRX19844823,1.7924338467651422,6.453023362640209,0.35913930285653384,3.8781759268202003,4.278895884553747,0.6054737648763773,3.381610356958392,5.9777786695385675,4.617891222371077,,2.652072587591762,3.990468336804259,,4.406910381965804,4.819713794871875,1.5446736245564332,3.8105976552197927,0.5680529834716966,3.9769512967674046,,,4.370349249719724,,5.049354049425095,5.249203915777768,,,,,,,,,,,,,,
SRX19844822,1.1380173389818153,,0.4065952389591188,5.338209162964547,5.863411958941637,0.6097259894507203,2.696918599572605,4.423744581995213,3.611541223207544,,2.369590059757993,4.189788748865619,,3.366588734940363,5.7580664040630065,1.6026924308960775,3.873115709930542,0.6275042671362047,3.1760445696008004,6.333025792421945,,5.29355635061069,,3.689474632092394,4.938403725486095,,,,,,,,,,,,,,
SRX19886031,,,0.615224126233859,,,,,,,,,,,,,,0.00013915537165194462,,,,,0.19754076650825322,,,,,,,,,,,,,,,,,
SRX19886029,,,0.9843366406525976,,,,,,,,,,,,,,0.00040369763981659343,,,,,0.0472466555114143,,0.30996264152424324,,,,,,,,,,,,,,,
SRX19886040,,,0.0009558762702285811,,,,,,,,,0.05854415531475628,,,,,0.0015945480422565584,,,,,,,,,,,,,,,,,,,,,,
SRX19886045,0.007018822153976031,,0.029213639693554793,,,0.15299803715065463,,,0.12722011933689648,,,0.031104617579451658,,,,,0.48676200891302,,,,,1.0246154131240817,,,,,,,,,,,,,,,,,
SRX19886023,,,0.0034324602541532328,,,,,,,,,,,,,,0.00018196521816620263,,,,,0.06458701500067963,,0.029040125595673188,,,,,,,,,,,,,,,
SRX19844828,0.9405542590724445,,1.5591311474166647,4.218480628406124,3.4695035165611006,0.3176476891902729,,0.9444239388618865,0.9588976059209725,1.6952908467741812,0.9651066651715953,4.335021917927414,5.392310232089755,,,2.5565926855220975,2.5005929689455755,2.3379597492757735,3.134143762602721,,,,2.4132969196128045,4.289050673800824,,,,,,,,,,,,,,,
SRX19886022,,,0.0,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,
SRX19836244,1.0576134896301965,,0.6082445418973574,,1.0239311057136886,,,,,,4.15001521025673,,,,,1.1390564979605327,,0.4477247919315251,4.240732206182381,,,,,,0.9979301837818689,,,0.9458891454293353,1.1836900320270334,4.7271434234105705,0.9595389617655949,7.040128526048914,,,,,,,
SRX19886042,,,3.125927826837458,,,,,,,,,0.5551999315181816,,,,,0.0361729180181186,,,,,,,,,,,,,,,,,,,,,,
SRX19886039,,,0.07224767897306489,,,,,,,,,,,,,,9.198958741643591e-06,,,,,,,,,,,,,,,,,,,,,,
SRX19844824,1.0035717931091146,,0.5635424051486081,2.7147125888290864,,0.9347172042560794,2.913078359925618,,1.2398413920926652,,,1.9448029372681819,,3.086359682427359,,0.8406136643347811,2.6938177148145765,1.0730554390245741,,,,,,,,,,,,,,,,,,,,,
SRX19886049,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
SRX19886037,,,0.06449370778169863,,,,,,,,,,,,,,1.58821566310743e-05,,,,,,,,,,,,,,,,,,,,,,
SRX19886050,,,0.5487418476083962,,,,,,,2.0217139739729757,,,,,,,0.09568987181540833,,0.9504846231176244,0.4471260846797502,,0.45798584553079685,,0.2648080311514897,,,,,,,,,,,,,,,
SRX19886035,,,0.30942752653553696,,,,,,,,,,,,,,0.0006497938337372606,,,,,0.08460021912358513,,,,,,,,,,,,,,,,,
SRX19704152,2.316954862116896,6.251636772840973,0.4890642385630678,4.241461461623353,3.8603035368691536,0.9303344232917303,2.927782452053348,5.3006080128725195,4.671978345231523,4.573774961897356,1.0939339954550416,4.293030782713334,6.719343816116076,2.8975722621569253,6.144604922183839,2.9764218615055587,2.9043205784381545,1.2360361728396305,3.4213275081998793,6.625451609393304,,4.0277793427045445,3.769241376509978,5.356614157545494,6.301361390807694,,,,,,,,,,,,,,
SRX19886034,,,0.12393468408494193,,,0.1787822437570596,,,,,,,,,,,0.00012745059966110051,,,,,0.04712071525718114,,0.009557043563445673,,,,,,,,,,,,,,,
SRX18965979,,,0.012178926558513272,5.876939578702257,,0.20938942969057545,,,,,,1.1510065704150283,,,,,0.21849993526351313,,,,,,,,,,,,,,,,,,,,,,
SRX19727432,1.3932633218199832,3.0153080060384023,0.7133052882595666,4.184259196302267,1.7140283221503312,2.221975845450342,1.462310860294795,5.264319129385593,4.105900856493316,,,4.24274390740249,,1.401882328426876,6.927284142108023,3.003053049891698,,,,,,,,,,,,,,,,,,,,,,,
SRX19727433,0.5344168761876756,,0.38297381283504073,5.518303620585473,0.875989291242097,0.5348489589100366,2.9901709424792147,,,,,5.260625556068227,,3.4393484699089476,,3.2406194576078255,4.995137434624894,,,,,,1.1201480018235674,,,,,,,,,,,,,,,,
SRX19727426,2.0749996171044924,2.0422008873790696,0.5230983106423984,4.568680339268334,1.1743511956409913,1.8581280198567156,1.8568597376930724,,,,,4.579784335230404,,1.6388954678501508,,3.159096022196087,4.340618982139978,,,,,,1.2971537886155018,,,,,,,,,,,,,,,,
SRX20407493,1.1394580912910797,2.0167580582724574,1.9538437065068253,,1.69469155161315,2.758942919007341,3.5905439766744403,4.3912185613805255,4.6931481728771915,6.3359082399011815,3.1834250517635203,4.7522190405532845,,3.7468517835897215,4.704031839611435,3.998719784645704,,1.2719153350676948,2.9028862520028227,4.103983980804423,,3.181704667485878,2.358362075071154,,4.178975764785009,4.817538619886966,5.1909947116527295,,,,,,,,,,,,
SRX19704193,0.7232904213933474,,0.4399991662669745,3.7302158494822812,,0.7572685281088872,2.341893336441242,4.91386756633521,,5.364171258638427,1.543475061695585,,5.518591116971039,2.23915917902871,5.081573087105786,2.9454514561733967,4.015589858481214,0.9541715172812612,3.045698845495171,5.081590658714705,,3.983233033801388,,2.4615827074099497,3.55040262895191,,4.760746704764044,,,,,,,,,,,,
SRX20407499,0.8390649615928821,3.1442726084815433,1.8002761133567098,,1.7073036467951541,1.1913642958065809,3.942517572236719,2.364299426905066,2.00511116198066,5.674654103374258,3.6024153647858226,2.8836799557315995,,3.755122303347993,3.9955168752362558,3.1476805805912362,,0.5112294526395059,4.671012159109912,,,4.728600902223509,2.3138775600722634,5.632490870803742,5.245554953016471,,5.478209322621584,,,,,,,,,,,,
SRX20407494,0.7224107524573826,2.354742261164538,0.830416071253428,5.2521372479761,1.4971328691246995,0.7623396868039267,3.98363770097602,5.478376253650755,5.3102264193010305,1.985448898724805,2.674741344348372,7.031314835517536,,3.91380540245258,4.515913205278043,3.1975391500904955,4.959153495941375,0.6955858561933608,2.9028746315601124,2.7603987704608057,,3.856077952445434,0.9120983627938667,4.111272590764228,3.8409309518478585,6.8988532765431,4.033239844175639,,,,,,,,,,,,
SRX20970826,0.05312689948055298,,0.04916475184204016,,0.21922239772100993,1.3731728941155628,,,,,,0.22220319465849683,,,,0.5079998629852879,1.4811091231799538,1.402609013032707,,,,,0.19660303486480218,1.9615406727302411,,,,,,,,,,,,,,,
SRX20407497,0.6753577992868244,1.3128024478947968,0.8286666351397509,,1.0512959314062968,1.5616297963400352,5.0567092771131525,4.015147561966696,2.4251658026671596,5.895308396694095,1.9626876110255935,2.295694016169901,3.4506046439661904,5.051622918265176,3.124951803595813,3.87506916769748,3.2661937939513104,0.7277636634411885,4.198036797158779,6.595033126736991,,4.012009657004645,1.4083357695682415,5.1730696334389945,5.85325082381123,,5.25830224867142,,,,,,,,,,,,
SRX20612052,2.047391985535409,1.6949377163671717,0.3806557325540847,,1.233481933046012,0.6295232169096954,1.4663986693205797,,,,,,,1.6974031005815475,,,1.9336417617570094,,,,1.9673102566196363,,1.4051038437253478,,,,,,,,,,,,,,,,
SRX19704194,0.9738516818136572,,0.5854813591860935,1.4605678742388095,,0.715716677255859,2.226824286100625,3.895980974161675,3.5207895784222876,3.6459362215496127,0.7814875048867791,3.3777465727966907,,2.840413181978524,5.779047340425673,0.9509511421617222,3.1545621379926843,,3.6771269546285095,5.6321192211573665,,5.887586965241837,,4.490774989259674,2.8184909035462726,,5.896746964527314,,,,,,,,,,,,
SRX19704143,2.367240269804323,,0.9183425536257913,1.232681259462578,4.176600087311007,1.0350446578832597,3.022195165506646,,4.906297042953649,5.378691576022841,3.0644467049658397,3.7929181934860337,6.458457562552053,3.2619157945315536,4.84303690590923,2.718231368819497,3.2437683825594776,0.6018325840344207,3.767165470003524,5.282409056022856,,5.896510807120032,3.6890752688111617,4.358081935058654,,,,,,,,,,,,,,,
SRX22130035,,,1.3452996840800608,,,,,0.4369506817894269,0.1652970673943678,,,0.38230872217953327,,,,1.8543074934172223,0.27611197440952456,,,,,,,,,,,,,,,,,,,,,,
SRX21808827,5.3770377653125925,,0.9158756289579739,,,2.3591043245392807,,,,,1.5678141274057509,,1.7284459987612923,4.223191615615611,5.330678960123661,4.215446129646887,2.03491371927092,,1.255117680822009,4.017762936836114,,0.8363016865982061,,2.0096131854543984,2.7451769493303786,3.9341120643435428,,,,,,,,,,,,,
SRX24275202,0.0,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
SRX19704144,1.1846906030233775,,0.7570783500837974,4.375410723739265,3.3421326167835215,0.4226220019144228,2.1736869433519788,1.9114193975995502,2.2681557303218733,1.8712859338285392,2.3882689980698153,5.098046036714692,4.7301202594065765,2.356689729915688,,2.441449721931365,1.5040329592271713,1.0122180241188385,2.2378741442498047,,,4.458153785305337,2.4836283292354784,2.4502283939287817,,,,,,,,,,,,,,,
SRX22226496,1.0806567886880805,2.505576935549543,0.5260542579732915,4.3743047992131405,1.3312775779106993,0.7875597947472132,,3.5269605553346155,,,1.758242987577402,4.3743047992131405,,,4.5801443982022905,2.6461183294142114,2.5867753587579694,0.6880452547376129,2.2796970841514836,,,,1.6044775178293975,4.105655219467452,,,,,,,,,,,,,,,
SRX22226494,1.2745468858134275,2.544683980930024,0.6130358321309816,,1.4675140963464006,1.0499169863068187,,3.081324279405569,,,2.4102140656423408,,4.11359503184196,,5.491585466099272,2.0996228100061005,2.887556751553635,,2.736813005223556,,,,1.9864394469224493,4.049285403231487,,,,,,,,,,,,,,,
SRX22836420,0.8370179932097708,,0.9294318297972508,,,,,1.7776753343952418,0.9330946710019649,0.6810637350176836,,0.18491594876782128,,,,1.8647627897869163,0.24193836225393142,,,,,0.4831192413208504,,,,,,,,,,,,,,,,,
SRX22226500,1.429139683040603,4.643699398278312,0.4531507264994129,,2.0524650087298353,1.3036037587591272,,3.4916379132371897,,,1.6748546151443338,,,,5.318489010920592,3.3452651381358383,,,2.0507442258073283,,,3.212538484612576,,3.109182112170365,4.89299102892666,4.520981874819334,3.677240433122959,,,,,,,,,,,,
SRX22226498,1.2763296403404139,2.9566641707383865,0.6434725820327271,4.8988532765431,1.5938743309366508,0.5814412732233241,,2.9125669500274687,,,2.049492596283997,4.164930372961068,,,4.733067435260964,2.473619007163958,2.935858256615649,,2.173905317287879,3.2501657233910812,,,2.317300147465466,2.9975411282405697,,,3.7528739707258203,,,,,,,,,,,,
SRX23331468,,,0.17283659686221564,2.1188266843996773,,0.17283659686221564,,,,,,0.17283659686221564,,,,,0.16049246485639035,,,,,,,,,,,,,,,,,,,,,,
SRX22478206,0.16014470216372728,,0.025390364593085094,,,2.301475379963153,,,,0.5204435701987372,,,,,,0.4065102254676084,0.0486383945363307,4.052498782747212,,,,1.327271812104503,0.4658373785557808,0.13497259531598474,,,,,,,,,,,,,,,
SRX21897876,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX21203377,1.0054506019427105,,0.6695444357543567,4.40983585686763,,0.7723941044821595,,1.209193883023758,1.9217969504807988,1.6848749246789563,0.6831442794282722,1.8992799492128933,,,,,1.9559587478567444,,,3.109018083500337,,,,1.0400247946670673,2.7730886925285962,,0.9522698560324256,,,,,,,,,,,,
SRX22996311,2.3561043089514433,1.8924923293809013,1.0708325691959526,3.335323913838361,1.6818133356167926,,3.1827332678215114,4.833640086808128,5.01567215818233,5.043961202613754,3.249554309390669,4.369951059381115,6.5818699552810935,3.208131278447038,6.452016700971688,2.687390596169288,4.2502592874832805,,4.713487998593382,,,,1.7735464033635615,6.029747343394052,,,,,,,,,,,,,,,
SRX22226492,0.683722910820348,3.062631382619576,0.5034329805156185,,1.529383160408599,1.3760592232468052,1.6689505151440893,3.6731369474317406,,,2.2275960405349875,4.584482586537089,6.2132710313679,,6.1852566551983035,1.3473283084578158,3.290032370274204,,2.784880196265451,,,2.977802942673402,1.916807348527555,4.818498474244006,,6.418449669748072,,,,,,,,,,,,,
SRX22996364,1.2601361848640162,,0.8850556274083985,6.163901213814543,2.8430403541548084,1.9086834612495467,,4.600301604708895,,,,5.3814926488871695,,3.317581653252578,6.315904307259593,2.734360464809689,,,,,,6.777920172807258,,,,,,,,,,,,,,,,,
SRX22996313,0.80330880350995,4.393797401878263,1.2643228782291756,5.418152961833338,1.5388296813230937,3.564904546252538,3.352500291091707,6.639587372381934,6.1682816534563445,,,6.1682816534563445,,3.126362184164554,6.011556149768892,1.8385446805137742,,,,,,,3.122654359761218,,,,,,,,,,,,,,,,
SRX22996391,3.1672317567086212,,2.4494625229341693,5.793549122532573,4.700439718141092,2.599751963815203,,0.6648144130773852,2.126413434390983,3.216885885478776,2.5341144223959593,5.202822815537998,5.308122295362332,,,3.168965773174164,,,4.390584455554305,,,,,4.272135466261761,,,4.366538981587653,,,,,,,,,,,,
SRX22996393,3.3126923388304994,,0.860172425817698,,,0.6061535554643006,,0.6287286269552194,0.6827686918140368,2.294408880148562,2.373350692085624,,,,,5.60225932420219,,,,,,,,,5.250191618539943,,,,,,,,,,,,,,
SRX22996380,3.4660269794015783,,1.8372612849516778,5.899357735750821,4.650810899195683,1.6852765328034207,,2.591484220116547,,,3.3438537227931873,2.2608423725008606,5.351985328743543,4.408266056012663,,4.239796052731663,2.9652895772072743,,3.9705562221075184,1.4005681080663435,,3.9705562221075184,,0.9397059792586105,1.9543910831803613,,,,,,,,,,,,,,
SRX22996361,2.2941947248470065,,1.1343567307637625,6.703104960060922,,0.8747610633330754,,3.544256777930892,0.9667786621972562,,0.8910969767557474,0.8182258766793664,,,3.258886435370132,3.0955017095804176,1.1863725894329349,,,3.204942099018631,,3.8002844764841197,,2.8073408724124405,4.215919319019924,,,,,,,,,,,,,,
SRX22996381,3.562006636658569,,1.852187426102001,5.43270249425951,4.112643393244161,,,2.596262629180826,3.294013782489353,,3.562175267198877,3.0612932083920934,5.787367375558871,,,4.03065469105712,3.0223539239758233,,4.098323528056623,1.3494149269260114,,3.6854479326122846,,0.9349878244985323,1.9585101070938182,,3.6350933443038675,,,,,,,,,,,,
