gene,nDiseaseAreas,nClusters,meanLog2FoldChange,direction,geneSymbol,biotype
ENSG00000143369,2,2,1.3941182023012795,up,ECM1,protein_coding
ENSG00000143387,2,7,2.1514357289538792,up,CTSK,protein_coding
ENSG00000143507,2,3,1.2508228451836516,up,DUSP10,protein_coding
ENSG00000143603,2,4,1.255774968745054,up,KCNN3,protein_coding
ENSG00000143816,2,3,-1.2933075168794048,down,WNT9A,protein_coding
ENSG00000144063,2,2,2.0736629597122085,up,MALL,protein_coding
ENSG00000144218,2,12,-1.3647143622577496,down,AFF3,protein_coding
ENSG00000144331,2,18,-1.996616028951329,down,ZNF385B,protein_coding
ENSG00000144354,2,6,1.478090661951027,up,CDCA7,protein_coding
ENSG00000144369,2,2,1.1080057316487348,up,FAM171B,protein_coding
ENSG00000144460,2,3,1.7620010030045516,up,NYAP2,protein_coding
ENSG00000144476,2,2,-1.3927072247868963,down,ACKR3,protein_coding
ENSG00000144619,2,6,-1.3014969445548383,down,CNTN4,protein_coding
ENSG00000144771,2,3,-1.3853288943728037,down,LRTM1,protein_coding
ENSG00000144810,2,2,1.7546682169610015,up,COL8A1,protein_coding
ENSG00000145242,2,2,-1.4370169141254763,down,EPHA5,protein_coding
ENSG00000145247,2,5,1.2864803834877134,up,OCIAD2,protein_coding
ENSG00000145623,2,1,1.7370697590040276,up,OSMR,protein_coding
ENSG00000145824,2,13,2.5807701467318926,up,CXCL14,protein_coding
ENSG00000145850,2,5,1.4742023735141945,up,TIMD4,protein_coding
ENSG00000145861,2,2,-0.37603632390450653,down,C1QTNF2,protein_coding
ENSG00000145864,2,1,-1.5641847098612898,down,GABRB2,protein_coding
ENSG00000145936,2,5,-0.766793654836075,down,KCNMB1,protein_coding
ENSG00000146070,2,4,1.5070104139176588,up,PLA2G7,protein_coding
ENSG00000146166,2,3,2.5907806992954834,up,LGSN,protein_coding
ENSG00000146555,2,3,1.5753383918515707,up,SDK1,protein_coding
ENSG00000146648,2,1,1.8574601693189907,up,EGFR,protein_coding
ENSG00000146918,2,2,-1.180806011614034,down,NCAPG2,protein_coding
ENSG00000147206,2,2,-1.3376697926766163,down,NXF3,protein_coding
ENSG00000147576,2,3,-1.1359649393705158,down,ADHFE1,protein_coding
ENSG00000147676,2,1,2.196317629188789,up,MAL2,protein_coding
ENSG00000147689,2,6,1.6455866842814122,up,FAM83A,protein_coding
ENSG00000147697,2,4,1.4463481503374247,up,GSDMC,protein_coding
ENSG00000147862,2,1,1.7237819980721845,up,NFIB,protein_coding
ENSG00000147889,2,11,2.0072108926825702,up,CDKN2A,protein_coding
ENSG00000148053,2,3,-1.1405344583997001,down,NTRK2,protein_coding
ENSG00000148344,2,2,1.6692599395713954,up,PTGES,protein_coding
ENSG00000148677,2,10,-1.8408658098650725,down,ANKRD1,protein_coding
ENSG00000148680,2,3,-1.2546376545472544,down,HTR7,protein_coding
ENSG00000148848,2,7,1.3013969550902624,up,ADAM12,protein_coding
ENSG00000148926,2,1,-1.096571235033216,down,ADM,protein_coding
ENSG00000149090,2,2,1.4262753923320113,up,PAMR1,protein_coding
ENSG00000149131,2,5,-1.1238667381378273,down,SERPING1,protein_coding
ENSG00000149256,2,3,1.3467178501977854,up,TENM4,protein_coding
ENSG00000149294,2,1,1.8316410349740235,up,NCAM1,protein_coding
ENSG00000149380,2,2,1.424310894137809,up,P4HA3,protein_coding
ENSG00000149485,2,6,-1.3020050043892792,down,FADS1,protein_coding
ENSG00000149516,2,4,-1.820338757211583,down,MS4A3,protein_coding
ENSG00000149575,2,3,-0.31997187896856744,down,SCN2B,protein_coding
ENSG00000149596,2,2,-1.2837520854006623,down,JPH2,protein_coding
ENSG00000149798,2,4,-1.2143745425999857,down,CDC42EP2,protein_coding
ENSG00000149968,2,1,3.2523786388213205,up,MMP3,protein_coding
ENSG00000149972,2,3,-1.03545388632164,down,CNTN5,protein_coding
ENSG00000150045,2,3,-1.584601556809061,down,KLRF1,protein_coding
ENSG00000150551,2,2,1.4853370746810148,up,LYPD1,protein_coding
ENSG00000150594,2,2,1.7156826903765128,up,ADRA2A,protein_coding
ENSG00000150625,2,12,-1.50774607148136,down,GPM6A,protein_coding
ENSG00000150627,2,2,-1.155231802237089,down,WDR17,protein_coding
ENSG00000150630,2,3,-1.4626366334677658,down,VEGFC,protein_coding
ENSG00000150637,2,4,-1.5007168653760699,down,CD226,protein_coding
ENSG00000150667,2,4,-1.3572934302791997,down,FSIP1,protein_coding
ENSG00000150672,2,3,-1.892365688529325,down,DLG2,protein_coding
ENSG00000150687,2,6,0.8365891544632508,up,PRSS23,protein_coding
ENSG00000151067,2,2,1.6349061716302955,up,CACNA1C,protein_coding
ENSG00000151572,2,2,1.7297658191935457,up,ANO4,protein_coding
ENSG00000151575,2,3,1.160233538842873,up,TEX9,protein_coding
ENSG00000151729,2,3,-0.09685544422195151,down,SLC25A4,protein_coding
ENSG00000151790,2,5,1.67923526732215,up,TDO2,protein_coding
ENSG00000151952,2,9,1.8441642646995482,up,TMEM132D,protein_coding
ENSG00000152078,2,2,-1.2840998504566163,down,TLCD4,protein_coding
ENSG00000152463,2,6,-1.6287697581227392,down,OLAH,protein_coding
ENSG00000152467,2,3,-1.288724379137925,down,ZSCAN1,protein_coding
ENSG00000152527,2,3,1.2722526339149056,up,PLEKHH2,protein_coding
ENSG00000152583,2,8,-1.5527804335812188,down,SPARCL1,protein_coding
ENSG00000152779,2,5,-1.1257331358713116,down,SLC16A12,protein_coding
ENSG00000152784,2,1,-1.1622428020021385,down,PRDM8,protein_coding
ENSG00000152804,2,2,-1.0514643245528106,down,HHEX,protein_coding
ENSG00000152894,2,1,1.6775386911754373,up,PTPRK,protein_coding
ENSG00000153012,2,3,1.4657395128951651,up,LGI2,protein_coding
ENSG00000153162,2,4,-0.8040956751597657,down,BMP6,protein_coding
ENSG00000153404,2,4,2.2244964187566465,up,PLEKHG4B,protein_coding
ENSG00000153446,2,2,1.8145991556209076,up,C16orf89,protein_coding
ENSG00000153563,2,2,-1.6582776241154946,down,CD8A,protein_coding
ENSG00000153820,2,3,-1.291308537735132,down,SPHKAP,protein_coding
ENSG00000153898,2,2,-1.054491146695696,down,MCOLN2,protein_coding
ENSG00000153944,2,2,1.0637703830688872,up,MSI2,protein_coding
ENSG00000153976,2,2,1.166095174070541,up,HS3ST3A1,protein_coding
ENSG00000154096,2,10,2.013289004168191,up,THY1,protein_coding
ENSG00000154102,2,3,1.1411195484071497,up,C16orf74,protein_coding
ENSG00000154175,2,10,-1.3566110234960118,down,ABI3BP,protein_coding
ENSG00000154227,2,2,-1.1477610302484738,down,CERS3,protein_coding
ENSG00000154277,2,2,-1.2800795571028036,down,UCHL1,protein_coding
ENSG00000154342,2,4,-1.3572748678770628,down,WNT3A,protein_coding
ENSG00000154380,2,3,1.5347910836065008,up,ENAH,protein_coding
ENSG00000154654,2,1,1.181714460827865,up,NCAM2,protein_coding
ENSG00000154721,2,2,-1.2336243219994432,down,JAM2,protein_coding
ENSG00000154856,2,2,1.0973103750507542,up,APCDD1,protein_coding
ENSG00000154864,2,3,1.2009335784773727,up,PIEZO2,protein_coding
ENSG00000154917,2,3,1.7064554160992569,up,RAB6B,protein_coding
ENSG00000154975,2,3,2.7388678224224274,up,CA10,protein_coding
ENSG00000155011,2,5,-1.306891325647684,down,DKK2,protein_coding
ENSG00000155066,2,9,1.609061606035415,up,PROM2,protein_coding
ENSG00000155093,2,6,1.5239926038971365,up,PTPRN2,protein_coding
ENSG00000155265,2,3,1.5130708537046675,up,GOLGA7B,protein_coding
ENSG00000155324,2,3,1.1928916948438533,up,GRAMD2B,protein_coding
ENSG00000155511,2,8,-1.433752538486029,down,GRIA1,protein_coding
ENSG00000155657,2,12,-1.7820888083654403,down,TTN,protein_coding
ENSG00000155761,2,2,1.608054949568459,up,SPAG17,protein_coding
ENSG00000155886,2,2,1.981385299145239,up,SLC24A2,protein_coding
ENSG00000155897,2,6,-1.3469311139080886,down,ADCY8,protein_coding
ENSG00000155974,2,7,0.6778376519336111,up,GRIP1,protein_coding
ENSG00000156011,2,4,1.394400820920235,up,PSD3,protein_coding
ENSG00000156076,2,2,2.612857903760473,up,WIF1,protein_coding
ENSG00000156219,2,1,-1.5732441979263223,down,ART3,protein_coding
ENSG00000156738,2,3,1.309560794087749,up,MS4A1,protein_coding
ENSG00000156804,2,2,1.5183881455399275,up,FBXO32,protein_coding
ENSG00000157064,2,2,1.6443468446080298,up,NMNAT2,protein_coding
ENSG00000157388,2,2,1.5083250321133854,up,CACNA1D,protein_coding
ENSG00000157404,2,3,1.2465225302785343,up,KIT,protein_coding
ENSG00000157445,2,6,-1.4123927948693458,down,CACNA2D3,protein_coding
ENSG00000157551,2,2,1.2583005959809617,up,KCNJ15,protein_coding
ENSG00000157601,2,13,1.7885328621965535,up,MX1,protein_coding
ENSG00000157766,2,3,1.6871695791823385,up,ACAN,protein_coding
ENSG00000157870,2,1,1.1357867754473912,up,PRXL2B,protein_coding
ENSG00000157992,2,1,1.7875902053929102,up,KRTCAP3,protein_coding
ENSG00000158286,2,4,1.4426524191421843,up,RNF207,protein_coding
ENSG00000158488,2,4,1.7676380462477517,up,CD1E,protein_coding
ENSG00000158747,2,7,1.2594632082570354,up,NBL1,protein_coding
ENSG00000158816,2,2,-1.108418093374048,down,VWA5B1,protein_coding
ENSG00000158966,2,2,1.731257573258869,up,CACHD1,protein_coding
ENSG00000159167,2,4,-1.5608849987035178,down,STC1,protein_coding
ENSG00000159212,2,5,1.7073489545574263,up,CLIC6,protein_coding
ENSG00000159363,2,2,-1.054541109703374,down,ATP13A2,protein_coding
ENSG00000159403,2,3,1.6479196442131752,up,C1R,protein_coding
ENSG00000159685,2,1,1.4787091952614118,up,CHCHD6,protein_coding
ENSG00000159708,2,3,-1.191697871194303,down,LRRC36,protein_coding
ENSG00000159714,2,3,-0.265897242788752,down,ZDHHC1,protein_coding
ENSG00000160014,2,1,1.2103797726903118,up,CALM3,protein_coding
ENSG00000160161,2,2,2.1425973930429687,up,CILP2,protein_coding
ENSG00000160191,2,2,1.3666348327698747,up,PDE9A,protein_coding
ENSG00000160213,2,3,1.2357468107987568,up,CSTB,protein_coding
ENSG00000160307,2,9,1.0280802655758525,up,S100B,protein_coding
ENSG00000160712,2,3,-1.2608319189219612,down,IL6R,protein_coding
ENSG00000160862,2,3,-0.3153679080299447,down,AZGP1,protein_coding
ENSG00000160867,2,9,-1.53644361855838,down,FGFR4,protein_coding
ENSG00000160870,2,3,-1.4105816284474688,down,CYP3A7,protein_coding
ENSG00000160932,2,2,1.1448959719602565,up,LY6E,protein_coding
ENSG00000161249,2,1,1.5314278221545425,up,DMKN,protein_coding
ENSG00000161281,2,3,-1.7475378641875527,down,COX7A1,protein_coding
ENSG00000161381,2,2,1.6176430977019045,up,PLXDC1,protein_coding
ENSG00000161544,2,2,1.7932060812502488,up,CYGB,protein_coding
ENSG00000161649,2,2,-1.125148131430528,down,CD300LG,protein_coding
ENSG00000161798,2,10,1.4668307978451176,up,AQP5,protein_coding
ENSG00000161896,2,5,-1.5957290714855195,down,IP6K3,protein_coding
ENSG00000161958,2,2,1.3994272658360203,up,FGF11,protein_coding
ENSG00000162069,2,2,1.4955926324802349,up,BICDL2,protein_coding
ENSG00000162078,2,8,1.6050322316549106,up,ZG16B,protein_coding
ENSG00000162267,2,2,-1.4517720770949964,down,ITIH3,protein_coding
ENSG00000162366,2,1,1.960021781730187,up,PDZK1IP1,protein_coding
ENSG00000162458,2,4,1.3833296972881897,up,FBLIM1,protein_coding
ENSG00000162493,2,2,1.7741719688715574,up,PDPN,protein_coding
ENSG00000162545,2,7,-0.041780838028992254,down,CAMK2N1,protein_coding
ENSG00000162576,2,4,0.9071917194201571,up,MXRA8,protein_coding
ENSG00000162591,2,2,1.6774182430230082,up,MEGF6,protein_coding
ENSG00000162594,2,2,-1.0774517009293403,down,IL23R,protein_coding
ENSG00000162595,2,3,1.5833686445396482,up,DIRAS3,protein_coding
ENSG00000162618,2,3,-0.2671405979429395,down,ADGRL4,protein_coding
ENSG00000162630,2,2,-1.2178902479379268,down,B3GALT2,protein_coding
ENSG00000162692,2,4,1.0010818123691807,up,VCAM1,protein_coding
ENSG00000162894,2,3,1.5277985869524449,up,FCMR,protein_coding
ENSG00000162949,2,4,1.6109084417037678,up,CAPN13,protein_coding
ENSG00000163017,2,4,1.2870176862134755,up,ACTG2,protein_coding
ENSG00000163040,2,2,1.4392492941336346,up,CCDC74A,protein_coding
ENSG00000163053,2,3,1.3819339471281251,up,SLC16A14,protein_coding
ENSG00000163082,2,3,1.5697297180110656,up,SGPP2,protein_coding
ENSG00000163083,2,5,1.8821692509057188,up,INHBB,protein_coding
ENSG00000163359,2,7,1.4484993877865617,up,COL6A3,protein_coding
ENSG00000163364,2,3,1.8542267681029094,up,LINC01116,lncRNA
ENSG00000163435,2,1,2.075209601768556,up,ELF3,protein_coding
ENSG00000163453,2,9,1.3579518862933735,up,IGFBP7,protein_coding
ENSG00000163464,2,3,-0.9576385950361841,down,CXCR1,protein_coding
ENSG00000163599,2,6,1.4102492713929673,up,CTLA4,protein_coding
ENSG00000163606,2,2,1.1548791947546482,up,CD200R1,protein_coding
ENSG00000163661,2,6,-1.3906980558361788,down,PTX3,protein_coding
ENSG00000163673,2,2,1.9248349042030677,up,DCLK3,protein_coding
ENSG00000163687,2,4,-1.5906316480547817,down,DNASE1L3,protein_coding
ENSG00000163734,2,9,-1.5314075213014344,down,CXCL3,protein_coding
ENSG00000163737,2,3,-3.6388931540346205,down,PF4,protein_coding
ENSG00000163814,2,2,1.360862547887819,up,CDCP1,protein_coding
ENSG00000163827,2,2,-1.4282117931395546,down,LRRC2,protein_coding
ENSG00000163884,2,6,-1.0892590765727688,down,KLF15,protein_coding
ENSG00000163995,2,2,1.5299449988838973,up,ABLIM2,protein_coding
ENSG00000164050,2,2,1.6294867049606234,up,PLXNB1,protein_coding
ENSG00000164056,2,4,1.5118239776814475,up,SPRY1,protein_coding
ENSG00000164112,2,2,1.780680840690911,up,TMEM155,protein_coding
ENSG00000164116,2,2,2.061901474773824,up,GUCY1A1,protein_coding
ENSG00000164125,2,3,1.1235745877169119,up,GASK1B,protein_coding
ENSG00000164129,2,3,-0.49193785118054695,down,NPY5R,protein_coding
ENSG00000164176,2,6,-1.2322352378551553,down,EDIL3,protein_coding
ENSG00000164181,2,3,-0.5397830757559056,down,ELOVL7,protein_coding
ENSG00000164283,2,3,1.6176655448259092,up,ESM1,protein_coding
ENSG00000164318,2,3,0.741875340383237,up,EGFLAM,protein_coding
ENSG00000164330,2,3,0.7923258272787211,up,EBF1,protein_coding
ENSG00000164485,2,3,0.9981185092541274,up,IL22RA2,protein_coding
ENSG00000164619,2,4,-0.6409976685648747,down,BMPER,protein_coding
ENSG00000164638,2,2,1.98045882912405,up,SLC29A4,protein_coding
ENSG00000164647,2,5,0.8856950242367775,up,STEAP1,protein_coding
ENSG00000164659,2,4,-0.9417877782345152,down,KIAA1324L,protein_coding
ENSG00000164692,2,16,1.44056994688507,up,COL1A2,protein_coding
ENSG00000164694,2,7,2.4873413278225223,up,FNDC1,protein_coding
ENSG00000164749,2,4,1.795115060968956,up,HNF4G,protein_coding
ENSG00000164932,2,10,1.8848022067524028,up,CTHRC1,protein_coding
ENSG00000164949,2,9,1.6043876005908781,up,GEM,protein_coding
ENSG00000165071,2,2,-1.324559564220882,down,TMEM71,protein_coding
ENSG00000165072,2,2,-1.5703201046579212,down,MAMDC2,protein_coding
ENSG00000165078,2,12,1.9048881829694688,up,CPA6,protein_coding
ENSG00000165105,2,4,1.4959370663067197,up,RASEF,protein_coding
ENSG00000165124,2,2,-1.1445196286243955,down,SVEP1,protein_coding
ENSG00000165140,2,4,-0.5657911382279537,down,FBP1,protein_coding
ENSG00000165152,2,2,-1.0501646623691963,down,TMEM246,protein_coding
ENSG00000165197,2,6,-1.3173465107096514,down,VEGFD,protein_coding
ENSG00000165215,2,2,2.5022565853904304,up,CLDN3,protein_coding
ENSG00000165246,2,10,1.613716907413282,up,NLGN4Y,protein_coding
ENSG00000165272,2,2,1.6421167599601638,up,AQP3,protein_coding
ENSG00000165312,2,2,-1.2068979462829077,down,OTUD1,protein_coding
ENSG00000165457,2,5,1.2900631900171293,up,FOLR2,protein_coding
ENSG00000165474,2,4,1.49623364369531,up,GJB2,protein_coding
ENSG00000165816,2,2,1.730440725465894,up,VWA2,protein_coding
ENSG00000165868,2,1,1.9040703355041617,up,HSPA12A,protein_coding
ENSG00000165935,2,3,1.4298248690580764,up,SMCO2,protein_coding
ENSG00000165949,2,9,1.7830768404609432,up,IFI27,protein_coding
ENSG00000165966,2,3,-1.3099373509910917,down,PDZRN4,protein_coding
ENSG00000165973,2,6,2.071843186797171,up,NELL1,protein_coding
ENSG00000165996,2,2,1.1468242526453525,up,HACD1,protein_coding
ENSG00000166033,2,6,1.1049752808296935,up,HTRA1,protein_coding
ENSG00000166105,2,4,2.349554089174448,up,GLB1L3,protein_coding
ENSG00000166106,2,2,-1.4783470933119685,down,ADAMTS15,protein_coding
ENSG00000166292,2,14,-1.39943567122462,down,TMEM100,protein_coding
ENSG00000166342,2,3,2.3827550776601747,up,NETO1,protein_coding
ENSG00000166501,2,3,-1.4347187232976781,down,PRKCB,protein_coding
ENSG00000166578,2,1,1.3727309407924846,up,IQCD,protein_coding
ENSG00000166803,2,3,1.4450229893332922,up,PCLAF,protein_coding
ENSG00000166823,2,2,1.552180092156518,up,MESP1,protein_coding
ENSG00000166920,2,3,1.7791562202951805,up,C15orf48,protein_coding
ENSG00000166922,2,7,1.611266878740056,up,SCG5,protein_coding
ENSG00000166923,2,7,2.2366077703065224,up,GREM1,protein_coding
ENSG00000167034,2,2,-1.1516362969569487,down,NKX3-1,protein_coding
ENSG00000167183,2,3,1.7885437560380564,up,PRR15L,protein_coding
ENSG00000167419,2,2,1.4474793336748402,up,LPO,protein_coding
ENSG00000167549,2,4,-1.4643899448050353,down,CORO6,protein_coding
ENSG00000167608,2,3,1.2718016131763197,up,TMC4,protein_coding
ENSG00000167664,2,2,-1.8670370026687464,down,TMIGD2,protein_coding
ENSG00000167693,2,3,1.239014249531487,up,NXN,protein_coding
ENSG00000167741,2,2,1.551203864776885,up,GGT6,protein_coding
ENSG00000167780,2,3,-0.4099436776125393,down,SOAT2,protein_coding
ENSG00000167861,2,2,1.796384246795375,up,HID1,protein_coding
ENSG00000168070,2,2,-1.0372390739219055,down,MAJIN,protein_coding
ENSG00000168079,2,1,-2.0490895164820575,down,SCARA5,protein_coding
ENSG00000168229,2,3,-1.274336466837364,down,PTGDR,protein_coding
ENSG00000168243,2,4,-0.4864793213080541,down,GNG4,protein_coding
ENSG00000168306,2,1,1.6692258573320902,up,ACOX2,protein_coding
ENSG00000168309,2,10,-1.3438166893995098,down,FAM107A,protein_coding
ENSG00000168329,2,2,-1.2766231971324533,down,CX3CR1,protein_coding
ENSG00000168481,2,10,-1.3533618748435434,down,LGI3,protein_coding
ENSG00000168484,2,20,-2.508777270058862,down,SFTPC,protein_coding
ENSG00000168490,2,2,-1.2888020925871233,down,PHYHIP,protein_coding
ENSG00000168497,2,3,-2.2137001052687593,down,CAVIN2,protein_coding
ENSG00000168502,2,3,1.6841160127684354,up,MTCL1,protein_coding
ENSG00000168542,2,20,1.7097532613412298,up,COL3A1,protein_coding
ENSG00000168785,2,2,1.1291721772951504,up,TSPAN5,protein_coding
ENSG00000168874,2,3,-1.2078715169636625,down,ATOH8,protein_coding
ENSG00000168916,2,2,1.436528335673825,up,ZNF608,protein_coding
ENSG00000168961,2,2,2.1337859130408448,up,LGALS9,protein_coding
ENSG00000168993,2,3,-0.7044120724442818,down,CPLX1,protein_coding
ENSG00000169129,2,8,1.5409711971749653,up,AFAP1L2,protein_coding
ENSG00000169174,2,5,-1.2307270876815462,down,PCSK9,protein_coding
ENSG00000169218,2,6,-1.36027473104118,down,RSPO1,protein_coding
ENSG00000169245,2,2,2.7063873065455164,up,CXCL10,protein_coding
ENSG00000169252,2,3,-1.1117765882568023,down,ADRB2,protein_coding
ENSG00000169282,2,2,-1.6306045449037536,down,KCNAB1,protein_coding
ENSG00000169302,2,5,1.321958427817587,up,STK32A,protein_coding
ENSG00000169313,2,2,-1.3461149870712719,down,P2RY12,protein_coding
ENSG00000169418,2,5,-1.4965329849595035,down,NPR1,protein_coding
ENSG00000169429,2,10,-1.4790494917464438,down,CXCL8,protein_coding
ENSG00000169432,2,3,-1.6162907436202565,down,SCN9A,protein_coding
ENSG00000169435,2,2,1.4152741249173921,up,RASSF6,protein_coding
ENSG00000169436,2,4,1.82235694212287,up,COL22A1,protein_coding
ENSG00000169442,2,2,1.0622558846624344,up,CD52,protein_coding
ENSG00000169495,2,2,1.489707807067611,up,HTRA4,protein_coding
ENSG00000169507,2,2,1.7654786879281827,up,SLC38A11,protein_coding
ENSG00000169604,2,2,1.4263435777301054,up,ANTXR1,protein_coding
ENSG00000169750,2,2,1.5376977348552734,up,RAC3,protein_coding
ENSG00000169760,2,3,-1.2342331548797174,down,NLGN1,protein_coding
ENSG00000170074,2,2,-1.4849182134074406,down,FAM153A,protein_coding
ENSG00000170214,2,2,-1.4269648451566799,down,ADRA1B,protein_coding
ENSG00000170290,2,1,2.436683031379883,up,SLN,protein_coding
ENSG00000170323,2,5,-1.8998767800594418,down,FABP4,protein_coding
ENSG00000170369,2,1,2.936518079054202,up,CST2,protein_coding
ENSG00000170373,2,1,7.025058048385842,up,CST1,protein_coding
ENSG00000170381,2,8,-0.8590295328977406,down,SEMA3E,protein_coding
ENSG00000170421,2,2,1.5594834796570904,up,KRT8,protein_coding
ENSG00000170442,2,2,1.2053402022487276,up,KRT86,protein_coding
ENSG00000170476,2,4,1.2770907755477905,up,MZB1,protein_coding
ENSG00000170485,2,2,1.6768851220816476,up,NPAS2,protein_coding
ENSG00000170608,2,2,1.665798330265637,up,FOXA3,protein_coding
ENSG00000170745,2,2,1.1094520600625035,up,KCNS3,protein_coding
ENSG00000170873,2,2,1.2160004136858702,up,MTSS1,protein_coding
ENSG00000170891,2,8,1.3040953592885776,up,CYTL1,protein_coding
ENSG00000170927,2,5,1.7080842630045503,up,PKHD1,protein_coding
ENSG00000170955,2,2,1.4107849461514412,up,CAVIN3,protein_coding
ENSG00000170962,2,2,1.5107123478889983,up,PDGFD,protein_coding
ENSG00000171004,2,9,1.9668079480348748,up,HS6ST2,protein_coding
ENSG00000171115,2,5,-1.2538939782513956,down,GIMAP8,protein_coding
ENSG00000171345,2,4,1.80197866803478,up,KRT19,protein_coding
ENSG00000171346,2,15,1.6756935071712311,up,KRT15,protein_coding
ENSG00000171408,2,7,1.5060519178248322,up,PDE7B,protein_coding
ENSG00000171502,2,6,1.1108852133028435,up,COL24A1,protein_coding
ENSG00000171617,2,5,1.36025440411538,up,ENC1,protein_coding
ENSG00000171631,2,3,1.43255254438942,up,P2RY6,protein_coding
ENSG00000171680,2,2,1.5605826616452352,up,PLEKHG5,protein_coding
ENSG00000171877,2,10,1.446515985131706,up,FRMD5,protein_coding
ENSG00000171885,2,7,-1.7470096672740982,down,AQP4,protein_coding
ENSG00000171940,2,2,1.4964459494329114,up,ZNF217,protein_coding
ENSG00000171951,2,4,1.9218521810854692,up,SCG2,protein_coding
ENSG00000172061,2,3,1.7359536656582082,up,LRRC15,protein_coding
ENSG00000172215,2,2,1.3103113225200502,up,CXCR6,protein_coding
ENSG00000172232,2,2,-1.1956003216257787,down,AZU1,protein_coding
ENSG00000172260,2,3,-1.1070083372190294,down,NEGR1,protein_coding
ENSG00000172264,2,2,-2.0738451479602342,down,MACROD2,protein_coding
ENSG00000172348,2,5,1.5751093114078756,up,RCAN2,protein_coding
ENSG00000172458,2,2,-1.2385316296736852,down,IL17D,protein_coding
ENSG00000172508,2,2,-1.7794939869269455,down,CARNS1,protein_coding
ENSG00000172543,2,4,-0.9540768456916016,down,CTSW,protein_coding
ENSG00000172673,2,2,-1.231882486189693,down,THEMIS,protein_coding
ENSG00000172724,2,4,2.1832216057955516,up,CCL19,protein_coding
ENSG00000172817,2,2,1.658429884319418,up,CYP7B1,protein_coding
ENSG00000172927,2,3,1.6843592192181718,up,MYEOV,protein_coding
ENSG00000172985,2,6,1.50024125826853,up,SH3RF3,protein_coding
ENSG00000173068,2,4,-0.10653954255896472,down,BNC2,protein_coding
ENSG00000173114,2,4,-1.0819893740046247,down,LRRN3,protein_coding
ENSG00000173198,2,2,-1.4638075782098703,down,CYSLTR1,protein_coding
ENSG00000173267,2,4,-1.2536662694375749,down,SNCG,protein_coding
ENSG00000173898,2,4,1.4643823330416863,up,SPTBN2,protein_coding
ENSG00000174123,2,2,1.5495046585179875,up,TLR10,protein_coding
ENSG00000174255,2,2,1.3209540613740254,up,ZNF80,protein_coding
ENSG00000174485,2,2,-1.2250720754788764,down,DENND4A,protein_coding
ENSG00000174514,2,2,1.4900323108541442,up,MFSD4A,protein_coding
ENSG00000174640,2,4,-1.2840942401321256,down,SLCO2A1,protein_coding
ENSG00000174837,2,1,-1.2058457270136274,down,ADGRE1,protein_coding
ENSG00000174938,2,4,1.748799401010738,up,SEZ6L2,protein_coding
ENSG00000174944,2,3,-0.5332257880731315,down,P2RY14,protein_coding
ENSG00000175040,2,3,-0.2976847518595816,down,CHST2,protein_coding
ENSG00000175093,2,4,-0.5848096892936172,down,SPSB4,protein_coding
ENSG00000175130,2,5,1.3732234794743454,up,MARCKSL1,protein_coding
ENSG00000175161,2,2,-1.4654089419938494,down,CADM2,protein_coding
ENSG00000175315,2,9,1.373306273947316,up,CST6,protein_coding
ENSG00000175318,2,2,1.8627139682084204,up,GRAMD2A,protein_coding
ENSG00000175445,2,7,-1.1876493739201335,down,LPL,protein_coding
ENSG00000175471,2,3,-1.3821672434744006,down,MCTP1,protein_coding
ENSG00000175556,2,4,-1.538450487390214,down,LONRF3,protein_coding
ENSG00000175600,2,4,1.5623519426656656,up,SUGCT,protein_coding
ENSG00000175785,2,4,-1.4679634497177778,down,PRIMA1,protein_coding
ENSG00000175928,2,8,1.4830788460421385,up,LRRN1,protein_coding
ENSG00000176153,2,1,2.3403057589961316,up,GPX2,protein_coding
ENSG00000176204,2,2,-0.40831063500781134,down,LRRTM4,protein_coding
ENSG00000176532,2,2,1.2851523054059535,up,PRR15,protein_coding
ENSG00000176659,2,4,1.373246410816683,up,C20orf197,lncRNA
ENSG00000176907,2,4,2.166945575492343,up,TCIM,protein_coding
ENSG00000176920,2,3,1.523066558613078,up,FUT2,protein_coding
ENSG00000176945,2,2,1.369051688759318,up,MUC20,protein_coding
ENSG00000176956,2,4,1.8859007681891105,up,LY6H,protein_coding
ENSG00000176971,2,7,-1.3527961949708793,down,FIBIN,protein_coding
ENSG00000177455,2,3,1.2917917952392737,up,CD19,protein_coding
ENSG00000177839,2,2,-1.0517541221533118,down,PCDHB9,protein_coding
ENSG00000177875,2,4,-0.5528182637658103,down,CCDC184,protein_coding
ENSG00000178385,2,2,-1.09756245921918,down,PLEKHM3,protein_coding
ENSG00000178401,2,3,1.9289719533707959,up,DNAJC22,protein_coding
ENSG00000178445,2,2,-1.0961595568036946,down,GLDC,protein_coding
ENSG00000178531,2,3,1.1003212295605682,up,CTXN1,protein_coding
ENSG00000178538,2,4,-1.5343560868511341,down,CA8,protein_coding
ENSG00000178662,2,2,1.4895992871830508,up,CSRNP3,protein_coding
ENSG00000178773,2,5,1.4174226536931913,up,CPNE7,protein_coding
ENSG00000178803,2,3,-1.1908923062193735,down,ADORA2A-AS1,lncRNA
ENSG00000179058,2,3,-0.3968767861440045,down,C9orf50,protein_coding
ENSG00000179082,2,2,-1.1242378768980905,down,C9orf106,lncRNA
ENSG00000179144,2,3,-1.3457248565516655,down,GIMAP7,protein_coding
