gene,nDiseaseAreas,nClusters,meanLog2FoldChange,direction,geneSymbol,biotype
ENSG00000101004,2,2,1.5854039691653823,up,NINL,protein_coding
ENSG00000101057,2,2,1.4536166855239183,up,MYBL2,protein_coding
ENSG00000101115,2,4,1.5190654099252354,up,SALL4,protein_coding
ENSG00000101134,2,9,1.4331887854570553,up,DOK5,protein_coding
ENSG00000101162,2,3,-2.8118905240613876,down,TUBB1,protein_coding
ENSG00000101187,2,14,-1.1264770078284723,down,SLCO4A1,protein_coding
ENSG00000101197,2,2,2.1781345188710386,up,BIRC7,protein_coding
ENSG00000101210,2,2,2.371304713640945,up,EEF1A2,protein_coding
ENSG00000101255,2,6,-1.3919363130561242,down,TRIB3,protein_coding
ENSG00000101311,2,2,1.4376404097641247,up,FERMT1,protein_coding
ENSG00000101448,2,3,-0.4353796905925779,down,EPPIN,protein_coding
ENSG00000101470,2,2,2.0189615493821385,up,TNNC2,protein_coding
ENSG00000101542,2,3,1.7862094435337996,up,CDH20,protein_coding
ENSG00000101825,2,9,1.358849464301464,up,MXRA5,protein_coding
ENSG00000101938,2,2,-1.1458378891415346,down,CHRDL1,protein_coding
ENSG00000101955,2,8,-1.399510340551157,down,SRPX,protein_coding
ENSG00000102109,2,8,1.9582628949170373,up,PCSK1N,protein_coding
ENSG00000102265,2,4,1.698630832440552,up,TIMP1,protein_coding
ENSG00000102290,2,4,-1.3051282087256821,down,PCDH11X,protein_coding
ENSG00000102678,2,7,-1.3226828850076016,down,FGF9,protein_coding
ENSG00000102683,2,3,-1.5744815413163114,down,SGCG,protein_coding
ENSG00000102760,2,4,-0.878612528385913,down,RGCC,protein_coding
ENSG00000102854,2,6,0.812583187645736,up,MSLN,protein_coding
ENSG00000103034,2,4,-1.1919871302204432,down,NDRG4,protein_coding
ENSG00000103089,2,1,1.95454488462982,up,FA2H,protein_coding
ENSG00000103257,2,2,-1.1693957270798434,down,SLC7A5,protein_coding
ENSG00000103316,2,4,1.3418720749577715,up,CRYM,protein_coding
ENSG00000103490,2,3,1.3412855193390074,up,PYCARD,protein_coding
ENSG00000103528,2,2,1.4665825070693406,up,SYT17,protein_coding
ENSG00000103534,2,2,1.9127671938322326,up,TMC5,protein_coding
ENSG00000103742,2,3,1.3584335371350484,up,IGDCC4,protein_coding
ENSG00000103855,2,4,1.1619062371099707,up,CD276,protein_coding
ENSG00000104093,2,2,-1.0189978324180204,down,DMXL2,protein_coding
ENSG00000104332,2,3,-0.4303812743322238,down,SFRP1,protein_coding
ENSG00000104419,2,2,1.89155361462814,up,NDRG1,protein_coding
ENSG00000104723,2,2,1.5441657134733222,up,TUSC3,protein_coding
ENSG00000105289,2,1,1.6763830064156489,up,TJP3,protein_coding
ENSG00000105357,2,1,1.8917488247108578,up,MYH14,protein_coding
ENSG00000105369,2,2,1.5063633525813498,up,CD79A,protein_coding
ENSG00000105374,2,4,-1.6301753834464274,down,NKG7,protein_coding
ENSG00000105388,2,7,3.3346825372265343,up,CEACAM5,protein_coding
ENSG00000105427,2,4,1.4785570444796436,up,CNFN,protein_coding
ENSG00000105472,2,3,1.300070236565305,up,CLEC11A,protein_coding
ENSG00000105509,2,3,-0.679011307232931,down,HAS1,protein_coding
ENSG00000105655,2,3,1.2397980560457273,up,ISYNA1,protein_coding
ENSG00000105664,2,7,1.8784191025749872,up,COMP,protein_coding
ENSG00000105696,2,8,2.1575436821050404,up,TMEM59L,protein_coding
ENSG00000105697,2,5,1.460170908707927,up,HAMP,protein_coding
ENSG00000105699,2,2,1.6441472210992132,up,LSR,protein_coding
ENSG00000105880,2,2,1.5636648384435015,up,DLX5,protein_coding
ENSG00000105928,2,8,1.4432377006936679,up,GSDME,protein_coding
ENSG00000105929,2,3,1.4800295190875985,up,ATP6V0A4,protein_coding
ENSG00000106123,2,3,-0.42223696410604333,down,EPHB6,protein_coding
ENSG00000106236,2,3,1.2512438727860744,up,NPTX2,protein_coding
ENSG00000106258,2,4,-1.303506906080874,down,CYP3A5,protein_coding
ENSG00000106278,2,4,2.0629560166287977,up,PTPRZ1,protein_coding
ENSG00000106333,2,3,1.4748790550563555,up,PCOLCE,protein_coding
ENSG00000106624,2,3,-1.3702798109907264,down,AEBP1,protein_coding
ENSG00000106688,2,2,1.62039526105433,up,SLC1A1,protein_coding
ENSG00000106819,2,2,1.5958773817388832,up,ASPN,protein_coding
ENSG00000107593,2,1,1.3581545568462112,up,PKD2L1,protein_coding
ENSG00000107731,2,3,1.6466521540996653,up,UNC5B,protein_coding
ENSG00000107796,2,2,1.4339039395977198,up,ACTA2,protein_coding
ENSG00000107798,2,1,1.1927756600881088,up,LIPA,protein_coding
ENSG00000107984,2,2,-2.0867760631086596,down,DKK1,protein_coding
ENSG00000108001,2,3,1.5616777998354894,up,EBF3,protein_coding
ENSG00000108176,2,2,2.1184746106723114,up,DNAJC12,protein_coding
ENSG00000108342,2,10,-1.9604713902354711,down,CSF3,protein_coding
ENSG00000108405,2,4,-1.3424244677630193,down,P2RX1,protein_coding
ENSG00000108576,2,15,-1.3319746587940096,down,SLC6A4,protein_coding
ENSG00000108622,2,2,-1.583083587530672,down,ICAM2,protein_coding
ENSG00000108821,2,21,1.9085349317133806,up,COL1A1,protein_coding
ENSG00000108846,2,2,1.9139890442828236,up,ABCC3,protein_coding
ENSG00000108924,2,2,-1.1635357313322838,down,HLF,protein_coding
ENSG00000108947,2,2,1.1350394205330578,up,EFNB3,protein_coding
ENSG00000109072,2,3,-0.5392235854057862,down,VTN,protein_coding
ENSG00000109099,2,2,1.5084756740751948,up,PMP22,protein_coding
ENSG00000109265,2,5,1.3268603105296881,up,KIAA1211,protein_coding
ENSG00000109272,2,4,-1.2278140848267671,down,PF4V1,protein_coding
ENSG00000109339,2,1,1.385491521914028,up,MAPK10,protein_coding
ENSG00000109472,2,3,1.9005066263097898,up,CPE,protein_coding
ENSG00000109654,2,4,1.5755784681948917,up,TRIM2,protein_coding
ENSG00000109684,2,8,1.5651700866492966,up,CLNK,protein_coding
ENSG00000109846,2,6,-1.4338348927260263,down,CRYAB,protein_coding
ENSG00000110092,2,4,1.565057970276729,up,CCND1,protein_coding
ENSG00000110492,2,8,1.8244195281349505,up,MDK,protein_coding
ENSG00000110680,2,2,0.2894150409868992,down,CALCA,protein_coding
ENSG00000110693,2,3,1.1987110859807328,up,SOX6,protein_coding
ENSG00000110786,2,2,-1.2409681046269219,down,PTPN5,protein_coding
ENSG00000110934,2,4,-1.4433162384700537,down,BIN2,protein_coding
ENSG00000111331,2,6,1.7852271967802562,up,OAS3,protein_coding
ENSG00000111335,2,5,1.78263232021775,up,OAS2,protein_coding
ENSG00000111424,2,2,1.2966342512347553,up,VDR,protein_coding
ENSG00000111452,2,3,-0.18866594945457704,down,ADGRD1,protein_coding
ENSG00000111490,2,3,-0.5341341894519841,down,TBC1D30,protein_coding
ENSG00000112175,2,4,0.6546022039281947,up,BMP5,protein_coding
ENSG00000112245,2,4,1.5014179239316174,up,PTP4A1,protein_coding
ENSG00000112486,2,2,1.1609912176460218,up,CCR6,protein_coding
ENSG00000112559,2,4,1.278663064960245,up,MDFI,protein_coding
ENSG00000112667,2,5,1.1630164913415106,up,DNPH1,protein_coding
ENSG00000112759,2,1,1.2596069182017566,up,SLC29A1,protein_coding
ENSG00000112902,2,4,-0.5381801501154017,down,SEMA5A,protein_coding
ENSG00000113249,2,2,1.3670858444676774,up,HAVCR1,protein_coding
ENSG00000113361,2,4,1.3096024490437221,up,CDH6,protein_coding
ENSG00000113532,2,2,1.2229076461922062,up,ST8SIA4,protein_coding
ENSG00000113722,2,2,1.9027511410460636,up,CDX1,protein_coding
ENSG00000113805,2,5,1.486273279558744,up,CNTN3,protein_coding
ENSG00000114115,2,10,1.6289066960027327,up,RBP1,protein_coding
ENSG00000114270,2,9,1.5492751749891907,up,COL7A1,protein_coding
ENSG00000114279,2,1,-1.8309592164885315,down,FGF12,protein_coding
ENSG00000114631,2,3,1.6181686265123443,up,PODXL2,protein_coding
ENSG00000114854,2,6,-1.379995617033857,down,TNNC1,protein_coding
ENSG00000115008,2,4,-1.7287883020072594,down,IL1A,protein_coding
ENSG00000115226,2,6,1.4017910689104394,up,FNDC4,protein_coding
ENSG00000115361,2,10,-1.208220137293686,down,ACADL,protein_coding
ENSG00000115457,2,6,2.0705713983853324,up,IGFBP2,protein_coding
ENSG00000115468,2,2,2.0228307511987564,up,EFHD1,protein_coding
ENSG00000115523,2,3,-2.247323714631393,down,GNLY,protein_coding
ENSG00000115590,2,15,-1.328052267244742,down,IL1R2,protein_coding
ENSG00000115604,2,15,-1.3191190547440375,down,IL18R1,protein_coding
ENSG00000115607,2,5,-1.1915746055931866,down,IL18RAP,protein_coding
ENSG00000115641,2,15,1.722291358999506,up,FHL2,protein_coding
ENSG00000115884,2,4,1.9447139908300892,up,SDC1,protein_coding
ENSG00000115896,2,2,1.3154442716849806,up,PLCL1,protein_coding
ENSG00000115919,2,4,-1.299776433959308,down,KYNU,protein_coding
ENSG00000116016,2,3,-1.2659868330444068,down,EPAS1,protein_coding
ENSG00000116106,2,2,1.7355561019598882,up,EPHA4,protein_coding
ENSG00000116132,2,1,1.1338591450346158,up,PRRX1,protein_coding
ENSG00000116157,2,3,1.2079244717262434,up,GPX7,protein_coding
ENSG00000116675,2,3,-1.1195399177343026,down,DNAJC6,protein_coding
ENSG00000116701,2,3,-1.6317508650743928,down,NCF2,protein_coding
ENSG00000116761,2,7,-0.9244026292161588,down,CTH,protein_coding
ENSG00000116991,2,2,1.704111168171916,up,SIPA1L2,protein_coding
ENSG00000117122,2,4,1.664036700273351,up,MFAP2,protein_coding
ENSG00000117600,2,6,1.9992157894585465,up,PLPPR4,protein_coding
ENSG00000117834,2,3,-1.1864498412504065,down,SLC5A9,protein_coding
ENSG00000118137,2,3,-1.437088638984499,down,APOA1,protein_coding
ENSG00000118194,2,4,-1.7061891152230284,down,TNNT2,protein_coding
ENSG00000118407,2,3,0.1217333854083249,down,FILIP1,protein_coding
ENSG00000118785,2,22,2.8193852249932236,up,SPP1,protein_coding
ENSG00000118849,2,4,1.2625622095088194,up,RARRES1,protein_coding
ENSG00000118898,2,2,-0.26967875808519465,down,PPL,protein_coding
ENSG00000118971,2,7,1.3637085869376655,up,CCND2,protein_coding
ENSG00000119147,2,3,-0.8670091133512301,down,ECRG4,protein_coding
ENSG00000119535,2,13,-1.4366515340384822,down,CSF3R,protein_coding
ENSG00000119630,2,4,1.8168316840640137,up,PGF,protein_coding
ENSG00000119655,2,2,1.7355156297866086,up,NPC2,protein_coding
ENSG00000119888,2,1,2.1340454057477602,up,EPCAM,protein_coding
ENSG00000119917,2,9,2.1865939843725988,up,IFIT3,protein_coding
ENSG00000120217,2,3,-1.1697387756996511,down,CD274,protein_coding
ENSG00000120278,2,4,1.361984175636634,up,PLEKHG1,protein_coding
ENSG00000120337,2,2,2.2966716283549764,up,TNFSF18,protein_coding
ENSG00000120457,2,2,1.651102426869904,up,KCNJ5,protein_coding
ENSG00000120549,2,2,1.2491079086028831,up,KIAA1217,protein_coding
ENSG00000120659,2,2,1.7388957356797452,up,TNFSF11,protein_coding
ENSG00000120708,2,4,0.9622031553788669,up,TGFBI,protein_coding
ENSG00000120875,2,6,1.3444135982854768,up,DUSP4,protein_coding
ENSG00000120907,2,14,-1.9271590127755427,down,ADRA1A,protein_coding
ENSG00000120949,2,3,1.2380645971399022,up,TNFRSF8,protein_coding
ENSG00000121005,2,5,1.535963037007401,up,CRISPLD1,protein_coding
ENSG00000121039,2,2,-1.352658909712239,down,RDH10,protein_coding
ENSG00000121207,2,3,1.4844922032774288,up,LRAT,protein_coding
ENSG00000121361,2,7,-1.1420099001294646,down,KCNJ8,protein_coding
ENSG00000121410,2,1,1.0401610318105088,up,A1BG,protein_coding
ENSG00000121690,2,2,1.4604655057611313,up,DEPDC7,protein_coding
ENSG00000121807,2,3,-0.42588698801645636,down,CCR2,protein_coding
ENSG00000121895,2,3,0.6420150736140859,up,TMEM156,protein_coding
ENSG00000121904,2,2,1.3063760632413282,up,CSMD2,protein_coding
ENSG00000122025,2,5,-1.2002279246079914,down,FLT3,protein_coding
ENSG00000122254,2,5,2.2826066359560953,up,HS3ST2,protein_coding
ENSG00000122378,2,3,0.6461725862172367,up,PRXL2A,protein_coding
ENSG00000122420,2,5,-1.618739093302634,down,PTGFR,protein_coding
ENSG00000122574,2,3,1.6575488908411795,up,WIPF3,protein_coding
ENSG00000122641,2,2,1.711875517212313,up,INHBA,protein_coding
ENSG00000122691,2,6,1.4111003214862492,up,TWIST1,protein_coding
ENSG00000122729,2,2,-1.1352778938690986,down,ACO1,protein_coding
ENSG00000122852,2,20,-1.8566739349424946,down,SFTPA1,protein_coding
ENSG00000122861,2,5,1.6559145985570418,up,PLAU,protein_coding
ENSG00000122870,2,2,1.4900234665963836,up,BICC1,protein_coding
ENSG00000122966,2,2,1.6242236692707632,up,CIT,protein_coding
ENSG00000123119,2,19,-1.8962638812903136,down,NECAB1,protein_coding
ENSG00000123500,2,2,3.0978478428584464,up,COL10A1,protein_coding
ENSG00000123572,2,5,1.8578983684721535,up,NRK,protein_coding
ENSG00000123685,2,5,-0.8667199731536046,down,BATF3,protein_coding
ENSG00000123836,2,4,-0.5340900255260703,down,PFKFB2,protein_coding
ENSG00000123989,2,2,1.191112785470434,up,CHPF,protein_coding
ENSG00000124102,2,12,-2.2353457607275593,down,PI3,protein_coding
ENSG00000124107,2,5,-0.44604833976839675,down,SLPI,protein_coding
ENSG00000124143,2,3,1.7753406477767244,up,ARHGAP40,protein_coding
ENSG00000124212,2,2,-1.6406522571648177,down,PTGIS,protein_coding
ENSG00000124215,2,2,1.3929035435489014,up,CDH26,protein_coding
ENSG00000124225,2,4,0.6078878169664588,up,PMEPA1,protein_coding
ENSG00000124249,2,3,1.729917539673175,up,KCNK15,protein_coding
ENSG00000124564,2,3,-0.5694639985496701,down,SLC17A3,protein_coding
ENSG00000124602,2,1,1.433184818798205,up,UNC5CL,protein_coding
ENSG00000124664,2,3,1.6864693613783222,up,SPDEF,protein_coding
ENSG00000124749,2,5,1.8488345690660146,up,COL21A1,protein_coding
ENSG00000124772,2,4,1.5045714110187236,up,CPNE5,protein_coding
ENSG00000124813,2,2,1.654201419843026,up,RUNX2,protein_coding
ENSG00000125144,2,9,-1.8679286240400776,down,MT1G,protein_coding
ENSG00000125148,2,7,-0.8781769525319041,down,MT2A,protein_coding
ENSG00000125355,2,1,1.3088545482950522,up,TMEM255A,protein_coding
ENSG00000125398,2,5,2.0329383811228023,up,SOX9,protein_coding
ENSG00000125538,2,7,-1.6812644288047214,down,IL1B,protein_coding
ENSG00000125730,2,2,1.4251752797921353,up,C3,protein_coding
ENSG00000125869,2,3,1.8656420126483988,up,LAMP5,protein_coding
ENSG00000126217,2,2,2.019278481321744,up,MCF2L,protein_coding
ENSG00000126262,2,3,-1.3276642496618223,down,FFAR2,protein_coding
ENSG00000126709,2,10,1.5705624809140544,up,IFI6,protein_coding
ENSG00000126733,2,2,1.4143565316382416,up,DACH2,protein_coding
ENSG00000126856,2,3,-0.41715152579463116,down,PRDM7,protein_coding
ENSG00000127083,2,1,-1.325302746707389,down,OMD,protein_coding
ENSG00000127329,2,7,-1.2145851304842246,down,PTPRB,protein_coding
ENSG00000127824,2,2,-1.1965127674422877,down,TUBA4A,protein_coding
ENSG00000127863,2,8,1.3236306730194036,up,TNFRSF19,protein_coding
ENSG00000127928,2,4,1.5745306941541959,up,GNGT1,protein_coding
ENSG00000127954,2,4,0.8843326920752494,up,STEAP4,protein_coding
ENSG00000127990,2,2,1.3842380274492467,up,SGCE,protein_coding
ENSG00000128039,2,2,1.4304213240461214,up,SRD5A3,protein_coding
ENSG00000128218,2,4,0.8911795571776583,up,VPREB3,protein_coding
ENSG00000128268,2,1,-1.6750206220369859,down,MGAT3,protein_coding
ENSG00000128383,2,3,-0.620938707695742,down,APOBEC3A,protein_coding
ENSG00000128573,2,3,-0.614575062076608,down,FOXP2,protein_coding
ENSG00000128606,2,1,1.347987385575352,up,LRRC17,protein_coding
ENSG00000128656,2,2,1.609628592038584,up,CHN1,protein_coding
ENSG00000128833,2,2,1.3008825948059992,up,MYO5C,protein_coding
ENSG00000129167,2,2,-1.0439013206870797,down,TPH1,protein_coding
ENSG00000129194,2,2,-1.229678577740621,down,SOX15,protein_coding
ENSG00000129244,2,1,1.1226605285757536,up,ATP1B2,protein_coding
ENSG00000129437,2,3,-1.4524229185194073,down,KLK14,protein_coding
ENSG00000129654,2,3,1.5371799325859539,up,FOXJ1,protein_coding
ENSG00000129682,2,4,1.3346988962906052,up,FGF13,protein_coding
ENSG00000129990,2,2,-2.14264585371167,down,SYT5,protein_coding
ENSG00000130005,2,2,1.6792270165896102,up,GAMT,protein_coding
ENSG00000130203,2,3,1.6608233069209732,up,APOE,protein_coding
ENSG00000130208,2,2,1.399733215696413,up,APOC1,protein_coding
ENSG00000130300,2,4,1.4683393096375534,up,PLVAP,protein_coding
ENSG00000130413,2,2,1.3857401199257933,up,STK33,protein_coding
ENSG00000130508,2,4,1.8753262702756635,up,PXDN,protein_coding
ENSG00000130513,2,7,1.6573944827912577,up,GDF15,protein_coding
ENSG00000130522,2,1,-1.9698346529909827,down,JUND,protein_coding
ENSG00000130592,2,5,-0.7556385642494032,down,LSP1,protein_coding
ENSG00000130595,2,3,-1.8034364120788648,down,TNNT3,protein_coding
ENSG00000130600,2,6,-1.2288313738506984,down,H19,lncRNA
ENSG00000130635,2,5,1.493700590862052,up,COL5A1,protein_coding
ENSG00000130988,2,2,-1.236273279931255,down,RGN,protein_coding
ENSG00000131018,2,1,-2.721219222936937,down,SYNE1,protein_coding
ENSG00000131042,2,2,-1.3229674945621788,down,LILRB2,protein_coding
ENSG00000131471,2,8,-1.3130159383530793,down,AOC3,protein_coding
ENSG00000131477,2,2,-1.1162918111619982,down,RAMP2,protein_coding
ENSG00000131480,2,2,-1.1160159072006015,down,AOC2,protein_coding
ENSG00000131711,2,5,1.2217967473247995,up,MAP1B,protein_coding
ENSG00000131831,2,2,-1.7836381959616765,down,RAI2,protein_coding
ENSG00000131941,2,1,1.63823506796618,up,RHPN2,protein_coding
ENSG00000132000,2,1,1.4748248556926356,up,PODNL1,protein_coding
ENSG00000132031,2,3,-0.3217560057372306,down,MATN3,protein_coding
ENSG00000132185,2,3,1.2922523997705493,up,FCRLA,protein_coding
ENSG00000132386,2,6,1.6386823807773765,up,SERPINF1,protein_coding
ENSG00000132437,2,2,-1.5531503031350655,down,DDC,protein_coding
ENSG00000132470,2,5,1.4645354523828533,up,ITGB4,protein_coding
ENSG00000132563,2,2,1.073910899719969,up,REEP2,protein_coding
ENSG00000132639,2,7,1.7745535332049336,up,SNAP25,protein_coding
ENSG00000132698,2,1,2.0871729180575413,up,RAB25,protein_coding
ENSG00000132702,2,2,-0.47027596171285463,down,HAPLN2,protein_coding
ENSG00000132821,2,7,1.415062771203953,up,VSTM2L,protein_coding
ENSG00000133019,2,6,-0.9947939126259875,down,CHRM3,protein_coding
ENSG00000133048,2,10,1.41785519794506,up,CHI3L1,protein_coding
ENSG00000133063,2,13,1.9227333701753373,up,CHIT1,protein_coding
ENSG00000133083,2,6,1.4588144009085535,up,DCLK1,protein_coding
ENSG00000133106,2,5,1.5551803842798784,up,EPSTI1,protein_coding
ENSG00000133110,2,10,1.92862314665648,up,POSTN,protein_coding
ENSG00000133121,2,5,-0.663872477725107,down,STARD13,protein_coding
ENSG00000133169,2,3,-1.3525263319011558,down,BEX1,protein_coding
ENSG00000133466,2,3,2.231496620125799,up,C1QTNF6,protein_coding
ENSG00000133561,2,4,-1.3616864969161444,down,GIMAP6,protein_coding
ENSG00000133574,2,3,-0.29948855717028455,down,GIMAP4,protein_coding
ENSG00000133636,2,6,-2.2538035301827652,down,NTS,protein_coding
ENSG00000133661,2,9,-1.5161592325975852,down,SFTPD,protein_coding
ENSG00000133687,2,5,-1.3088258049028025,down,TMTC1,protein_coding
ENSG00000133863,2,3,-1.1478869023281695,down,TEX15,protein_coding
ENSG00000134013,2,2,1.3792119155169367,up,LOXL2,protein_coding
ENSG00000134020,2,17,-1.275318896478446,down,PEBP4,protein_coding
ENSG00000134028,2,5,1.908191757884999,up,ADAMDEC1,protein_coding
ENSG00000134121,2,14,1.4613449137927144,up,CHL1,protein_coding
ENSG00000134259,2,3,-1.5279506257301652,down,NGF,protein_coding
ENSG00000134291,2,1,-1.2134651371878613,down,TMEM106C,protein_coding
ENSG00000134323,2,2,1.6154714425020058,up,MYCN,protein_coding
ENSG00000134363,2,3,-0.8424561425875084,down,FST,protein_coding
ENSG00000134398,2,9,1.6969019878248712,up,ERN2,protein_coding
ENSG00000134460,2,2,1.277088082202274,up,IL2RA,protein_coding
ENSG00000134504,2,3,1.2428832422971572,up,KCTD1,protein_coding
ENSG00000134548,2,2,-1.1386191486865311,down,SPX,protein_coding
ENSG00000134871,2,3,-0.528755256062076,down,COL4A2,protein_coding
ENSG00000134917,2,12,-1.4526770961346278,down,ADAMTS8,protein_coding
ENSG00000134986,2,2,1.5125963361254924,up,NREP,protein_coding
ENSG00000135052,2,3,1.2441077013494195,up,GOLM1,protein_coding
ENSG00000135094,2,10,1.3014108679343606,up,SDS,protein_coding
ENSG00000135218,2,10,-1.49691595115603,down,CD36,protein_coding
ENSG00000135318,2,4,1.2068782903260977,up,NT5E,protein_coding
ENSG00000135604,2,9,-1.2523551562511712,down,STX11,protein_coding
ENSG00000135750,2,3,1.6612474718343146,up,KCNK1,protein_coding
ENSG00000135862,2,2,-1.296072523391016,down,LAMC1,protein_coding
ENSG00000135916,2,5,1.4119382169732588,up,ITM2C,protein_coding
ENSG00000136111,2,3,0.0003620546659056645,down,TBC1D4,protein_coding
ENSG00000136160,2,13,-1.6236647955049301,down,EDNRB,protein_coding
ENSG00000136235,2,4,1.3338935825106248,up,GPNMB,protein_coding
ENSG00000136244,2,8,-1.7590925385006493,down,IL6,protein_coding
ENSG00000136286,2,5,-1.001670961885924,down,MYO1G,protein_coding
ENSG00000136352,2,1,1.8257884738304426,up,NKX2-1,protein_coding
ENSG00000136383,2,4,0.5512941308207382,up,ALPK3,protein_coding
ENSG00000136573,2,5,1.5160845604818378,up,BLK,protein_coding
ENSG00000136842,2,10,-1.1974237419070324,down,TMOD1,protein_coding
ENSG00000136859,2,2,1.3493230236122118,up,ANGPTL2,protein_coding
ENSG00000136881,2,5,1.9989154494169483,up,BAAT,protein_coding
ENSG00000137193,2,3,-1.099549356413413,down,PIM1,protein_coding
ENSG00000137203,2,7,1.719922347954749,up,TFAP2A,protein_coding
ENSG00000137266,2,4,1.5091408574109235,up,SLC22A23,protein_coding
ENSG00000137441,2,4,-1.701130398363233,down,FGFBP2,protein_coding
ENSG00000137507,2,9,-1.1164717860835813,down,LRRC32,protein_coding
ENSG00000137558,2,4,1.5013338755625332,up,PI15,protein_coding
ENSG00000137573,2,5,1.1629735752280344,up,SULF1,protein_coding
ENSG00000137648,2,11,1.9623480724009374,up,TMPRSS4,protein_coding
ENSG00000137673,2,25,2.46496227448408,up,MMP7,protein_coding
ENSG00000137745,2,2,3.190642941665184,up,MMP13,protein_coding
ENSG00000137819,2,1,-1.047453657977137,down,PAQR5,protein_coding
ENSG00000137857,2,3,-0.584996526009946,down,DUOX1,protein_coding
ENSG00000137868,2,3,2.076198862968692,up,STRA6,protein_coding
ENSG00000137941,2,2,-1.3440937281845935,down,TTLL7,protein_coding
ENSG00000137959,2,15,2.5616127171082375,up,IFI44L,protein_coding
ENSG00000137968,2,4,1.496477849282281,up,SLC44A5,protein_coding
ENSG00000138061,2,9,-1.682768071647987,down,CYP1B1,protein_coding
ENSG00000138080,2,2,1.308080609315689,up,EMILIN1,protein_coding
ENSG00000138185,2,4,1.7443900208979481,up,ENTPD1,protein_coding
ENSG00000138356,2,4,-1.1460454529703614,down,AOX1,protein_coding
ENSG00000138435,2,4,1.5503345419171652,up,CHRNA1,protein_coding
ENSG00000138640,2,3,1.755962364691385,up,FAM13A,protein_coding
ENSG00000138642,2,2,1.4260952973549343,up,HERC6,protein_coding
ENSG00000138646,2,3,1.3737737891339536,up,HERC5,protein_coding
ENSG00000138685,2,2,-1.0903527704988307,down,FGF2,protein_coding
ENSG00000138741,2,2,-1.2592626827314257,down,TRPC3,protein_coding
ENSG00000138755,2,2,2.066951317106596,up,CXCL9,protein_coding
ENSG00000138772,2,6,-1.1992159383408263,down,ANXA3,protein_coding
ENSG00000138792,2,2,1.9704594150082202,up,ENPEP,protein_coding
ENSG00000138795,2,5,1.4452888238602957,up,LEF1,protein_coding
ENSG00000139044,2,1,1.4871299516931917,up,B4GALNT3,protein_coding
ENSG00000139193,2,8,1.172847649926031,up,CD27,protein_coding
ENSG00000139194,2,3,1.4673768141919172,up,RBP5,protein_coding
ENSG00000139220,2,2,1.4762767297245716,up,PPFIA2,protein_coding
ENSG00000139263,2,2,1.6957784061322438,up,LRIG3,protein_coding
ENSG00000139329,2,6,1.319828992234348,up,LUM,protein_coding
ENSG00000139351,2,5,-0.6450224545225618,down,SYCP3,protein_coding
ENSG00000139865,2,1,1.4774046161827958,up,TTC6,protein_coding
ENSG00000139970,2,3,-1.1867440944434202,down,RTN1,protein_coding
ENSG00000139973,2,6,1.88598247120081,up,SYT16,protein_coding
ENSG00000140297,2,3,2.266236726698721,up,GCNT3,protein_coding
ENSG00000140403,2,4,1.2589002375435236,up,DNAJA4,protein_coding
ENSG00000140937,2,2,1.9765062272222083,up,CDH11,protein_coding
ENSG00000140945,2,5,-0.8826330467912369,down,CDH13,protein_coding
ENSG00000140961,2,5,-1.2625583905089333,down,OSGIN1,protein_coding
ENSG00000141161,2,3,-1.4105131843390808,down,UNC45B,protein_coding
ENSG00000141293,2,2,-1.4828914338752055,down,SKAP1,protein_coding
ENSG00000141448,2,3,-1.1171867035717036,down,GATA6,protein_coding
ENSG00000141639,2,2,-1.442601944108346,down,MAPK4,protein_coding
ENSG00000141738,2,1,1.9195138208089035,up,GRB7,protein_coding
ENSG00000141744,2,11,-1.7785038352391471,down,PNMT,protein_coding
ENSG00000141753,2,5,1.4815348863220437,up,IGFBP4,protein_coding
ENSG00000141756,2,2,1.9014886284504269,up,FKBP10,protein_coding
ENSG00000141934,2,8,1.6614210762405428,up,PLPP2,protein_coding
ENSG00000142156,2,5,1.7965056296760835,up,COL6A1,protein_coding
ENSG00000142173,2,8,2.056930344479199,up,COL6A2,protein_coding
ENSG00000142273,2,2,1.4856573579945167,up,CBLC,protein_coding
ENSG00000142494,2,3,1.1719388232062686,up,SLC47A1,protein_coding
ENSG00000142583,2,4,1.448336614309431,up,SLC2A5,protein_coding
ENSG00000142606,2,3,1.2779855240867086,up,MMEL1,protein_coding
ENSG00000142611,2,2,-1.0755761720346664,down,PRDM16,protein_coding
ENSG00000142748,2,24,-2.0324467598427205,down,FCN3,protein_coding
ENSG00000142798,2,2,1.639237114019877,up,HSPG2,protein_coding
ENSG00000142910,2,4,1.2474741546217043,up,TINAGL1,protein_coding
ENSG00000142920,2,3,1.1592551893000722,up,AZIN2,protein_coding
ENSG00000142949,2,1,1.6976303504032801,up,PTPRF,protein_coding
ENSG00000142973,2,5,-0.8433271906834401,down,CYP4B1,protein_coding
ENSG00000143126,2,2,1.4455112033370916,up,CELSR2,protein_coding
ENSG00000143171,2,3,-1.5280955873402629,down,RXRG,protein_coding
ENSG00000143217,2,3,1.4273279842018933,up,NECTIN4,protein_coding
ENSG00000143226,2,2,1.0808351395093874,up,FCGR2A,protein_coding
ENSG00000143248,2,1,1.8345096762601365,up,RGS5,protein_coding
ENSG00000143320,2,10,2.403839785815859,up,CRABP2,protein_coding
ENSG00000143341,2,8,1.7665549989412113,up,HMCN1,protein_coding
