gene,geneSymbol,biotype,cluster,diseaseArea,log2FoldChange,padj,caseDetection,controlDetection,detectionDelta,nStudies,interpretedCellType,interpretationStatus,topSourceLabel,topSourceLabelFraction,homeCluster,homeClusterControlDetection,homeInterpretedCellType,homeTopLabel,homeTopLabelFraction,recipientLabelEntropy,direction
ENSG00000114315,HES1,protein_coding,31,Lung Cancer,1.631520053985858,0.021276883382000275,0.7245694618790971,0.26105834407638673,0.46351111780271037,3,basal cell,resolved,basal cell,0.9368114823755128,33,0.8658217032303045,unresolved,basal cell,0.4132281553398058,0.532808354671482,gain
ENSG00000181458,TMEM45A,protein_coding,45,Cystic Fibrosis,3.1869037835106795,0.001573088710464486,0.6327178350348552,0.19800675897908682,0.4347110760557684,2,respiratory tract goblet cell,resolved,respiratory tract goblet cell,0.8534097573980272,57,0.5,unresolved,respiratory tract goblet cell,0.5,0.9397563624623004,gain
ENSG00000168878,SFTPB,protein_coding,38,Lung Cancer,2.1121995217199374,0.00368134024532314,0.8210482309222087,0.39864811415946927,0.4224001167627394,4,pulmonary alveolar type 1 cell,resolved,pulmonary alveolar type 1 cell,0.7562462616115246,57,1.0,unresolved,respiratory tract goblet cell,0.5,1.453044605741464,gain
ENSG00000099795,NDUFB7,protein_coding,31,Lung Cancer,1.0241318096534435,0.022574413388087373,0.7429926514208507,0.32214212397919345,0.42085052744165724,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9819277108433735,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000131400,NAPSA,protein_coding,38,Lung Cancer,1.9371904855129705,0.0023630483045454648,0.7861332137218232,0.36876516601655335,0.41736804770526986,4,pulmonary alveolar type 1 cell,resolved,pulmonary alveolar type 1 cell,0.7562462616115246,57,1.0,unresolved,respiratory tract goblet cell,0.5,1.453044605741464,gain
ENSG00000141232,TOB1,protein_coding,31,Lung Cancer,1.1961552871804226,0.029046931808930067,0.6942996761548675,0.27844436840062864,0.4158553077542389,3,basal cell,resolved,basal cell,0.9368114823755128,33,0.9076613706694688,unresolved,basal cell,0.4132281553398058,0.532808354671482,gain
ENSG00000160213,CSTB,protein_coding,31,Lung Cancer,1.7085852948232467,0.026606321311426206,0.9136372414899584,0.49838001623130107,0.4152572252586573,3,basal cell,resolved,basal cell,0.9368114823755128,22,1.0,unresolved,macrophage,0.4822222222222222,0.532808354671482,gain
ENSG00000168209,DDIT4,protein_coding,31,Lung Cancer,2.1824252445583348,0.0038459237628017105,0.8503496686829728,0.4397961190361409,0.4105535496468319,3,basal cell,resolved,basal cell,0.9368114823755128,23,0.6836158155878701,unresolved,basal cell,0.4718010254172575,0.532808354671482,gain
ENSG00000137673,MMP7,protein_coding,23,IPF / Pulmonary Fibrosis,2.293485076629391,7.41233010384088e-06,0.6983864684234858,0.2904357699029321,0.40795069852055377,3,unresolved,unresolved,basal cell,0.4718010254172575,45,0.25210562539080117,respiratory tract goblet cell,respiratory tract goblet cell,0.8534097573980272,1.8939286541819795,gain
ENSG00000002586,CD99,protein_coding,31,Lung Cancer,1.3648048523366971,0.012029948524916675,0.7546530220615569,0.3489742967271671,0.4056787253343898,3,basal cell,resolved,basal cell,0.9368114823755128,33,0.9178124132916178,unresolved,basal cell,0.4132281553398058,0.532808354671482,gain
ENSG00000129559,NEDD8,protein_coding,31,Lung Cancer,1.1321547265614151,0.013246536356811266,0.775594142213431,0.37021248593145806,0.405381656281973,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9929718875502008,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000127540,UQCR11,protein_coding,31,Lung Cancer,1.3764173271192957,0.017838360418236554,0.9109408416753599,0.5083843378703958,0.4025565038049641,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9879518072289155,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000204435,CSNK2B,protein_coding,31,Lung Cancer,1.190333467142667,0.0364563668022949,0.6944043419864246,0.29296315686146196,0.4014411851249627,3,basal cell,resolved,basal cell,0.9368114823755128,33,0.9236392165867755,unresolved,basal cell,0.4132281553398058,0.532808354671482,gain
ENSG00000181458,TMEM45A,protein_coding,23,Cystic Fibrosis,3.616722771431626,0.013723635842978229,0.5234126230456669,0.1225548890874292,0.40085773395823776,2,unresolved,unresolved,basal cell,0.4718010254172575,57,0.5,unresolved,respiratory tract goblet cell,0.5,1.8939286541819795,gain
ENSG00000136888,ATP6V1G1,protein_coding,31,Lung Cancer,1.0035090282970196,0.03981324800687176,0.8734212675107312,0.4738260003705602,0.399595267140171,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9608433734939759,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000105669,COPE,protein_coding,31,Lung Cancer,1.1295857896205102,0.021276883382000275,0.7024818044912758,0.30421794982757255,0.3982638546637033,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9678714859437751,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000155366,RHOC,protein_coding,31,Lung Cancer,1.3331539862254265,0.025965501479111013,0.7683885150733446,0.3713020396071243,0.3970864754662203,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9839357429718876,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000126267,COX6B1,protein_coding,31,Lung Cancer,1.422190153879088,0.013246536356811266,0.9305378999024831,0.5341771648660658,0.39636073503641733,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9869477911646586,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000125534,PPDPF,protein_coding,31,Lung Cancer,1.6469420459302682,0.020560148030304166,0.9384438136418524,0.542491439522604,0.39595237411924833,3,basal cell,resolved,basal cell,0.9368114823755128,57,1.0,unresolved,respiratory tract goblet cell,0.5,0.532808354671482,gain
ENSG00000154518,ATP5MC3,protein_coding,31,Lung Cancer,1.128446809444279,0.049582941825203085,0.8328275724262337,0.43693801787295505,0.3958895545532787,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9889558232931727,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000198856,OSTC,protein_coding,31,Lung Cancer,1.3764003928137625,0.03219818218031242,0.6453811521173082,0.2515189023882299,0.3938622497290783,3,basal cell,resolved,basal cell,0.9368114823755128,33,0.9242515571629496,unresolved,basal cell,0.4132281553398058,0.532808354671482,gain
ENSG00000090266,NDUFB2,protein_coding,31,Lung Cancer,1.0226993085771259,0.036337141492648294,0.8226400915125598,0.43254979382918146,0.39009029768337833,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.993975903614458,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000171314,PGAM1,protein_coding,31,Lung Cancer,1.1357238238055447,0.020560148030304166,0.7038833720073469,0.31461283296165743,0.3892705390456894,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9759036144578312,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000101182,PSMA7,protein_coding,31,Lung Cancer,1.203877767382904,0.028918627656732865,0.8405530166927929,0.45260310611322085,0.38794991057957207,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9989959839357428,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000134825,TMEM258,protein_coding,31,Lung Cancer,1.2086038209219743,0.027258158656382196,0.8568826365695222,0.4696469626157981,0.38723567395372416,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9277108433734941,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000155368,DBI,protein_coding,31,Lung Cancer,1.3049886300815798,0.0363717382247113,0.7163508160768148,0.3297720957097666,0.3865787203670482,3,basal cell,resolved,basal cell,0.9368114823755128,70,0.9909297052154193,unresolved,pulmonary alveolar type 2 cell,0.9787946428571428,0.532808354671482,gain
ENSG00000179091,CYC1,protein_coding,31,Lung Cancer,1.2238171519173564,0.0348721102294902,0.6297237189675248,0.24329472870752264,0.3864289902600021,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9166666666666667,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000185499,MUC1,protein_coding,38,Lung Cancer,2.0964113837896883,0.0023630483045454648,0.7081611737722692,0.32217791435555876,0.3859832594167104,4,pulmonary alveolar type 1 cell,resolved,pulmonary alveolar type 1 cell,0.7562462616115246,70,1.0,unresolved,pulmonary alveolar type 2 cell,0.9787946428571428,1.453044605741464,gain
ENSG00000186010,NDUFA13,protein_coding,31,Lung Cancer,1.072962247701759,0.04699952619012138,0.8673287265223911,0.48184522598409973,0.3854835005382914,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9919678714859437,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000178741,COX5A,protein_coding,31,Lung Cancer,1.0661152514022831,0.049582941825203085,0.7159424140190617,0.3327821929079447,0.38316022111111697,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9779116465863453,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000133110,POSTN,protein_coding,14,Lung Cancer,3.530273037586668,1.2272557411394828e-17,0.5015888961381442,0.1197289572097859,0.3818599389283583,5,unresolved,unresolved,adventitial cell,0.2762481434936593,18,0.6266200110654401,unresolved,B cell,0.2673611111111111,3.133884473831772,gain
ENSG00000141552,ANAPC11,protein_coding,31,Lung Cancer,1.3857107582939194,0.015977790460796976,0.7579467856126502,0.3788726865763498,0.37907409903630035,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9548192771084337,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000228474,OST4,protein_coding,31,Lung Cancer,1.1840990681482082,0.036337141492648294,0.934247168554851,0.5571934332568559,0.37705373529799513,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9879518072289155,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000184076,UQCR10,protein_coding,31,Lung Cancer,1.1748585536408362,0.03981324800687176,0.8205874599104402,0.44660750663484394,0.3739799532755963,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9909638554216867,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000125995,ROMO1,protein_coding,31,Lung Cancer,1.2380717400187056,0.014587116918447725,0.821640919871741,0.44969626239172433,0.3719446574800167,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9387550200803213,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000168542,COL3A1,protein_coding,60,Lung Cancer,2.0644598163479793,6.9885787336677415e-12,0.61445176392379,0.24660626314127812,0.3678455007825119,5,unresolved,unresolved,pericyte,0.4226224591541113,18,0.7599990442696168,unresolved,B cell,0.2673611111111111,2.561506464532918,gain
ENSG00000163463,KRTCAP2,protein_coding,31,Lung Cancer,1.154269953320337,0.03595305402220064,0.7605124592111455,0.3960278102049562,0.3644846490061893,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9628514056224899,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000172354,GNB2,protein_coding,31,Lung Cancer,1.3087135103095884,0.028507005019554287,0.7064356933168059,0.3426744072944182,0.36376128602238766,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9548192771084337,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000145494,NDUFS6,protein_coding,31,Lung Cancer,1.4884691652945499,0.031447498800446436,0.7071416584763351,0.34377958128641567,0.3633620771899195,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9879518072289155,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000103490,PYCARD,protein_coding,31,Lung Cancer,1.696552083399035,0.04220952966601723,0.5208347160044925,0.15828979304649074,0.3625449229580018,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.8192771084337349,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000143774,GUK1,protein_coding,31,Lung Cancer,1.219720861731885,0.012203691398378194,0.8013236498764928,0.44163576689000417,0.3596878829864887,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9949799196787149,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000111328,CDK2AP1,protein_coding,31,Lung Cancer,1.2281673706715415,0.022574413388087373,0.6060048223479746,0.24659490479610763,0.35940991755186696,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.8895582329317268,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000164932,CTHRC1,protein_coding,14,Lung Cancer,2.8175990071531016,7.550011868287422e-13,0.5728660607174971,0.2183311125602846,0.35453494815721254,5,unresolved,unresolved,adventitial cell,0.2762481434936593,37,0.32,unresolved,endothelial cell of artery,0.96,3.133884473831772,gain
ENSG00000110717,NDUFS8,protein_coding,31,Lung Cancer,1.1616842017972087,0.021276883382000275,0.6446488923625376,0.2901141445701314,0.35453474779240624,3,basal cell,resolved,basal cell,0.9368114823755128,33,0.9042165389362498,unresolved,basal cell,0.4132281553398058,0.532808354671482,gain
ENSG00000143248,RGS5,protein_coding,60,Lung Cancer,2.207675045986789,9.963332961033781e-14,0.6185118141369957,0.26445599776838297,0.3540558163686128,5,unresolved,unresolved,pericyte,0.4226224591541113,37,0.92,unresolved,endothelial cell of artery,0.96,2.561506464532918,gain
ENSG00000129235,TXNDC17,protein_coding,31,Lung Cancer,1.5447116991266165,0.04046810375138659,0.7609523174728424,0.4076261210050166,0.3533261964678258,3,basal cell,resolved,basal cell,0.9368114823755128,15,1.0,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000141934,PLPP2,protein_coding,31,Lung Cancer,1.3566296496419266,0.028254125702637835,0.5912132417720232,0.2387266497928062,0.35248659197921695,3,basal cell,resolved,basal cell,0.9368114823755128,23,0.7096550806252879,unresolved,basal cell,0.4718010254172575,0.532808354671482,gain
ENSG00000267855,NDUFA7,protein_coding,31,Lung Cancer,1.2433551968695309,0.03981324800687176,0.5617745582002891,0.21019178035033695,0.3515827778499522,3,basal cell,resolved,basal cell,0.9368114823755128,33,0.9055464661251281,unresolved,basal cell,0.4132281553398058,0.532808354671482,gain
ENSG00000205544,TMEM256,protein_coding,31,Lung Cancer,1.1606497749647715,0.01929851793044739,0.519312731612571,0.1689075065728975,0.3504052250396735,3,basal cell,resolved,basal cell,0.9368114823755128,33,0.8886892126140495,unresolved,basal cell,0.4132281553398058,0.532808354671482,gain
ENSG00000124172,ATP5F1E,protein_coding,31,Lung Cancer,1.482502212032575,0.017838360418236554,0.9594425779461186,0.6091967708971536,0.350245807048965,3,basal cell,resolved,basal cell,0.9368114823755128,22,1.0,unresolved,macrophage,0.4822222222222222,0.532808354671482,gain
ENSG00000173915,ATP5MD,protein_coding,31,Lung Cancer,1.0077242571090839,0.014587116918447725,0.8406169210369387,0.49068758897627135,0.3499293320606674,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9919678714859437,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000108774,RAB5C,protein_coding,31,Lung Cancer,1.2699579747766003,0.036337141492648294,0.5803668962329973,0.23088761193736593,0.34947928429563135,3,basal cell,resolved,basal cell,0.9368114823755128,33,0.9230268760106014,unresolved,basal cell,0.4132281553398058,0.532808354671482,gain
ENSG00000172590,MRPL52,protein_coding,31,Lung Cancer,1.13110240595489,0.017838360418236554,0.6675385133976081,0.3181318567649896,0.34940665663261844,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.963855421686747,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000119013,NDUFB3,protein_coding,31,Lung Cancer,1.071138259467766,0.028864163795309407,0.5923395489626795,0.24398014498615922,0.34835940397652027,3,basal cell,resolved,basal cell,0.9368114823755128,33,0.8841815207095498,unresolved,basal cell,0.4132281553398058,0.532808354671482,gain
ENSG00000103363,ELOB,protein_coding,31,Lung Cancer,1.1752741546797516,0.045502992192934785,0.9180773577524849,0.5702202852339538,0.34785707251853104,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9899598393574296,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000143761,ARF1,protein_coding,31,Lung Cancer,1.0396999847614992,0.03772116294329067,0.800434937690315,0.4544853323092798,0.34594960538103525,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9688755020080321,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000188186,LAMTOR4,protein_coding,31,Lung Cancer,1.1882122336606409,0.016816684575121334,0.7200675784316892,0.3754042394884385,0.34466333894325074,3,basal cell,resolved,basal cell,0.9368114823755128,33,0.9231995127898894,unresolved,basal cell,0.4132281553398058,0.532808354671482,gain
ENSG00000124225,PMEPA1,protein_coding,31,Lung Cancer,1.5477071968886333,0.03981324800687176,0.5898720743198494,0.24587655115265833,0.3439955231671911,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9829317269076304,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000141753,IGFBP4,protein_coding,31,Lung Cancer,1.50725449899553,0.017838360418236554,0.6036428230096946,0.26011879687112055,0.3435240261385741,3,basal cell,resolved,basal cell,0.9368114823755128,37,0.96,unresolved,endothelial cell of artery,0.96,0.532808354671482,gain
ENSG00000047457,CP,protein_coding,17,Cystic Fibrosis,2.918314310182401,0.009151815225197014,0.4988869155535823,0.156164448220523,0.3427224673330593,2,unresolved,unresolved,basal cell,0.3827332207383017,45,0.7241974335651115,respiratory tract goblet cell,respiratory tract goblet cell,0.8534097573980272,3.0661378256076457,gain
ENSG00000185624,P4HB,protein_coding,31,Lung Cancer,1.2831960127293354,0.0492328723228178,0.8057572030686423,0.46696713434274945,0.33879006872589285,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9919678714859437,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000147669,POLR2K,protein_coding,31,Lung Cancer,1.4415261713754617,0.015977790460796976,0.5791419397715998,0.24502716440387298,0.3341147753677268,3,basal cell,resolved,basal cell,0.9368114823755128,33,0.8764124496493395,unresolved,basal cell,0.4132281553398058,0.532808354671482,gain
ENSG00000181458,TMEM45A,protein_coding,20,Cystic Fibrosis,3.317970781656309,0.0036859560192713256,0.46500380623199794,0.13098585367392565,0.3340179525580723,2,unresolved,unresolved,respiratory tract goblet cell,0.3266546281280072,57,0.5,unresolved,respiratory tract goblet cell,0.5,2.844452076992309,gain
ENSG00000180879,SSR4,protein_coding,31,Lung Cancer,1.3745630771359605,0.0364563668022949,0.8145150660581092,0.48367599817025736,0.33083906788785183,3,basal cell,resolved,basal cell,0.9368114823755128,70,0.9727891156462585,unresolved,pulmonary alveolar type 2 cell,0.9787946428571428,0.532808354671482,gain
ENSG00000179271,GADD45GIP1,protein_coding,31,Lung Cancer,1.0392723230695315,0.021276883382000275,0.6409600684626119,0.3106817382815196,0.33027833018109226,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9929718875502008,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000130706,ADRM1,protein_coding,31,Lung Cancer,1.0585683967187793,0.0364563668022949,0.5952190988698026,0.2656461315345952,0.3295729673352074,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9738955823293172,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000135940,COX5B,protein_coding,31,Lung Cancer,1.1570047307646285,0.0019079615851053274,0.8759785198294664,0.5481620780472612,0.32781644178220515,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9809236947791163,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000171159,C9orf16,protein_coding,31,Lung Cancer,1.3732758757648664,0.03046093345183051,0.6058845635280915,0.2781179339626579,0.3277666295654336,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.8865461847389557,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000196937,FAM3C,protein_coding,31,Lung Cancer,1.2232045257615562,0.036337141492648294,0.6360141560163252,0.308532135918686,0.32748202009763916,3,basal cell,resolved,basal cell,0.9368114823755128,33,0.9041223426935748,unresolved,basal cell,0.4132281553398058,0.532808354671482,gain
ENSG00000145247,OCIAD2,protein_coding,31,Lung Cancer,1.523192989399507,0.020621408031483816,0.6860001185595994,0.36103938087535686,0.32496073768424255,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9929718875502008,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000183049,CAMK1D,protein_coding,8,IPF / Pulmonary Fibrosis,1.9429034448613407,3.9372361221767326e-28,0.6045994470623975,0.2797884189567859,0.32481102810561163,8,unresolved,unresolved,pulmonary alveolar type 2 cell,0.4269116066862419,70,0.873015873015873,unresolved,pulmonary alveolar type 2 cell,0.9787946428571428,2.672494945597188,gain
ENSG00000117410,ATP6V0B,protein_coding,31,Lung Cancer,1.1245801812964555,0.03791607731133528,0.6416305457754174,0.31796870795777304,0.3236618378176444,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9839357429718876,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000149257,SERPINH1,protein_coding,60,Lung Cancer,1.4580776391103214,6.781897852083116e-09,0.4871798914899624,0.16480892905226271,0.3223709624376997,5,unresolved,unresolved,pericyte,0.4226224591541113,33,0.8900083240047075,unresolved,basal cell,0.4132281553398058,2.561506464532918,gain
ENSG00000240972,MIF,protein_coding,31,Lung Cancer,2.019508512662694,0.013246536356811266,0.9829596293488895,0.6614422547446057,0.32151737460428376,3,basal cell,resolved,basal cell,0.9368114823755128,15,1.0,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000078098,FAP,protein_coding,14,Lung Cancer,1.4175891580291824,2.0704346971434642e-12,0.570072283673152,0.2496754089851731,0.3203968746879789,5,unresolved,unresolved,adventitial cell,0.2762481434936593,37,0.36,unresolved,endothelial cell of artery,0.96,3.133884473831772,gain
ENSG00000179403,VWA1,protein_coding,36,Lung Cancer,1.7463398256695333,2.4822721023095215e-07,0.5050926754232721,0.18607259359853343,0.3190200818247386,5,unresolved,unresolved,capillary endothelial cell,0.5106695796181501,33,0.8543515492174978,unresolved,basal cell,0.4132281553398058,2.2547171867361704,gain
ENSG00000182154,MRPL41,protein_coding,31,Lung Cancer,1.2297756178295007,0.03219818218031242,0.6195345096521995,0.3008565283961676,0.31867798125603186,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9859437751004017,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000120992,LYPLA1,protein_coding,31,Lung Cancer,1.4192630018464132,0.017838360418236554,0.5570311389399003,0.23908168449994585,0.3179494544399545,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9467871485943775,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000140990,NDUFB10,protein_coding,31,Lung Cancer,1.234286781725789,0.01834746391307195,0.6590126047908798,0.3433278891398083,0.3156847156510715,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9748995983935743,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000141753,IGFBP4,protein_coding,60,Lung Cancer,1.3630833377334743,0.0004930740002624502,0.5089854012795024,0.19404238159214468,0.3149430196873577,5,unresolved,unresolved,pericyte,0.4226224591541113,37,0.96,unresolved,endothelial cell of artery,0.96,2.561506464532918,gain
ENSG00000159403,C1R,protein_coding,60,Lung Cancer,1.450415742615776,3.2520254165572042e-09,0.6341160541783187,0.31930696932774516,0.3148090848505736,5,unresolved,unresolved,pericyte,0.4226224591541113,32,0.716722135846818,unresolved,basal cell,0.2826359084406294,2.561506464532918,gain
ENSG00000181458,TMEM45A,protein_coding,17,Cystic Fibrosis,4.503122650139128,0.01282375181786512,0.36991789075122405,0.055225148683092605,0.31469274206813147,2,unresolved,unresolved,basal cell,0.3827332207383017,57,0.5,unresolved,respiratory tract goblet cell,0.5,3.0661378256076457,gain
ENSG00000214253,FIS1,protein_coding,31,Lung Cancer,1.130491220869763,0.0364563668022949,0.6255560593988396,0.3114102350296992,0.3141458243691404,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9477911646586346,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000177556,ATOX1,protein_coding,31,Lung Cancer,1.2190504649537008,0.03981324800687176,0.5389473703717207,0.22794260798088026,0.3110047623908404,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9779116465863453,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000034510,TMSB10,protein_coding,31,Lung Cancer,1.902997918647775,0.03219818218031242,0.9851553422865283,0.6742060032382613,0.31094933904826705,3,basal cell,resolved,basal cell,0.9368114823755128,15,1.0,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000115884,SDC1,protein_coding,31,Lung Cancer,1.321246004956416,0.04404046926235777,0.6003950404099756,0.29357737143412377,0.30681766897585183,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9056224899598394,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000130520,LSM4,protein_coding,31,Lung Cancer,1.4782195180532447,0.015977790460796976,0.5086642968789,0.2023679383876213,0.30629635849127873,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9618473895582329,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000104419,NDRG1,protein_coding,39,COVID-19 / SARS-CoV-2,2.599036073869071,0.008518688641754252,0.4770179791541109,0.17103492552645094,0.30598305362766,2,unresolved,unresolved,respiratory tract goblet cell,0.3479264170566822,22,0.8441247002398081,unresolved,macrophage,0.4822222222222222,2.8196345554011315,gain
ENSG00000101132,PFDN4,protein_coding,31,Lung Cancer,1.2856517432959953,0.036337141492648294,0.49354710817630676,0.18851167938647434,0.3050354287898324,3,basal cell,resolved,basal cell,0.9368114823755128,33,0.8764124496493395,unresolved,basal cell,0.4132281553398058,0.532808354671482,gain
ENSG00000172270,BSG,protein_coding,31,Lung Cancer,1.2413428070449481,0.01929851793044739,0.7139354044179653,0.4107395680878458,0.30319583633011954,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9909638554216867,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000117122,MFAP2,protein_coding,14,Lung Cancer,1.8700753055149741,2.1788515723288764e-15,0.49522256852716173,0.19274447288955757,0.3024780956376042,5,unresolved,unresolved,adventitial cell,0.2762481434936593,18,0.443344609711045,unresolved,B cell,0.2673611111111111,3.133884473831772,gain
ENSG00000172172,MRPL13,protein_coding,31,Lung Cancer,1.1249226840011668,0.04699952619012138,0.49801908697878317,0.19601425926193558,0.30200482771684756,3,basal cell,resolved,basal cell,0.9368114823755128,33,0.8783547174143921,unresolved,basal cell,0.4132281553398058,0.532808354671482,gain
ENSG00000130429,ARPC1B,protein_coding,31,Lung Cancer,1.199292986526401,0.037780169708098395,0.6704337853147284,0.36875470914289943,0.301679076171829,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.993975903614458,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000106153,CHCHD2,protein_coding,31,Lung Cancer,1.072990206774775,0.029183278349974615,0.9171092623491716,0.6159415171334253,0.3011677452157463,3,basal cell,resolved,basal cell,0.9368114823755128,15,0.9989959839357428,unresolved,basal cell,0.9969879518072288,0.532808354671482,gain
ENSG00000248323,LUCAT1,lncRNA,39,COVID-19 / SARS-CoV-2,1.754217486981973,0.008518688641754252,0.45191790800002385,0.15179052585832248,0.30012738214170137,2,unresolved,unresolved,respiratory tract goblet cell,0.3479264170566822,22,0.6067146282973621,unresolved,macrophage,0.4822222222222222,2.8196345554011315,gain
ENSG00000115414,FN1,protein_coding,26,IPF / Pulmonary Fibrosis,2.087545736428515,9.144185106326735e-40,0.4943129451428014,0.19533769472952278,0.2989752504132786,7,macrophage,resolved,macrophage,0.798202097552855,15,0.9447791164658634,unresolved,basal cell,0.9969879518072288,1.289100572647915,gain
