srx,B cell,plasma cell,"CD4-positive, alpha-beta T cell",pericyte,capillary endothelial cell,basal cell,macrophage,lung multiciliated epithelial cell,intermediate monocyte,respiratory tract goblet cell,adventitial cell,classical monocyte,club cell,"CD8-positive, alpha-beta T cell",vein endothelial cell,pulmonary alveolar type 2 cell,mature NK T cell,neutrophil,basophil,pulmonary alveolar type 1 cell,alveolar adventitial fibroblast,natural killer cell,endothelial cell of artery
SRX12366723,0.015097655949210418,0.16788462647640645,0.9492306882847866,4.376848907366007,1.9290501435923018,2.5105007809431648,,,,,,,,,,,,,,,,,
SRX17412841,1.9210588356957052,1.5034089661903873,2.5178704023115857,,,4.541846571686629,0.687946165661403,3.1506355863425046,2.2291014689964337,4.00333135927517,5.57198012018773,2.5580347629259372,5.047859731200889,2.9750449778004975,5.213892196421743,4.51280882867569,,,,,,,
SRX13198730,0.8227910652254409,0.9176361725793271,1.3791479084025344,4.8490940507993825,2.8858733072676435,2.0201711170301673,1.7377865579603016,6.079818600814132,2.1187772279660932,4.587674798841475,6.364482525686,2.5079935759006475,3.5925862642238484,2.1607853412452602,,3.967699488295314,2.2822121800799913,3.7133613902003746,3.379000084212531,5.954700987487993,6.110413629933162,2.7443790517342346,5.29433385601196
