position,srx,status,r2_file,timestamp,error
1/2,ERX11662369,success,annotation_pipeline_20260507_190621/ERX11662369_clustered.h5ad,2026-05-07 19:18:56,
2/2,SRX19886039,success,annotation_pipeline_20260507_190621/SRX19886039_clustered.h5ad,2026-05-07 19:22:04,
