position,srx,status,r2_file,timestamp,error
2/3,SRX12366723,success,annotation_pipeline_20260509_204944/SRX12366723_clustered.h5ad,2026-05-09 20:50:16,
3/3,SRX17412841,success,annotation_pipeline_20260509_204944/SRX17412841_clustered.h5ad,2026-05-09 20:50:25,
1/3,SRX13198730,success,annotation_pipeline_20260509_204944/SRX13198730_clustered.h5ad,2026-05-09 20:50:55,
