cluster,diseaseArea,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,nCaseProfiles,nControlProfiles,nStudies
36,IPF / Pulmonary Fibrosis,4.9784843327716075,1.026518197840637,0.3413693310579341,3.0070604018801728,0.0026378734317996774,0.04547043997688711,ENSG00000139318,34,42,4
36,IPF / Pulmonary Fibrosis,3.037976239433969,1.4368438287358565,0.35988164170224274,3.9925454989578655,6.536778533269422e-05,0.0036945369440920827,ENSG00000120833,34,42,4
36,IPF / Pulmonary Fibrosis,12.139567839085624,1.9032292625803717,0.3958172754648018,4.808353198696142,1.5217871942695235e-06,0.00024175851697070972,ENSG00000133110,34,42,4
36,IPF / Pulmonary Fibrosis,15.269910500631546,1.1998663858475325,0.19510072560804495,6.149984230494611,7.749065113570613e-10,4.554900473756806e-07,ENSG00000187498,34,42,4
36,IPF / Pulmonary Fibrosis,3.4720089660910016,1.0675004511165054,0.30902915962472094,3.454368035731183,0.0005515840854908293,0.016712429146985022,ENSG00000100528,34,42,4
36,IPF / Pulmonary Fibrosis,5.53951069899511,1.259149882770566,0.2545637645656898,4.946304455069623,7.563563223639986e-07,0.0001533056021674339,ENSG00000072110,34,42,4
36,IPF / Pulmonary Fibrosis,13.077715307395225,1.0242213337194146,0.250371052811917,4.090813703167303,4.2986233397414986e-05,0.0026597166306316345,ENSG00000119655,34,42,4
36,IPF / Pulmonary Fibrosis,4.253414544005622,1.5302629940201107,0.32908115254336917,4.650108285427983,3.3176079422498866e-06,0.0004033504153495179,ENSG00000213145,34,42,4
36,IPF / Pulmonary Fibrosis,2.158894418654667,2.7842243146312478,0.8147098754315205,3.4174426978150363,0.0006321239938780826,0.018037013767064902,ENSG00000211892,34,42,4
36,IPF / Pulmonary Fibrosis,3.620454336371675,2.7524025108204113,0.7708197201454146,3.570747399017208,0.00035596405813070463,0.012258028310405974,ENSG00000211897,34,42,4
36,IPF / Pulmonary Fibrosis,2.5152107966720227,1.0786186359026666,0.3119312309976737,3.457873174330244,0.0005444576243763981,0.016581978839815895,ENSG00000166147,34,42,4
36,IPF / Pulmonary Fibrosis,38.34315827711837,1.0654514756010753,0.3037314701335591,3.5078731720903567,0.0004517043398337524,0.015000667285552523,ENSG00000140988,34,42,4
36,IPF / Pulmonary Fibrosis,2.85258079941118,-1.0983038693034566,0.3264259381729287,-3.364634181495757,0.0007664520578528069,0.020666078881003667,ENSG00000167972,34,42,4
36,IPF / Pulmonary Fibrosis,4.336209166974942,1.1829342709778032,0.30212404147118094,3.91539271491786,9.025717344460041e-05,0.004751791013956894,ENSG00000103187,34,42,4
36,IPF / Pulmonary Fibrosis,33.30229370504933,1.4135356919067061,0.4650840188560197,3.039312542674805,0.0023711871834433437,0.04269404372092478,ENSG00000276409,34,42,4
36,IPF / Pulmonary Fibrosis,3.7258675403784416,-1.1619158907674976,0.2795283124871924,-4.156701982811616,3.228747222967031e-05,0.0021566563837045693,ENSG00000131748,34,42,4
