cluster,gene,score,log2FoldChange,pValue,adjustedPValue,fractionInCluster,fractionOutsideCluster,rankWithinCluster,detectionDifference,topSourceLabel,isSharedCandidate,isDiseaseAssociatedCandidate,isUnexpectedConvergenceCandidate,isAnyCandidate
10,ENSG00000186417,13.623379,5.528403,1.852622196669389e-36,4.830827109959293e-36,1.0,1.0,88,0.0,macrophage,False,False,False,False
10,ENSG00000140105,13.55218,5.1076922,3.580569852792667e-36,9.30018143582511e-36,1.0,1.0,89,0.0,macrophage,False,False,False,False
10,ENSG00000198899,13.454725,,6.971566957039534e-36,1.8014384901910939e-35,1.0,1.0,90,0.0,macrophage,False,False,False,False
10,ENSG00000011422,13.364857,3.5949297,2.0255151988059538e-35,5.186978742140727e-35,1.0,1.0,91,0.0,macrophage,False,False,False,False
10,ENSG00000269028,13.257002,,6.641336178070958e-35,1.6877601469049447e-34,1.0,1.0,92,0.0,macrophage,False,False,False,False
10,ENSG00000121552,13.249126,,6.860838260235304e-35,1.741329507673935e-34,1.0,1.0,93,0.0,macrophage,False,False,False,False
10,ENSG00000163734,13.215058,4.138943,1.012323836013943e-34,2.5660933739263447e-34,1.0,1.0,94,0.0,macrophage,False,False,False,False
10,ENSG00000117009,13.168829,5.2135415,1.7562737900739641e-34,4.4350348234191015e-34,1.0,1.0,95,0.0,macrophage,False,False,False,False
10,ENSG00000151914,12.924018,6.0277505,1.768102343513713e-33,4.4092327768421774e-33,1.0,1.0,96,0.0,macrophage,False,False,False,False
10,ENSG00000154127,12.65117,5.1323895,2.861240027831237e-32,7.021447921058251e-32,1.0,1.0,97,0.0,macrophage,False,False,False,False
10,ENSG00000228716,12.421748,,2.443680776121624e-31,5.924074608779694e-31,1.0,1.0,98,0.0,macrophage,False,False,False,False
10,ENSG00000145703,12.403909,3.1663706,2.89836694250722e-31,7.009351735204885e-31,1.0,1.0,99,0.0,macrophage,False,False,False,False
10,ENSG00000130066,12.28834,4.578584,8.041734622222472e-31,1.928473530508986e-30,1.0,1.0,100,0.0,macrophage,False,False,False,False
13,ENSG00000163751,59.690243,,4.844005004037208e-300,6.05500625504651e-298,1.0,1.0,1,0.0,basophil,True,False,False,True
13,ENSG00000197253,53.57374,,1.742011576346733e-269,1.9355684181630365e-267,1.0,1.0,2,0.0,basophil,True,False,False,True
13,ENSG00000172236,49.519573,,3.915254997845778e-248,3.728814283662645e-246,1.0,1.0,3,0.0,basophil,True,False,False,True
13,ENSG00000185052,47.11537,14.538588,2.8163961507974176e-235,2.449040131128189e-233,1.0,1.0,4,0.0,basophil,True,False,False,True
13,ENSG00000163106,44.18564,,9.941556798233284e-219,7.10111199873806e-217,1.0,1.0,5,0.0,basophil,True,False,False,True
13,ENSG00000157404,40.80179,,2.751902852691574e-199,1.7754211952848863e-197,1.0,1.0,6,0.0,basophil,True,False,False,True
13,ENSG00000149534,40.461884,,3.002249573065023e-197,1.8764059831656393e-195,1.0,1.0,7,0.0,basophil,True,False,False,True
13,ENSG00000122862,36.514507,4.420176,1.4447365981131838e-175,7.6038768321746525e-174,1.0,1.0,8,0.0,basophil,True,False,False,True
13,ENSG00000165646,34.735207,,4.864591602249984e-163,2.3164721915476114e-161,1.0,1.0,9,0.0,basophil,True,False,False,True
13,ENSG00000155307,32.471394,5.3193307,7.091099614999905e-150,3.0174891978723e-148,1.0,1.0,10,0.0,basophil,True,False,False,True
13,ENSG00000179348,31.272312,,8.609453046193049e-142,3.248850206110584e-140,1.0,1.0,11,0.0,basophil,True,False,False,True
13,ENSG00000110848,30.45443,7.657001,5.264497022667096e-137,1.8801775080953913e-135,1.0,1.0,12,0.0,basophil,True,False,False,True
13,ENSG00000127074,30.05097,,3.36708385845089e-134,1.1610633994658242e-132,1.0,1.0,13,0.0,basophil,True,False,False,True
13,ENSG00000164120,28.59455,,2.8667886119813595e-125,8.820888036865723e-124,1.0,1.0,14,0.0,basophil,True,False,False,True
13,ENSG00000115604,26.854614,8.291579,1.9152505373959713e-114,5.247261746290332e-113,1.0,1.0,15,0.0,basophil,True,False,False,True
13,ENSG00000140287,26.624645,,6.515145980551354e-113,1.7608502650138796e-111,1.0,1.0,16,0.0,basophil,True,False,False,True
13,ENSG00000213316,26.427422,,1.0140018600426376e-111,2.633771065045812e-110,1.0,1.0,17,0.0,basophil,True,False,False,True
13,ENSG00000263961,26.08438,,1.380237895404519e-109,3.494273152922833e-108,1.0,1.0,18,0.0,basophil,True,False,False,True
13,ENSG00000148848,25.818922,,5.817266528144401e-108,1.418845494669366e-106,1.0,1.0,19,0.0,basophil,True,False,False,True
13,ENSG00000026025,24.595789,4.90442,4.716333996512e-101,9.825695826066666e-100,1.0,1.0,20,0.0,basophil,True,False,False,True
13,ENSG00000090104,22.259233,5.5241327,2.6977521988601786e-86,4.459094543570543e-85,1.0,1.0,21,0.0,basophil,True,False,False,True
13,ENSG00000168421,21.94403,6.5481844,2.0762198755139226e-84,3.321951800822276e-83,1.0,1.0,22,0.0,basophil,True,False,False,True
13,ENSG00000233968,21.381704,,6.920957519177911e-81,1.0813996123715487e-79,1.0,1.0,23,0.0,basophil,True,False,False,True
13,ENSG00000164674,21.281412,4.6214633,1.7664164488839533e-80,2.6968190059296996e-79,1.0,1.0,24,0.0,basophil,True,False,False,True
13,ENSG00000125740,21.103554,5.6436577,2.169057759220657e-79,3.2617409913092586e-78,1.0,1.0,25,0.0,basophil,True,False,False,True
13,ENSG00000138395,20.822868,,1.4373397279444731e-77,2.0533424684921043e-76,1.0,1.0,26,0.0,basophil,True,False,False,True
13,ENSG00000135046,20.046122,5.455961,3.073128548199067e-73,4.0171615009138134e-72,1.0,1.0,27,0.0,basophil,True,False,False,True
13,ENSG00000196782,19.655382,5.734019,7.128125496295566e-71,8.58810300758502e-70,1.0,1.0,28,0.0,basophil,True,False,False,True
13,ENSG00000075884,19.641056,4.2618313,7.027672962171393e-71,8.518391469298658e-70,1.0,1.0,29,0.0,basophil,True,False,False,True
13,ENSG00000169554,19.496119,3.1571922,4.481736360123597e-70,5.303830011980588e-69,1.0,1.0,30,0.0,basophil,True,False,False,True
13,ENSG00000100351,19.415089,,2.3135861548046296e-69,2.705948719069742e-68,1.0,1.0,31,0.0,basophil,True,False,False,True
13,ENSG00000120885,19.228426,,2.169674229449756e-68,2.4796276907997208e-67,1.0,1.0,32,0.0,basophil,True,False,False,True
13,ENSG00000116741,18.924963,5.4443107,1.3712475162391654e-66,1.5151906256786358e-65,1.0,1.0,33,0.0,basophil,True,False,False,True
13,ENSG00000041353,18.610691,,9.74641499749371e-65,1.0368526593078415e-63,1.0,1.0,34,0.0,basophil,True,False,False,True
13,ENSG00000163618,18.282415,,7.419611930939206e-63,7.419611930939206e-62,1.0,1.0,35,0.0,basophil,True,False,False,True
13,ENSG00000196154,18.218128,4.569842,9.574323788756015e-63,9.52669033707066e-62,1.0,1.0,36,0.0,basophil,True,False,False,True
13,ENSG00000076641,18.152218,4.532419,3.189290476096791e-62,3.142158104528858e-61,1.0,1.0,37,0.0,basophil,True,False,False,True
13,ENSG00000182667,18.105238,4.7601733,6.0041655202080065e-62,5.886436784517653e-61,1.0,1.0,38,0.0,basophil,True,False,False,True
13,ENSG00000158869,18.07163,3.5493243,7.054783230798919e-62,6.816215681931323e-61,1.0,1.0,39,0.0,basophil,True,False,False,True
13,ENSG00000172137,17.898115,,1.0902204032179434e-60,1.0432731131272187e-59,1.0,1.0,40,0.0,basophil,True,False,False,True
13,ENSG00000173926,17.85191,7.2621193,1.7312225839964302e-60,1.6487834133299334e-59,1.0,1.0,41,0.0,basophil,True,False,False,True
13,ENSG00000095917,17.010544,,8.982329897246936e-56,7.677205040381997e-55,1.0,1.0,42,0.0,basophil,True,False,False,True
13,ENSG00000206560,16.899218,4.3805776,2.977751072266342e-55,2.4814592268886183e-54,1.0,1.0,43,0.0,basophil,True,False,False,True
13,ENSG00000059804,16.778795,4.0288258,1.2666981374155926e-54,1.0340392958494634e-53,1.0,1.0,44,0.0,basophil,True,False,False,True
13,ENSG00000285280,16.682047,7.247019,5.1344135953185693e-54,4.1075308762548555e-53,1.0,1.0,45,0.0,basophil,True,False,False,True
13,ENSG00000109321,16.60795,6.128005,1.2532957455768684e-53,9.907476249619513e-53,1.0,1.0,46,0.0,basophil,True,False,False,True
13,ENSG00000171408,16.44459,,9.862830359693457e-53,7.616085219840507e-52,1.0,1.0,47,0.0,basophil,True,False,False,True
13,ENSG00000179639,16.121574,,5.619645243218894e-51,4.087014722341013e-50,1.0,1.0,48,0.0,basophil,True,False,False,True
13,ENSG00000104043,16.002966,10.673114,2.3153892973480493e-50,1.6421200690411696e-49,1.0,1.0,49,0.0,basophil,True,False,False,True
13,ENSG00000240521,15.9227915,,6.51131218836105e-50,4.5533651666860495e-49,1.0,1.0,50,0.0,basophil,True,False,False,True
13,ENSG00000127507,15.499823,6.1255665,1.0219664493364672e-47,6.858835230446089e-47,1.0,1.0,51,0.0,basophil,True,False,False,True
13,ENSG00000243797,15.435105,,2.341912745301367e-47,1.5407320692772152e-46,1.0,1.0,52,0.0,basophil,True,False,False,True
13,ENSG00000168952,15.4328785,6.1738133,2.140701489028576e-47,1.413004283187179e-46,1.0,1.0,53,0.0,basophil,True,False,False,True
13,ENSG00000118515,15.369629,4.5661645,4.453726553941599e-47,2.9014505237404555e-46,1.0,1.0,54,0.0,basophil,True,False,False,True
13,ENSG00000173068,14.973284,4.8099356,5.114865030612839e-45,3.147609249607901e-44,1.0,1.0,55,0.0,basophil,True,False,False,True
13,ENSG00000174944,14.831311,12.013913,3.005667067807532e-44,1.8216164047318378e-43,1.0,1.0,56,0.0,basophil,True,False,False,True
13,ENSG00000285534,14.770507,7.2986197,6.118876931196442e-44,3.675001159877743e-43,1.0,1.0,57,0.0,basophil,True,False,False,True
13,ENSG00000100906,14.53742,4.45002,8.089342713457894e-43,4.744482529887328e-42,1.0,1.0,58,0.0,basophil,True,False,False,True
13,ENSG00000135905,14.210614,3.8807857,3.5790656319913114e-41,2.0451803611378923e-40,1.0,1.0,59,0.0,basophil,True,False,False,True
13,ENSG00000141293,14.205644,4.848049,3.731218107519053e-41,2.1200102883630985e-40,1.0,1.0,60,0.0,basophil,True,False,False,True
13,ENSG00000140563,14.008624,4.995577,3.6273994962149916e-40,2.015221942341662e-39,1.0,1.0,61,0.0,basophil,True,False,False,True
13,ENSG00000167996,13.906968,,9.806593060128232e-40,5.344192403339636e-39,1.0,1.0,62,0.0,basophil,True,False,False,True
13,ENSG00000130844,13.49005,3.6015718,1.2520269213895853e-37,6.371638276791783e-37,1.0,1.0,63,0.0,basophil,True,False,False,True
13,ENSG00000111728,13.476676,,1.5494771315971116e-37,7.845453830871452e-37,1.0,1.0,64,0.0,basophil,True,False,False,True
13,ENSG00000184371,13.390111,8.512666,4.0492088977793544e-37,2.019555559989703e-36,1.0,1.0,65,0.0,basophil,True,False,False,True
13,ENSG00000196189,13.165297,6.442851,4.753782216011813e-36,2.2965131478317938e-35,1.0,1.0,66,0.0,basophil,True,False,False,True
13,ENSG00000170345,13.0974655,3.3468897,9.012898599589189e-36,4.322733141289779e-35,1.0,1.0,67,0.0,basophil,True,False,False,True
13,ENSG00000166501,13.074984,4.3464427,1.1759327362108596e-35,5.613044086925344e-35,1.0,1.0,68,0.0,basophil,True,False,False,True
13,ENSG00000148488,13.041052,5.39848,1.8223947515812647e-35,8.636941950622107e-35,1.0,1.0,69,0.0,basophil,True,False,False,True
13,ENSG00000112149,13.020483,3.5073006,2.1451778460210097e-35,1.0142684851163166e-34,1.0,1.0,70,0.0,basophil,True,False,False,True
13,ENSG00000119508,12.897798,4.418573,8.434181225013749e-35,3.886719458531682e-34,1.0,1.0,71,0.0,basophil,True,False,False,True
13,ENSG00000073756,12.890314,11.033011,9.360025883334316e-35,4.303460176245663e-34,1.0,1.0,72,0.0,basophil,True,False,False,True
13,ENSG00000148655,12.812804,2.5424817,1.9235582109378516e-34,8.783370826200236e-34,1.0,1.0,73,0.0,basophil,True,False,False,True
13,ENSG00000035720,12.732636,,5.218880639743245e-34,2.361484452372509e-33,1.0,1.0,74,0.0,basophil,True,False,False,True
13,ENSG00000123358,12.723275,3.9045107,5.350471667380735e-34,2.415562829517262e-33,1.0,1.0,75,0.0,basophil,True,False,False,True
13,ENSG00000100448,12.432571,,1.2719011463038654e-32,5.554153477309457e-32,1.0,1.0,76,0.0,basophil,True,False,False,True
13,ENSG00000172572,12.227785,5.68735,1.0420708871547483e-31,4.3692699671058625e-31,1.0,1.0,77,0.0,basophil,True,False,False,True
13,ENSG00000011600,12.038063,2.3223586,6.324725750080218e-31,2.5974233059877692e-30,1.0,1.0,78,0.0,basophil,True,False,False,True
13,ENSG00000156127,12.01576,,9.311725309541188e-31,3.8084766092192996e-30,1.0,1.0,79,0.0,basophil,True,False,False,True
13,ENSG00000161405,11.9390745,,2.0252734451889253e-30,8.216119453099088e-30,1.0,1.0,80,0.0,basophil,True,False,False,True
13,ENSG00000115896,11.770252,4.0148516,1.1271060223295055e-29,4.463786227047546e-29,1.0,1.0,81,0.0,basophil,True,False,False,True
13,ENSG00000023445,11.657881,5.691695,3.564299179017807e-29,1.3977643839285518e-28,1.0,1.0,82,0.0,basophil,True,False,False,True
13,ENSG00000118503,11.54372,3.4166229,1.0825524821828352e-28,4.155671716632764e-28,1.0,1.0,83,0.0,basophil,True,False,False,True
13,ENSG00000165029,11.316334,3.5860927,1.0462272021455033e-27,3.9258056365684924e-27,1.0,1.0,84,0.0,basophil,True,False,False,True
13,ENSG00000145703,11.217306,3.199828,2.7482477273541383e-27,1.0178695286496808e-26,1.0,1.0,85,0.0,basophil,True,False,False,True
13,ENSG00000043462,11.200563,3.7380266,3.253779558114183e-27,1.1984455094343215e-26,1.0,1.0,86,0.0,basophil,True,False,False,True
13,ENSG00000171310,11.009237,2.563077,2.0594537355364255e-26,7.475331163471599e-26,1.0,1.0,87,0.0,basophil,True,False,False,True
13,ENSG00000137491,11.001563,3.7806883,2.3198848124319082e-26,8.375035423941907e-26,1.0,1.0,88,0.0,basophil,True,False,False,True
13,ENSG00000175471,10.976506,3.1593153,2.850163484963835e-26,1.0252386636560557e-25,1.0,1.0,89,0.0,basophil,True,False,False,True
13,ENSG00000117632,10.548141,,1.7197142379694707e-24,5.879364916134943e-24,1.0,1.0,90,0.0,basophil,True,False,False,True
13,ENSG00000185630,10.345353,,1.1306131970612308e-23,3.7375642878057216e-23,1.0,1.0,91,0.0,basophil,True,False,False,True
13,ENSG00000204389,10.187039,4.194913,4.858012337282719e-23,1.564577242281069e-22,1.0,1.0,92,0.0,basophil,True,False,False,True
13,ENSG00000184305,10.097631,,1.0911586860064569e-22,3.475027662440945e-22,1.0,1.0,93,0.0,basophil,True,False,False,True
13,ENSG00000109684,9.932223,9.74582,5.007247765235097e-22,1.5454468411219435e-21,1.0,1.0,94,0.0,basophil,True,False,False,True
13,ENSG00000182132,9.877868,6.6652274,8.12453218384871e-22,2.480773185908003e-21,1.0,1.0,95,0.0,basophil,True,False,False,True
13,ENSG00000204388,9.82257,4.191208,1.297031607611422e-21,3.9363629973032536e-21,1.0,1.0,96,0.0,basophil,True,False,False,True
13,ENSG00000198763,9.81598,,1.3256958601632856e-21,4.011182632869245e-21,1.0,1.0,97,0.0,basophil,True,False,False,True
13,ENSG00000228655,9.800539,,1.5939804680249658e-21,4.793926219623957e-21,1.0,1.0,98,0.0,basophil,True,False,False,True
13,ENSG00000198795,9.571606,4.9664907,1.1888539600381139e-20,3.491494743136898e-20,1.0,1.0,99,0.0,basophil,True,False,False,True
13,ENSG00000186652,9.539208,,1.6084083504886284e-20,4.7029483932416036e-20,1.0,1.0,100,0.0,basophil,True,False,False,True
14,ENSG00000122786,75.36594,,0.0,0.0,1.0,1.0,1,0.0,adventitial cell,True,False,True,True
14,ENSG00000164692,70.64374,,0.0,0.0,1.0,1.0,2,0.0,adventitial cell,True,False,True,True
14,ENSG00000185532,67.12175,8.149532,0.0,0.0,1.0,1.0,3,0.0,adventitial cell,True,False,True,True
14,ENSG00000196569,66.84523,,0.0,0.0,1.0,1.0,4,0.0,adventitial cell,True,False,True,True
14,ENSG00000011465,65.867615,,0.0,0.0,1.0,1.0,5,0.0,adventitial cell,True,False,True,True
14,ENSG00000163359,64.3436,,0.0,0.0,1.0,1.0,6,0.0,adventitial cell,True,False,True,True
14,ENSG00000144642,62.038414,7.8851113,0.0,0.0,1.0,1.0,7,0.0,adventitial cell,True,False,True,True
14,ENSG00000145147,59.728962,,0.0,0.0,1.0,1.0,8,0.0,adventitial cell,True,False,True,True
14,ENSG00000204262,56.790718,,0.0,0.0,1.0,1.0,9,0.0,adventitial cell,True,False,True,True
14,ENSG00000142173,56.40813,,0.0,0.0,1.0,1.0,10,0.0,adventitial cell,True,False,True,True
14,ENSG00000115414,55.87803,7.9053125,0.0,0.0,1.0,1.0,11,0.0,adventitial cell,True,False,True,True
14,ENSG00000077942,55.333725,,0.0,0.0,1.0,1.0,12,0.0,adventitial cell,True,False,True,True
14,ENSG00000168542,54.567966,,0.0,0.0,1.0,1.0,13,0.0,adventitial cell,True,False,True,True
14,ENSG00000139329,53.617332,,0.0,0.0,1.0,1.0,14,0.0,adventitial cell,True,False,True,True
14,ENSG00000140937,53.422523,,0.0,0.0,1.0,1.0,15,0.0,adventitial cell,True,False,True,True
14,ENSG00000185565,52.138607,7.2563677,0.0,0.0,1.0,1.0,16,0.0,adventitial cell,True,False,True,True
14,ENSG00000173068,51.001804,,0.0,0.0,1.0,1.0,17,0.0,adventitial cell,True,False,True,True
14,ENSG00000142156,50.687542,,0.0,0.0,1.0,1.0,18,0.0,adventitial cell,True,False,True,True
14,ENSG00000185008,49.889484,,0.0,0.0,1.0,1.0,19,0.0,adventitial cell,True,False,True,True
14,ENSG00000175899,49.5933,9.593673,0.0,0.0,1.0,1.0,20,0.0,adventitial cell,True,False,True,True
14,ENSG00000087245,49.450058,,0.0,0.0,1.0,1.0,21,0.0,adventitial cell,True,False,True,True
14,ENSG00000108821,49.090412,,0.0,0.0,1.0,1.0,22,0.0,adventitial cell,True,False,True,True
14,ENSG00000122870,48.956062,,0.0,0.0,1.0,1.0,23,0.0,adventitial cell,True,False,True,True
14,ENSG00000151914,48.948147,,0.0,0.0,1.0,1.0,24,0.0,adventitial cell,True,False,True,True
14,ENSG00000120594,48.87744,4.410354,0.0,0.0,1.0,1.0,25,0.0,adventitial cell,True,False,True,True
14,ENSG00000166147,48.402718,,0.0,0.0,1.0,1.0,26,0.0,adventitial cell,True,False,True,True
14,ENSG00000154175,47.421703,,0.0,0.0,1.0,1.0,27,0.0,adventitial cell,True,False,True,True
14,ENSG00000152583,47.100113,9.161665,0.0,0.0,1.0,1.0,28,0.0,adventitial cell,True,False,True,True
14,ENSG00000069667,46.947304,,0.0,0.0,1.0,1.0,29,0.0,adventitial cell,True,False,True,True
14,ENSG00000151067,46.831005,,0.0,0.0,1.0,1.0,30,0.0,adventitial cell,True,False,True,True
14,ENSG00000196616,46.44534,,0.0,0.0,1.0,1.0,31,0.0,adventitial cell,True,False,True,True
14,ENSG00000106538,46.340992,,0.0,0.0,1.0,1.0,32,0.0,adventitial cell,True,False,True,True
14,ENSG00000100234,45.85143,5.607402,0.0,0.0,1.0,1.0,33,0.0,adventitial cell,True,False,True,True
14,ENSG00000113140,45.568874,,0.0,0.0,1.0,1.0,34,0.0,adventitial cell,True,False,True,True
14,ENSG00000112769,45.23729,,0.0,0.0,1.0,1.0,35,0.0,adventitial cell,True,False,True,True
14,ENSG00000255248,44.45289,,0.0,0.0,1.0,1.0,36,0.0,adventitial cell,True,False,True,True
14,ENSG00000130635,44.329933,,0.0,0.0,1.0,1.0,37,0.0,adventitial cell,True,False,True,True
14,ENSG00000134853,44.2645,,0.0,0.0,1.0,1.0,38,0.0,adventitial cell,True,False,True,True
14,ENSG00000169946,44.159756,,0.0,0.0,1.0,1.0,39,0.0,adventitial cell,True,False,True,True
14,ENSG00000144724,44.1301,5.4513993,0.0,0.0,1.0,1.0,40,0.0,adventitial cell,True,False,True,True
14,ENSG00000121440,44.0452,,0.0,0.0,1.0,1.0,41,0.0,adventitial cell,True,False,True,True
14,ENSG00000184347,43.89152,,0.0,0.0,1.0,1.0,42,0.0,adventitial cell,True,False,True,True
14,ENSG00000049540,42.920395,,0.0,0.0,1.0,1.0,43,0.0,adventitial cell,True,False,True,True
14,ENSG00000112936,41.757114,,0.0,0.0,1.0,1.0,44,0.0,adventitial cell,True,False,True,True
14,ENSG00000136546,41.62075,,0.0,0.0,1.0,1.0,45,0.0,adventitial cell,True,False,True,True
14,ENSG00000214548,41.13411,,1.8762384099670957e-305,2.330730944058504e-304,1.0,1.0,46,0.0,adventitial cell,True,False,True,True
14,ENSG00000166482,41.047245,,3.254090555038114e-304,3.9927491472860294e-303,1.0,1.0,47,0.0,adventitial cell,True,False,True,True
14,ENSG00000143341,40.93271,,1.7582192297655838e-303,2.1441697923970533e-302,1.0,1.0,48,0.0,adventitial cell,True,False,True,True
14,ENSG00000183580,40.919487,,5.667281338195205e-305,6.996643627401489e-304,1.0,1.0,49,0.0,adventitial cell,True,False,True,True
14,ENSG00000183287,40.666264,,8.082234259584624e-300,9.737631638053765e-299,1.0,1.0,50,0.0,adventitial cell,True,False,True,True
14,ENSG00000111341,40.313015,,5.247223096793372e-296,6.284099517117811e-295,1.0,1.0,51,0.0,adventitial cell,True,False,True,True
14,ENSG00000154864,40.08556,,1.100587191567607e-292,1.2872364813656222e-291,1.0,1.0,52,0.0,adventitial cell,True,False,True,True
14,ENSG00000049323,39.964314,,5.672516487442078e-292,6.595949404002416e-291,1.0,1.0,53,0.0,adventitial cell,True,False,True,True
14,ENSG00000185630,39.859913,,1.552668600465949e-291,1.7949926016947388e-290,1.0,1.0,54,0.0,adventitial cell,True,False,True,True
14,ENSG00000000971,39.768482,,2.985932426366087e-289,3.412494201561242e-288,1.0,1.0,55,0.0,adventitial cell,True,False,True,True
14,ENSG00000183722,39.59402,7.0156937,7.995771493801626e-289,9.08610397022912e-288,1.0,1.0,56,0.0,adventitial cell,True,False,True,True
14,ENSG00000038427,39.46586,,1.363834788030863e-287,1.541056257661992e-286,1.0,1.0,57,0.0,adventitial cell,True,False,True,True
14,ENSG00000077943,39.442482,,5.3293116633365356e-285,5.921457403707261e-284,1.0,1.0,58,0.0,adventitial cell,True,False,True,True
14,ENSG00000164741,39.335133,4.5094943,1.6907530409276087e-286,1.8891095429358755e-285,1.0,1.0,59,0.0,adventitial cell,True,False,True,True
14,ENSG00000116132,39.316383,,3.235692878329796e-283,3.536276369759341e-282,1.0,1.0,60,0.0,adventitial cell,True,False,True,True
14,ENSG00000183098,39.293972,,1.5965019664816434e-283,1.7543977653644435e-282,1.0,1.0,61,0.0,adventitial cell,True,False,True,True
14,ENSG00000103196,39.254887,,8.038367567460086e-283,8.643405986516222e-282,1.0,1.0,62,0.0,adventitial cell,True,False,True,True
14,ENSG00000182168,39.175396,,7.3605409613361e-282,7.830362724825637e-281,1.0,1.0,63,0.0,adventitial cell,True,False,True,True
14,ENSG00000169855,39.15729,,4.154899206228036e-282,4.4437424665540494e-281,1.0,1.0,64,0.0,adventitial cell,True,False,True,True
14,ENSG00000196628,38.9806,5.5463495,4.360757461834402e-283,4.714332391172326e-282,1.0,1.0,65,0.0,adventitial cell,True,False,True,True
14,ENSG00000166741,38.91241,,2.8608589135540762e-279,3.01143043532008e-278,1.0,1.0,66,0.0,adventitial cell,True,False,True,True
14,ENSG00000140285,38.81978,,2.966772801387797e-277,3.0903883347789554e-276,1.0,1.0,67,0.0,adventitial cell,True,False,True,True
14,ENSG00000106624,38.78555,,5.909262450847172e-277,6.123588031965981e-276,1.0,1.0,68,0.0,adventitial cell,True,False,True,True
14,ENSG00000129116,38.549873,,7.829456883767619e-276,8.071605034811978e-275,1.0,1.0,69,0.0,adventitial cell,True,False,True,True
14,ENSG00000187391,38.437576,,2.6616380762868044e-274,2.7298852064480048e-273,1.0,1.0,70,0.0,adventitial cell,True,False,True,True
14,ENSG00000165124,38.214973,,4.542573846781989e-270,4.611750098255827e-269,1.0,1.0,71,0.0,adventitial cell,True,False,True,True
14,ENSG00000091986,38.18793,,6.627478509564314e-270,6.660782421672677e-269,1.0,1.0,72,0.0,adventitial cell,True,False,True,True
14,ENSG00000150636,38.172523,,6.211848976319341e-270,6.274594925575092e-269,1.0,1.0,73,0.0,adventitial cell,True,False,True,True
14,ENSG00000172260,38.102367,,3.651921678169401e-269,3.651921678169401e-268,1.0,1.0,74,0.0,adventitial cell,True,False,True,True
14,ENSG00000131016,37.390526,,1.0986737642366714e-261,1.0718768431577282e-260,1.0,1.0,75,0.0,adventitial cell,True,False,True,True
14,ENSG00000142871,37.03765,,1.0082577283212525e-256,9.467208716631478e-256,1.0,1.0,76,0.0,adventitial cell,True,False,True,True
14,ENSG00000140416,37.03408,,9.507380619932685e-258,9.0546482094597e-257,1.0,1.0,77,0.0,adventitial cell,True,False,True,True
14,ENSG00000165995,36.625782,,1.499323027371348e-251,1.381864541356081e-250,1.0,1.0,78,0.0,adventitial cell,True,False,True,True
14,ENSG00000198626,36.545433,,1.1773072897782477e-250,1.080098430989218e-249,1.0,1.0,79,0.0,adventitial cell,True,False,True,True
14,ENSG00000141338,36.12507,,1.9255404897585554e-245,1.7192325801415675e-244,1.0,1.0,80,0.0,adventitial cell,True,False,True,True
14,ENSG00000187955,35.988087,,7.834047640766045e-244,6.871971614707057e-243,1.0,1.0,81,0.0,adventitial cell,True,False,True,True
14,ENSG00000135298,35.905506,,4.615566966791164e-243,3.996161876009666e-242,1.0,1.0,82,0.0,adventitial cell,True,False,True,True
14,ENSG00000067798,35.864597,,4.194290716781443e-243,3.6472093189403853e-242,1.0,1.0,83,0.0,adventitial cell,True,False,True,True
14,ENSG00000198467,35.81229,,1.05106915426215e-242,9.02205282628455e-242,1.0,1.0,84,0.0,adventitial cell,True,False,True,True
14,ENSG00000003436,35.409836,4.523048,7.131373842189351e-240,6.043537154397755e-239,1.0,1.0,85,0.0,adventitial cell,True,False,True,True
14,ENSG00000250722,35.3476,,3.292504928551855e-237,2.7437541071265458e-236,1.0,1.0,86,0.0,adventitial cell,True,False,True,True
14,ENSG00000182197,35.346916,,1.878136628648361e-238,1.578266074494421e-237,1.0,1.0,87,0.0,adventitial cell,True,False,True,True
14,ENSG00000150672,35.18262,4.9820304,3.7656663908827944e-236,3.1121209842006567e-235,1.0,1.0,88,0.0,adventitial cell,True,False,True,True
14,ENSG00000182492,35.15263,,2.74996634967296e-234,2.2633467898542883e-233,1.0,1.0,89,0.0,adventitial cell,True,False,True,True
14,ENSG00000163453,34.941875,6.950667,2.2446258639643287e-233,1.8398572655445316e-232,1.0,1.0,90,0.0,adventitial cell,True,False,True,True
14,ENSG00000151388,34.823032,,2.0621646117067275e-230,1.6697689163617227e-229,1.0,1.0,91,0.0,adventitial cell,True,False,True,True
14,ENSG00000162804,34.789143,,9.291925295022006e-231,7.554410808960981e-230,1.0,1.0,92,0.0,adventitial cell,True,False,True,True
14,ENSG00000079102,34.583866,,2.7711028553681774e-228,2.234760367232401e-227,1.0,1.0,93,0.0,adventitial cell,True,False,True,True
14,ENSG00000146555,34.245613,,7.950837172435533e-225,6.335328424251421e-224,1.0,1.0,94,0.0,adventitial cell,True,False,True,True
14,ENSG00000170624,34.142532,,6.140581007713988e-223,4.8542142353470265e-222,1.0,1.0,95,0.0,adventitial cell,True,False,True,True
14,ENSG00000132386,33.94575,,1.5875852792411091e-220,1.2451649248949876e-219,1.0,1.0,96,0.0,adventitial cell,True,False,True,True
14,ENSG00000147257,33.88224,,6.134105864006444e-220,4.773623240471941e-219,1.0,1.0,97,0.0,adventitial cell,True,False,True,True
