position,srx,status,r2_file,timestamp,error
2/2,SRX19886039,success,annotation_pipeline_20260508_121117/SRX19886039_clustered.h5ad,2026-05-08 12:12:07,
1/2,ERX11662369,success,annotation_pipeline_20260508_121117/ERX11662369_clustered.h5ad,2026-05-08 12:12:26,
